Data,Mandante,Placar_Bruto,Visitante,Fase
1975-08-20,Fluminense,0-1,Coritiba,A/B
1975-08-20,Atlético Paranaense,2-1,Botafogo,A/B
1975-08-20,Corinthians,1-0,America-RJ,A/B
1975-08-20,Moto Club,4-3,Paysandu,A/B
1975-08-20,Fortaleza,2-0,América Mineiro,A/B
1975-08-20,Rio Negro-AM,1-1,Tiradentes-PI,A/B
1975-08-20,CSA,1-0,Grêmio,C/D
1975-08-20,Internacional,3-1,Figueirense,C/D
1975-08-20,Sergipe,0-0,São Paulo,C/D
1975-08-20,Desportiva Ferroviária,0-0,Vitória,C/D
1975-08-20,Goiás,0-0,Santos,C/D
1975-08-21,Palmeiras,1-1,Guarani,A/B
1975-08-21,Flamengo,1-2,Sport,C/D
1975-08-23,Botafogo,2-1,Paysandu,A/B
1975-08-23,Vitória,0-5,Internacional,C/D
1975-08-24,Palmeiras,3-1,Fluminense,A/B
1975-08-24,Fortaleza,2-1,Atlético Paranaense,A/B
1975-08-24,Rio Negro-AM,0-0,Nacional-AM,A/B
1975-08-24,Moto Club,0-3,Ceará,A/B
1975-08-24,Atlético Mineiro,0-0,Corinthians,A/B
1975-08-24,Remo,1-0,Tiradentes-PI,A/B
1975-08-24,Comercial-MS,0-0,Cruzeiro,A/B
1975-08-24,Figueirense,0-0,Sport,C/D
1975-08-24,Sergipe,2-3,Náutico,C/D
1975-08-24,Vasco,2-1,Grêmio,C/D
1975-08-24,Bahia,0-0,Flamengo,C/D
1975-08-24,América-RN,2-1,Desportiva Ferroviária,C/D
1975-08-24,Goiânia,2-1,CEUB,C/D
1975-08-24,Campinense,0-2,CSA,C/D
1975-08-24,Santa Cruz,1-2,São Paulo,C/D
1975-08-24,Americano,2-1,Santos,C/D
1975-08-26,Comercial-MS,2-1,Paysandu,A/B
1975-08-27,Ceará,0-2,America-RJ,A/B
1975-08-27,Cruzeiro,1-0,Coritiba,A/B
1975-08-27,Rio Negro-AM,2-0,Atlético Paranaense,A/B
1975-08-27,Sergipe,0-1,Sport,C/D
1975-08-27,Campinense,2-2,São Paulo,C/D
1975-08-27,Portuguesa,2-1,Bahia,C/D
1975-08-27,Náutico,1-0,Flamengo,C/D
1975-08-27,Desportiva Ferroviária,1-2,Santos,C/D
1975-08-27,Americano,0-2,Grêmio,C/D
1975-08-27,Goiânia,0-1,Internacional,C/D
1975-08-27,CSA,2-1,América-RN,C/D
1975-08-28,Atlético Mineiro,2-0,Guarani,A/B
1975-08-28,Santa Cruz,1-1,Vasco,C/D
1975-08-28,Figueirense,2-1,CEUB,C/D
1975-08-30,Fluminense,5-2,Atlético Mineiro,A/B
1975-08-30,Portuguesa,0-2,Internacional,C/D
1975-08-30,Santos,0-2,Bahia,C/D
1975-08-31,Corinthians,1-0,Fortaleza,A/B
1975-08-31,Coritiba,4-0,Ceará,A/B
1975-08-31,Botafogo,0-2,Cruzeiro,A/B
1975-08-31,América Mineiro,0-0,Moto Club,A/B
