Data,Mandante,Placar_Bruto,Visitante,Fase
2015-05-09,Palmeiras,2-2,Atlético Mineiro,R1
2015-05-09,Chapecoense,2-1,Coritiba,R1
2015-05-09,Fluminense,1-0,Joinville,R1
2015-05-10,Grêmio,3-3,Ponte Preta,R1
2015-05-10,São Paulo,2-1,Flamengo,R1
2015-05-10,Cruzeiro,0-1,Corinthians,R1
2015-05-10,Atlético Paranaense,3-0,Internacional,R1
2015-05-10,Sport,4-1,Figueirense,R1
2015-05-10,Vasco,0-0,Goiás,R1
2015-05-10,Avaí,1-1,Santos,R1
2015-05-16,Coritiba,2-0,Grêmio,R2
2015-05-16,Goiás,2-0,Atlético Paranaense,R2
2015-05-16,Corinthians,1-0,Chapecoense,R2
2015-05-17,Figueirense,0-0,Vasco,R2
2015-05-17,Santos,1-0,Cruzeiro,R2
2015-05-17,Flamengo,2-2,Sport,R2
2015-05-17,Atlético Mineiro,4-1,Fluminense,R2
2015-05-17,Ponte Preta,1-0,São Paulo,R2
2015-05-17,Internacional,1-0,Avaí,R2
2015-05-17,Joinville,0-0,Palmeiras,R2
2015-05-23,São Paulo,3-0,Joinville,R3
2015-05-23,Vasco,1-1,Internacional,R3
2015-05-23,Grêmio,1-0,Figueirense,R3
2015-05-24,Palmeiras,0-1,Goiás,R3
2015-05-24,Fluminense,0-0,Corinthians,R3
2015-05-24,Avaí,2-1,Flamengo,R3
2015-05-24,Atlético Paranaense,1-0,Atlético Mineiro,R3
2015-05-24,Chapecoense,1-0,Santos,R3
2015-05-24,Cruzeiro,1-1,Ponte Preta,R3
2015-05-24,Sport,1-0,Coritiba,R3
2015-05-30,Ponte Preta,3-1,Chapecoense,R4
2015-05-30,Coritiba,1-2,Avaí,R4
2015-05-30,Joinville,1-2,Atlético Paranaense,R4
2015-05-31,Santos,2-2,Sport,R4
2015-05-31,Corinthians,0-2,Palmeiras,R4
2015-05-31,Internacional,0-0,São Paulo,R4
2015-05-31,Atlético Mineiro,3-0,Vasco,R4
2015-05-31,Goiás,1-1,Grêmio,R4
2015-05-31,Flamengo,2-3,Fluminense,R4
2015-05-31,Figueirense,2-1,Cruzeiro,R4
2015-06-03,Vasco,0-3,Ponte Preta,R5
2015-06-03,Atlético Paranaense,1-0,Figueirense,R5
2015-06-03,Chapecoense,2-0,Joinville,R5
2015-06-03,São Paulo,3-2,Santos,R5
2015-06-03,Grêmio,3-1,Corinthians,R5
2015-06-03,Cruzeiro,1-0,Flamengo,R5
2015-06-03,Avaí,1-4,Atlético Mineiro,R5
2015-06-04,Fluminense,2-0,Coritiba,R5
2015-06-04,Palmeiras,1-1,Internacional,R5
2015-06-04,Sport,1-0,Goiás,R5
2015-06-06,Santos,2-2,Ponte Preta,R6
2015-06-06,Flamengo,1-0,Chapecoense,R6
2015-06-06,Atlético Mineiro,1-3,Cruzeiro,R6
2015-06-06,São Paulo,2-0,Grêmio,R6
2015-06-06,Atlético Paranaense,2-0,Vasco,R6
2015-06-06,Joinville,0-1,Corinthians,R6
2015-06-07,Internacional,2-0,Coritiba,R6
2015-06-07,Fluminense,0-0,Sport,R6
2015-06-07,Figueirense,2-1,Palmeiras,R6
2015-06-07,Goiás,0-1,Avaí,R6
2015-06-10,Atlético Mineiro,2-2,Santos,R7
2015-06-13,Corinthians,2-1,Internacional,R7
2015-06-13,Coritiba,0-1,Flamengo,R7
2015-06-13,Chapecoense,0-1,São Paulo,R7
2015-06-13,Vasco,1-3,Cruzeiro,R7
2015-06-13,Sport,2-1,Joinville,R7
2015-06-14,Ponte Preta,0-0,Goiás,R7
2015-06-14,Palmeiras,2-1,Fluminense,R7
2015-06-14,Grêmio,2-1,Atlético Paranaense,R7
2015-06-14,Avaí,1-1,Figueirense,R7
2015-06-18,Figueirense,0-0,Internacional,R8
2015-06-20,Santos,1-0,Corinthians,R8
2015-06-20,Flamengo,0-2,Atlético Mineiro,R8
2015-06-20,Sport,2-1,Vasco,R8
2015-06-20,Grêmio,1-0,Palmeiras,R8
2015-06-21,Cruzeiro,0-1,Chapecoense,R8
2015-06-21,São Paulo,1-1,Avaí,R8
2015-06-21,Atlético Paranaense,2-2,Coritiba,R8
2015-06-21,Joinville,2-1,Goiás,R8
2015-06-24,Fluminense,2-0,Ponte Preta,R8
2015-06-27,Avaí,1-2,Grêmio,R9
2015-06-27,Chapecoense,1-1,Sport,R9
2015-06-27,Corinthians,2-1,Figueirense,R9
2015-06-28,Atlético Mineiro,1-0,Joinville,R9
2015-06-28,Palmeiras,4-0,São Paulo,R9
2015-06-28,Ponte Preta,2-1,Atlético Paranaense,R9
2015-06-28,Coritiba,1-0,Cruzeiro,R9
2015-06-28,Goiás,1-2,Fluminense,R9
2015-06-28,Vasco,1-0,Flamengo,R9
2015-06-28,Internacional,1-0,Santos,R9
2015-07-01,Vasco,1-0,Avaí,R10
2015-07-01,Sport,3-0,Internacional,R10
2015-07-01,Palmeiras,2-0,Chapecoense,R10
2015-07-01,Atlético Mineiro,2-0,Coritiba,R10
