Data,Mandante,Placar_Bruto,Visitante,Fase
1996-08-08,Bahia,0-0,Palmeiras,1F
1996-08-08,Fluminense,1-0,Bragantino,1F
1996-08-08,Goiás,3-1,Atlético Paranaense,1F
1996-08-08,Coritiba,2-0,Juventude,1F
1996-08-08,Criciúma,1-1,Vitória,1F
1996-08-08,São Paulo,4-1,Flamengo,1F
1996-08-08,Sport,0-1,Paraná,1F
1996-08-11,Atlético Mineiro,1-0,Corinthians,1F
1996-08-14,Vasco,1-2,Sport,1F
1996-08-14,Palmeiras,0-0,Internacional,1F
1996-08-14,Juventude,1-0,Bahia,1F
1996-08-14,Vitória,1-0,Coritiba,1F
1996-08-14,Paraná,0-0,Goiás,1F
1996-08-14,Corinthians,0-0,Criciúma,1F
1996-08-14,São Paulo,2-1,Portuguesa,1F
1996-08-14,Flamengo,2-1,Atlético Mineiro,1F
1996-08-17,Guarani,1-1,Santos,1F
1996-08-17,Vitória,0-1,Flamengo,1F
1996-08-17,Palmeiras,5-0,Coritiba,1F
1996-08-17,Fluminense,1-1,Botafogo,1F
1996-08-17,Goiás,1-2,Vasco,1F
1996-08-17,Corinthians,0-2,Portuguesa,1F
1996-08-17,São Paulo,5-2,Bahia,1F
1996-08-17,Atlético Paranaense,3-1,Bragantino,1F
1996-08-17,Atlético Mineiro,3-1,Paraná,1F
1996-08-17,Internacional,0-0,Cruzeiro,1F
1996-08-17,Criciúma,1-3,Grêmio,1F
1996-08-17,Juventude,1-1,Sport,1F
1996-08-20,Flamengo,0-1,Juventude,1F
1996-08-20,Portuguesa,2-0,Paraná,1F
1996-08-20,Corinthians,1-0,Guarani,1F
1996-08-20,Grêmio,6-1,Bragantino,1F
1996-08-20,Bahia,2-0,Atlético Paranaense,1F
1996-08-20,Coritiba,1-0,Atlético Mineiro,1F
1996-08-20,Cruzeiro,2-1,Vitória,1F
1996-08-20,Goiás,3-1,Sport,1F
1996-08-20,Palmeiras,3-1,Vasco,1F
1996-08-20,Botafogo,1-1,São Paulo,1F
1996-08-20,Internacional,3-1,Criciúma,1F
1996-08-22,Santos,1-0,Fluminense,1F
1996-08-24,Goiás,0-0,Palmeiras,1F
1996-08-24,Bragantino,1-2,Vasco,1F
1996-08-24,Cruzeiro,2-1,Flamengo,1F
1996-08-24,Criciúma,4-1,Fluminense,1F
1996-08-24,Bahia,1-2,Botafogo,1F
1996-08-24,Atlético Paranaense,0-1,Corinthians,1F
1996-08-24,São Paulo,2-1,Santos,1F
1996-08-24,Portuguesa,3-1,Atlético Mineiro,1F
1996-08-24,Paraná,3-0,Guarani,1F
1996-08-24,Sport,3-0,Coritiba,1F
1996-08-24,Grêmio,2-2,Vitória,1F
1996-08-24,Juventude,2-1,Internacional,1F
1996-08-28,Flamengo,0-1,Guarani,1F
1996-08-28,Palmeiras,4-1,Paraná,1F
1996-08-28,Fluminense,1-1,São Paulo,1F
1996-08-28,Vasco,2-1,Portuguesa,1F
1996-08-28,Atlético Paranaense,0-0,Cruzeiro,1F
1996-08-28,Coritiba,4-1,Bahia,1F
1996-08-28,Corinthians,2-2,Grêmio,1F
1996-08-28,Atlético Mineiro,2-0,Internacional,1F
1996-08-28,Botafogo,0-2,Santos,1F
1996-08-28,Bragantino,3-1,Sport,1F
1996-08-30,Guarani,3-1,Fluminense,1F
1996-08-30,Paraná,0-1,Corinthians,1F
1996-08-30,São Paulo,1-0,Goiás,1F
1996-08-30,Flamengo,1-0,Atlético Paranaense,1F
1996-08-30,Sport,1-0,Criciúma,1F
1996-08-30,Vasco,1-1,Grêmio,1F
1996-08-30,Vitória,2-1,Atlético Mineiro,1F
1996-08-30,Botafogo,0-0,Palmeiras,1F
1996-08-30,Coritiba,1-3,Santos,1F
1996-08-30,Portuguesa,2-0,Bragantino,1F
1996-08-30,Cruzeiro,2-1,Juventude,1F
1996-08-30,Internacional,1-1,Bahia,1F
1996-09-04,Atlético Mineiro,2-1,Goiás,1F
1996-09-04,Atlético Paranaense,3-1,Grêmio,1F
1996-09-04,Bahia,2-1,Criciúma,1F
1996-09-04,Botafogo,4-1,Coritiba,1F
1996-09-04,Bragantino,0-1,Flamengo,1F
1996-09-04,Internacional,3-0,Sport,1F
1996-09-04,Portuguesa,2-2,Vitória,1F
1996-09-04,São Paulo,0-1,Guarani,1F
1996-09-04,Paraná,1-2,Vasco,1F
1996-09-04,Corinthians,2-1,Cruzeiro,1F
1996-09-04,Fluminense,1-5,Palmeiras,1F
1996-09-04,Santos,1-1,Juventude,1F
1996-09-07,Sport,3-0,Botafogo,1F
1996-09-07,Coritiba,1-1,São Paulo,1F
1996-09-07,Juventude,0-1,Guarani,1F
1996-09-07,Flamengo,1-1,Corinthians,1F
1996-09-07,Atlético Paranaense,2-1,Vasco,1F
1996-09-07,Fluminense,2-1,Internacional,1F
1996-09-07,Vitória,4-0,Paraná,1F
1996-09-07,Criciúma,0-0,Bragantino,1F
1996-09-07,Goiás,0-0,Bahia,1F
1996-09-07,Cruzeiro,4-1,Portuguesa,1F
1996-09-07,Grêmio,5-0,Atlético Mineiro,1F
1996-09-08,Santos,1-2,Palmeiras,1F
1996-09-10,Cruzeiro,2-0,Fluminense,1F
1996-09-14,Sport,6-0,Fluminense,1F
1996-09-14,Bragantino,2-3,Corinthians,1F
