Data,Mandante,Placar_Bruto,Visitante,Fase
2018-04-14,Cruzeiro,0-1,Grêmio,R1
2018-04-14,Vitória,2-2,Flamengo,R1
2018-04-14,Santos,2-0,Ceará,R1
2018-04-15,América Mineiro,3-0,Sport,R1
2018-04-15,Vasco,2-1,Atlético Mineiro,R1
2018-04-15,Corinthians,2-1,Fluminense,R1
2018-04-15,Internacional,2-0,Bahia,R1
2018-04-15,Atlético Paranaense,5-1,Chapecoense,R1
2018-04-16,Botafogo,1-1,Palmeiras,R1
2018-04-16,São Paulo,1-0,Paraná,R1
2018-04-21,Bahia,1-0,Santos,R2
2018-04-21,Flamengo,2-0,América Mineiro,R2
2018-04-22,Paraná,0-4,Corinthians,R2
2018-04-22,Atlético Mineiro,2-1,Vitória,R2
2018-04-22,Chapecoense,1-1,Vasco,R2
2018-04-22,Fluminense,1-0,Cruzeiro,R2
2018-04-22,Ceará,0-0,São Paulo,R2
2018-04-22,Palmeiras,1-0,Internacional,R2
2018-04-22,Grêmio,0-0,Atlético Paranaense,R2
2018-04-23,Sport,1-1,Botafogo,R2
2018-04-28,Botafogo,2-1,Grêmio,R3
2018-04-29,Atlético Mineiro,1-0,Corinthians,R3
2018-04-29,Paraná,1-2,Sport,R3
2018-04-29,Bahia,0-0,Atlético Paranaense,R3
2018-04-29,Fluminense,1-1,São Paulo,R3
2018-04-29,Ceará,0-3,Flamengo,R3
2018-04-29,Palmeiras,0-0,Chapecoense,R3
2018-04-29,Internacional,0-0,Cruzeiro,R3
2018-04-30,América Mineiro,2-1,Vitória,R3
2018-05-05,Vasco,4-1,América Mineiro,R4
2018-05-05,São Paulo,2-2,Atlético Mineiro,R4
2018-05-06,Corinthians,1-1,Ceará,R4
2018-05-06,Cruzeiro,1-0,Botafogo,R4
2018-05-06,Atlético Paranaense,1-3,Palmeiras,R4
2018-05-06,Vitória,1-2,Fluminense,R4
2018-05-06,Flamengo,2-0,Internacional,R4
2018-05-06,Sport,2-0,Bahia,R4
2018-05-06,Grêmio,5-1,Santos,R4
2018-05-07,Chapecoense,1-1,Paraná,R4
2018-05-12,Grêmio,0-0,Internacional,R5
2018-05-13,Cruzeiro,2-0,Sport,R5
2018-05-13,Atlético Paranaense,1-2,Atlético Mineiro,R5
2018-05-13,Chapecoense,3-2,Flamengo,R5
2018-05-13,Bahia,2-2,São Paulo,R5
2018-05-13,Vasco,2-3,Vitória,R5
2018-05-13,Corinthians,1-0,Palmeiras,R5
2018-05-13,Santos,3-1,Paraná,R5
2018-05-14,Botafogo,2-1,Fluminense,R5
2018-05-14,Ceará,2-2,América Mineiro,R5
2018-05-19,Atlético Mineiro,1-0,Cruzeiro,R6
2018-05-19,Flamengo,1-1,Vasco,R6
2018-05-19,Palmeiras,3-0,Bahia,R6
2018-05-20,Vitória,2-1,Ceará,R6
2018-05-20,Paraná,0-0,Grêmio,R6
2018-05-20,América Mineiro,1-0,Botafogo,R6
2018-05-20,São Paulo,1-0,Santos,R6
2018-05-20,Sport,1-1,Corinthians,R6
2018-05-20,Fluminense,2-0,Atlético Paranaense,R6
2018-05-21,Internacional,3-0,Chapecoense,R6
2018-05-26,Fluminense,3-1,Chapecoense,R7
2018-05-26,Palmeiras,2-3,Sport,R7
2018-05-26,Atlético Mineiro,0-1,Flamengo,R7
2018-05-27,Paraná,0-0,Atlético Paranaense,R7
2018-05-27,Bahia,3-0,Vasco,R7
2018-05-27,Botafogo,1-1,Vitória,R7
2018-05-27,Santos,0-1,Cruzeiro,R7
2018-05-27,Internacional,2-1,Corinthians,R7
2018-05-27,América Mineiro,1-3,São Paulo,R7
2018-05-27,Ceará,0-1,Grêmio,R7
2018-05-30,Vitória,2-3,Internacional,R8
2018-05-30,Vasco,1-0,Paraná,R8
2018-05-30,Sport,3-2,Atlético Mineiro,R8
2018-05-30,Chapecoense,2-0,Ceará,R8
2018-05-30,São Paulo,3-2,Botafogo,R8
2018-05-30,Cruzeiro,1-0,Palmeiras,R8
2018-05-30,Grêmio,0-0,Fluminense,R8
2018-05-31,Flamengo,2-0,Bahia,R8
2018-05-31,Corinthians,1-0,América Mineiro,R8
2018-05-31,Atlético Paranaense,2-0,Santos,R8
2018-06-02,Atlético Mineiro,3-3,Chapecoense,R9
2018-06-02,Internacional,0-0,Sport,R9
2018-06-02,Vasco,1-2,Botafogo,R9
2018-06-02,Palmeiras,3-1,São Paulo,R9
2018-06-03,América Mineiro,3-1,Atlético Paranaense,R9
2018-06-03,Bahia,0-2,Grêmio,R9
2018-06-03,Flamengo,1-0,Corinthians,R9
2018-06-03,Santos,5-2,Vitória,R9
2018-06-03,Ceará,0-1,Cruzeiro,R9
2018-06-04,Paraná,2-1,Fluminense,R9
2018-06-05,São Paulo,0-0,Internacional,R10
2018-06-06,Vitória,1-0,Chapecoense,R10
2018-06-06,Botafogo,0-0,Ceará,R10
2018-06-06,Sport,1-0,Atlético Paranaense,R10
2018-06-06,Corinthians,1-1,Santos,R10
2018-06-06,Cruzeiro,1-1,Vasco,R10
2018-06-06,Grêmio,0-2,Palmeiras,R10
2018-06-07,Paraná,1-0,Bahia,R10
2018-06-07,Fluminense,0-2,Flamengo,R10
2018-06-07,América Mineiro,1-3,Atlético Mineiro,R10
2018-06-09,Atlético Paranaense,0-1,São Paulo,R11
2018-06-09,Chapecoense,2-0,Cruzeiro,R11
2018-06-09,Vasco,3-2,Sport,R11
2018-06-09,Corinthians,0-0,Vitória,R11
2018-06-10,Atlético Mineiro,5-2,Fluminense,R11
2018-06-10,Bahia,3-3,Botafogo,R11
2018-06-10,Ceará,2-2,Palmeiras,R11
2018-06-10,Grêmio,1-0,América Mineiro,R11
2018-06-10,Flamengo,2-0,Paraná,R11
2018-06-10,Santos,1-2,Internacional,R11
2018-06-12,São Paulo,3-0,Vitória,R12
2018-06-13,América Mineiro,0-0,Chapecoense,R12
2018-06-13,Fluminense,0-1,Santos,R12
2018-06-13,Paraná,1-1,Cruzeiro,R12
2018-06-13,Sport,0-0,Grêmio,R12
2018-06-13,Botafogo,2-0,Atlético Paranaense,R12
2018-06-13,Palmeiras,1-1,Flamengo,R12
2018-06-13,Atlético Mineiro,2-1,Ceará,R12
