Data,Mandante,Placar_Bruto,Visitante,Fase
2003-03-29,Guarani,4-2,Vasco,R1
2003-03-29,Atlético Paranaense,2-0,Grêmio,R1
2003-03-30,Goiás,2-2,Paysandu,R1
2003-03-30,Flamengo,1-1,Coritiba,R1
2003-03-30,Criciúma,2-0,Fluminense,R1
2003-03-30,Juventude,2-2,São Paulo,R1
2003-03-30,Fortaleza,0-0,Bahia,R1
2003-03-30,Vitória,1-1,Figueirense,R1
2003-03-30,Cruzeiro,2-2,São Caetano,R1
2003-03-30,Internacional,1-1,Ponte Preta,R1
2003-03-30,Corinthians,0-3,Atlético Mineiro,R1
2003-03-30,Santos,2-2,Paraná,R1
2003-04-05,Fluminense,1-1,Fortaleza,R2
2003-04-05,Atlético Mineiro,0-0,Santos,R2
2003-04-05,Coritiba,0-1,Internacional,R2
2003-04-05,Grêmio,3-1,Guarani,R2
2003-04-06,Bahia,1-2,Flamengo,R2
2003-04-06,Figueirense,3-3,Corinthians,R2
2003-04-06,Paysandu,1-2,Vitória,R2
2003-04-06,Ponte Preta,1-0,Juventude,R2
2003-04-06,Paraná,3-0,Atlético Paranaense,R2
2003-04-06,São Caetano,3-2,Criciúma,R2
2003-04-06,Vasco,6-4,Goiás,R2
2003-04-06,São Paulo,2-4,Cruzeiro,R2
2003-04-09,Paysandu,2-1,Santos,R4
2003-04-12,Internacional,2-0,Bahia,R3
2003-04-12,Atlético Paranaense,1-2,Atlético Mineiro,R3
2003-04-12,Santos,2-0,Figueirense,R3
2003-04-12,Corinthians,6-1,Paysandu,R3
2003-04-13,Vitória,2-1,Vasco,R3
2003-04-13,Criciúma,1-1,São Paulo,R3
2003-04-13,Fortaleza,1-1,São Caetano,R3
2003-04-13,Juventude,2-1,Coritiba,R3
2003-04-13,Guarani,2-0,Paraná,R3
2003-04-13,Goiás,1-1,Grêmio,R3
2003-04-13,Cruzeiro,3-0,Ponte Preta,R3
2003-04-13,Flamengo,4-1,Fluminense,R3
2003-04-16,Bahia,3-1,Juventude,R4
2003-04-16,Grêmio,2-1,Vitória,R4
2003-04-16,Atlético Mineiro,3-2,Guarani,R4
2003-04-16,Figueirense,1-1,Atlético Paranaense,R4
2003-04-16,Ponte Preta,1-1,Criciúma,R4
2003-04-16,São Caetano,1-1,Flamengo,R4
2003-04-16,Vasco,2-2,Corinthians,R4
2003-04-16,Coritiba,3-4,Cruzeiro,R4
2003-04-17,Fluminense,3-1,Internacional,R4
2003-04-17,Paraná,3-1,Goiás,R4
2003-04-17,São Paulo,3-1,Fortaleza,R4
2003-04-19,Bahia,2-4,Atlético Mineiro,R5
2003-04-19,São Caetano,1-1,Grêmio,R5
2003-04-19,Flamengo,0-2,Santos,R5
2003-04-20,São Paulo,3-1,Vasco,R5
2003-04-20,Internacional,2-1,Corinthians,R5
2003-04-20,Ponte Preta,4-4,Paysandu,R5
2003-04-20,Fortaleza,1-0,Atlético Paranaense,R5
2003-04-20,Juventude,1-1,Vitória,R5
2003-04-20,Criciúma,1-0,Guarani,R5
2003-04-20,Fluminense,0-0,Paraná,R5
2003-04-20,Cruzeiro,4-1,Goiás,R5
2003-04-21,Coritiba,1-0,Figueirense,R5
2003-04-26,Paraná,3-1,Bahia,R6
2003-04-26,Vitória,0-3,Internacional,R6
2003-04-26,Atlético Mineiro,1-2,Coritiba,R6
2003-04-26,Guarani,1-1,Cruzeiro,R6
2003-04-27,Grêmio,0-1,Fluminense,R6
2003-04-27,Corinthians,1-1,Flamengo,R6
2003-04-27,Goiás,7-0,Juventude,R6
2003-04-27,Santos,4-0,Fortaleza,R6
2003-04-27,Atlético Paranaense,5-2,Criciúma,R6
2003-04-27,Figueirense,0-0,Ponte Preta,R6
2003-04-27,Vasco,1-0,São Caetano,R6
2003-04-27,Paysandu,5-2,São Paulo,R6
2003-05-03,Flamengo,2-1,Vitória,R7
2003-05-03,Bahia,2-1,Grêmio,R7
2003-05-03,Cruzeiro,5-2,Atlético Paranaense,R7
2003-05-04,Fortaleza,1-2,Corinthians,R7
2003-05-04,São Paulo,3-2,Figueirense,R7
2003-05-04,São Caetano,2-0,Paysandu,R7
2003-05-04,Internacional,2-1,Goiás,R7
2003-05-04,Ponte Preta,2-1,Atlético Mineiro,R7
2003-05-04,Juventude,1-1,Guarani,R7
2003-05-04,Coritiba,2-1,Paraná,R7
2003-05-04,Fluminense,0-0,Vasco,R7
2003-05-04,Criciúma,1-3,Santos,R7
2003-05-10,Goiás,1-1,Flamengo,R8
2003-05-10,Santos,0-2,Cruzeiro,R8
2003-05-10,Paraná,3-2,Ponte Preta,R8
2003-05-10,Corinthians,3-0,Criciúma,R8
2003-05-11,Vasco,1-1,Bahia,R8
2003-05-11,Paysandu,2-2,Fluminense,R8
2003-05-11,Atlético Mineiro,2-2,São Paulo,R8
2003-05-11,Vitória,2-1,Fortaleza,R8
2003-05-11,Guarani,3-0,Internacional,R8
2003-05-11,Atlético Paranaense,2-0,Juventude,R8
2003-05-11,Figueirense,3-0,São Caetano,R8
2003-05-11,Grêmio,1-0,Coritiba,R8
2003-05-17,Fluminense,3-0,Figueirense,R9
2003-05-17,São Caetano,2-0,Atlético Mineiro,R9
2003-05-17,Juventude,1-1,Santos,R9
2003-05-18,Bahia,2-0,Paysandu,R9
2003-05-18,Coritiba,1-1,Vasco,R9
2003-05-18,Fortaleza,1-0,Goiás,R9
2003-05-18,Cruzeiro,1-1,Corinthians,R9
2003-05-18,Ponte Preta,2-1,Grêmio,R9
2003-05-18,Criciúma,1-1,Vitória,R9
2003-05-18,Internacional,1-1,Atlético Paranaense,R9
2003-05-18,São Paulo,2-0,Paraná,R9
2003-05-18,Flamengo,1-1,Guarani,R9
2003-05-24,Atlético Mineiro,3-0,Fluminense,R10
2003-05-24,Corinthians,3-0,Juventude,R10
2003-05-24,Paraná,1-1,São Caetano,R10
2003-05-24,Vasco,1-0,Ponte Preta,R10
2003-05-25,Atlético Paranaense,4-1,Flamengo,R10
2003-05-25,Paysandu,1-3,Coritiba,R10
2003-05-25,Goiás,0-2,Criciúma,R10
2003-05-25,Grêmio,1-2,São Paulo,R10
2003-05-25,Guarani,2-1,Fortaleza,R10
2003-05-25,Figueirense,1-0,Bahia,R10
2003-05-25,Vitória,2-1,Cruzeiro,R10
2003-05-25,Santos,2-1,Internacional,R10
2003-05-31,Fluminense,2-1,Atlético Paranaense,R11
2003-05-31,Cruzeiro,2-0,Criciúma,R11
2003-05-31,Coritiba,3-2,Guarani,R11
2003-05-31,Ponte Preta,0-0,São Caetano,R11
2003-05-31,Internacional,2-1,Paysandu,R11
2003-06-01,Paraná,6-2,Flamengo,R11
2003-06-01,Bahia,2-1,Goiás,R11
2003-06-01,Santos,3-2,São Paulo,R11
2003-06-01,Fortaleza,3-1,Juventude,R11
2003-06-01,Figueirense,2-1,Grêmio,R11
2003-06-01,Vasco,2-2,Atlético Mineiro,R11
2003-06-01,Corinthians,4-0,Vitória,R11
2003-06-07,Vitória,2-1,Fluminense,R12
2003-06-07,Guarani,1-2,Santos,R12
2003-06-07,Grêmio,3-1,Fortaleza,R12
2003-06-07,Atlético Mineiro,1-1,Figueirense,R12
2003-06-08,Juventude,0-0,Vasco,R12
2003-06-08,Goiás,1-2,Coritiba,R12
2003-06-08,São Caetano,1-0,Corinthians,R12
2003-06-08,Paysandu,3-0,Paraná,R12
2003-06-08,Atlético Paranaense,4-2,Ponte Preta,R12
2003-06-08,Criciúma,1-0,Internacional,R12
2003-06-08,São Paulo,2-2,Bahia,R12
2003-06-14,Fluminense,2-3,Goiás,R13
2003-06-14,Ponte Preta,0-2,Guarani,R13
2003-06-14,Coritiba,2-0,Atlético Paranaense,R13
2003-06-15,Bahia,2-1,Vitória,R13
2003-06-15,Corinthians,1-2,São Paulo,R13
2003-06-15,Fortaleza,1-2,Paysandu,R13
2003-06-15,Paraná,1-2,Juventude,R13
2003-06-15,Grêmio,0-0,Internacional,R13
2003-06-15,Santos,0-1,São Caetano,R13
2003-06-15,Criciúma,1-0,Figueirense,R13
2003-06-15,Vasco,1-2,Flamengo,R13
2003-06-15,Cruzeiro,0-0,Atlético Mineiro,R13
2003-06-18,Flamengo,3-0,Cruzeiro,R12
2003-06-19,Bahia,2-2,Coritiba,R14
2003-06-21,Vasco,2-0,Criciúma,R14
2003-06-21,Atlético Mineiro,3-2,Grêmio,R14
2003-06-21,Internacional,2-1,Paraná,R14
2003-06-21,São Paulo,1-0,Goiás,R14
2003-06-22,Paysandu,2-2,Flamengo,R14
2003-06-22,Ponte Preta,3-3,Corinthians,R14
2003-06-22,Figueirense,2-2,Fortaleza,R14
2003-06-22,São Caetano,2-1,Vitória,R14
2003-06-22,Fluminense,5-2,Guarani,R14
2003-06-22,Juventude,0-1,Cruzeiro,R14
2003-06-28,Fortaleza,0-1,Vasco,R15
2003-06-28,Coritiba,2-0,São Caetano,R15
2003-06-28,Grêmio,1-4,Juventude,R15
2003-06-28,Santos,4-0,Bahia,R15
2003-06-28,Flamengo,0-2,Figueirense,R15
2003-06-29,Corinthians,1-0,Fluminense,R15
2003-06-29,Guarani,0-1,São Paulo,R15
2003-06-29,Criciúma,2-0,Paysandu,R15
2003-06-29,Vitória,1-0,Atlético Paranaense,R15
2003-06-29,Paraná,1-1,Atlético Mineiro,R15
2003-06-29,Cruzeiro,3-2,Internacional,R15
2003-07-05,Vasco,1-4,Paraná,R16
2003-07-05,São Paulo,1-1,São Caetano,R16
2003-07-05,Figueirense,1-0,Cruzeiro,R16
