Data,Mandante,Placar_Bruto,Visitante,Fase
1977-10-15,River-PI,5-1,América-RN,C
1977-10-16,Operário-MS,0-0,Internacional,A
1977-10-16,Grêmio,4-0,Coritiba,A
1977-10-16,Botafogo-PB,1-0,Sport,B
1977-10-16,XV de Piracicaba,0-0,CSA,B
1977-10-16,Náutico,0-1,São Paulo,B
1977-10-16,Sampaio Corrêa,0-0,Corinthians,C
1977-10-16,ABC,1-0,Ceará,C
1977-10-16,Guarani,0-1,Portuguesa,C
1977-10-16,Flamengo-PI,1-2,Ponte Preta,C
1977-10-16,Vila Nova,0-0,Botafogo,D
1977-10-16,Londrina,3-2,Goiânia,D
1977-10-16,Atlético Paranaense,1-2,Brasília,D
1977-10-16,Americano,1-1,Vasco,D
1977-10-16,Volta Redonda,3-0,Vitória-ES,E
1977-10-16,Desportiva Ferroviária,0-5,Fluminense,E
1977-10-16,Flamengo,5-0,Vitória,E
1977-10-16,Confiança,1-1,Bahia,E
1977-10-16,Fluminense de Feira,0-1,Sergipe,E
1977-10-16,Santos,0-2,Cruzeiro,F
1977-10-16,Atlético Mineiro,4-1,Remo,F
1977-10-16,Uberaba,3-1,Paysandu,F
1977-10-16,Nacional-AM,2-0,Fast Clube,F
1977-10-16,Dom Bosco,1-3,Avaí,A
1977-10-19,Dom Bosco,0-2,Internacional,A
1977-10-19,Joinville,1-1,Grêmio,A
1977-10-19,Caxias,0-0,Coritiba,A
1977-10-19,Treze,2-2,Sport,B
1977-10-19,Palmeiras,1-0,CSA,B
1977-10-19,Botafogo-PB,0-2,São Paulo,B
1977-10-19,Ceará,1-1,América-RN,C
1977-10-19,River-PI,2-2,Corinthians,C
1977-10-19,Sampaio Corrêa,0-0,Ponte Preta,C
1977-10-19,Atlético Paranaense,0-1,Goiânia,D
1977-10-19,Vitória-ES,3-1,Sergipe,E
1977-10-19,Volta Redonda,0-1,Fluminense,E
1977-10-19,Santos,4-0,Paysandu,F
1977-10-19,América Mineiro,0-1,Remo,F
1977-10-19,Grêmio Maringá,2-0,Avaí,A
1977-10-20,CRB,0-1,XV de Piracicaba,B
1977-10-20,ABC,1-0,Portuguesa,C
1977-10-20,Brasília,0-1,Botafogo,D
1977-10-20,Goytacaz,1-1,Goiás,D
1977-10-20,Desportiva Ferroviária,0-2,Flamengo,E
1977-10-20,America-RJ,1-1,Vitória,E
1977-10-20,Fast Clube,2-0,Uberaba,F
1977-10-23,Coritiba,1-3,Internacional,A
1977-10-23,Operário-MS,0-1,Grêmio Maringá,A
1977-10-23,Grêmio,2-0,Juventude,A
1977-10-23,Treze,1-1,Palmeiras,B
1977-10-23,CSA,0-0,São Paulo,B
1977-10-23,Sport,1-1,XV de Piracicaba,B
1977-10-23,Botafogo-PB,0-0,Santa Cruz,B
1977-10-23,Corinthians,1-0,Guarani,C
1977-10-23,Flamengo-PI,0-1,Ceará,C
1977-10-23,Fortaleza,0-0,Portuguesa,C
1977-10-23,América-RN,1-0,Ponte Preta,C
1977-10-23,Vasco,3-0,Brasília,D
1977-10-23,Botafogo,3-1,Goiás,D
1977-10-23,Vila Nova,1-1,Atlético Paranaense,D
1977-10-23,Fluminense,2-1,Sergipe,E
1977-10-23,Volta Redonda,1-2,America-RJ,E
1977-10-23,Bahia,0-0,Flamengo,E
1977-10-23,Vitória-ES,2-1,Vitória,E
1977-10-23,Confiança,1-0,Fluminense de Feira,E
1977-10-23,Cruzeiro,4-0,Paysandu,F
1977-10-23,Atlético Mineiro,3-0,Santos,F
1977-10-23,Nacional-AM,1-0,Uberaba,F
1977-10-23,Botafogo-SP,3-2,Remo,F
1977-10-23,Avaí,1-2,Caxias,A
1977-10-26,Treze,0-0,XV de Piracicaba,B
1977-10-26,Sport,0-2,Palmeiras,B
1977-10-26,América-RN,5-1,Flamengo-PI,C
1977-10-26,Ceará,1-3,Ponte Preta,C
1977-10-26,Sampaio Corrêa,1-0,Fortaleza,C
1977-10-26,Americano,1-0,Brasília,D
1977-10-26,Goiás,1-1,Atlético Paranaense,D
1977-10-26,Fluminense,6-0,Vitória-ES,E
1977-10-26,Fluminense de Feira,0-6,Flamengo,E
1977-10-26,Paysandu,1-1,Nacional-AM,F
1977-10-26,Botafogo-SP,0-1,Atlético Mineiro,F
1977-10-26,Fast Clube,1-3,Santos,F
1977-10-27,Caxias,0-0,Joinville,A
1977-10-27,Operário-MS,1-0,Juventude,A
1977-10-27,Náutico,1-0,CRB,B
1977-10-27,ABC,1-1,Guarani,C
1977-10-27,Portuguesa,2-0,River-PI,C
1977-10-27,Goytacaz,1-1,Botafogo,D
1977-10-27,Desportiva Ferroviária,1-0,Volta Redonda,E
1977-10-27,Remo,0-0,Uberaba,F
