Data,Mandante,Placar_Bruto,Visitante,Fase
2011-05-21,Flamengo,4-0,Avaí,R1
2011-05-21,Ceará,1-3,Vasco,R1
2011-05-21,Atlético Mineiro,3-0,Atlético Paranaense,R1
2011-05-21,Santos,1-1,Internacional,R1
2011-05-22,Palmeiras,1-0,Botafogo,R1
2011-05-22,Grêmio,1-2,Corinthians,R1
2011-05-22,Coritiba,0-1,Atlético Goianiense,R1
2011-05-22,Figueirense,1-0,Cruzeiro,R1
2011-05-22,Fluminense,0-2,São Paulo,R1
2011-05-22,América Mineiro,2-1,Bahia,R1
2011-05-28,Botafogo,1-0,Santos,R2
2011-05-28,Internacional,0-1,Ceará,R2
2011-05-28,Avaí,1-3,Atlético Mineiro,R2
2011-05-28,São Paulo,1-0,Figueirense,R2
2011-05-29,Corinthians,2-1,Coritiba,R2
2011-05-29,Bahia,3-3,Flamengo,R2
2011-05-29,Atlético Paranaense,0-1,Grêmio,R2
2011-05-29,Cruzeiro,1-1,Palmeiras,R2
2011-05-29,Vasco,3-0,América Mineiro,R2
2011-05-29,Atlético Goianiense,0-1,Fluminense,R2
2011-06-04,Palmeiras,1-0,Atlético Paranaense,R3
2011-06-04,Fluminense,2-1,Cruzeiro,R3
2011-06-04,Ceará,2-2,Botafogo,R3
2011-06-04,Figueirense,2-0,Atlético Goianiense,R3
2011-06-05,Flamengo,1-1,Corinthians,R3
2011-06-05,Grêmio,2-0,Bahia,R3
2011-06-05,Coritiba,5-1,Vasco,R3
2011-06-05,Santos,3-1,Avaí,R3
2011-06-05,América Mineiro,2-4,Internacional,R3
2011-06-08,Atlético Mineiro,0-1,São Paulo,R3
2011-06-11,Avaí,2-2,América Mineiro,R4
2011-06-11,Cruzeiro,1-1,Santos,R4
2011-06-11,São Paulo,3-1,Grêmio,R4
2011-06-11,Vasco,1-1,Figueirense,R4
2011-06-12,Bahia,1-1,Atlético Mineiro,R4
2011-06-12,Atlético Goianiense,4-1,Ceará,R4
2011-06-12,Internacional,2-2,Palmeiras,R4
2011-06-12,Corinthians,2-0,Fluminense,R4
2011-06-12,Atlético Paranaense,1-1,Flamengo,R4
2011-06-12,Botafogo,3-1,Coritiba,R4
2011-06-18,Fluminense,0-1,Bahia,R5
2011-06-18,América Mineiro,1-1,Cruzeiro,R5
2011-06-19,Palmeiras,5-0,Avaí,R5
2011-06-19,Flamengo,0-0,Botafogo,R5
2011-06-19,Grêmio,1-1,Vasco,R5
2011-06-19,Figueirense,2-0,Atlético Paranaense,R5
2011-06-19,Ceará,0-2,São Paulo,R5
2011-06-19,Atlético Mineiro,2-2,Atlético Goianiense,R5
2011-06-19,Coritiba,1-1,Internacional,R5
2011-06-25,Flamengo,4-1,Atlético Mineiro,R6
2011-06-25,Atlético Paranaense,0-2,Bahia,R6
2011-06-25,Cruzeiro,2-1,Coritiba,R6
2011-06-26,Corinthians,5-0,São Paulo,R6
2011-06-26,Botafogo,2-1,Grêmio,R6
2011-06-26,Avaí,0-1,Fluminense,R6
2011-06-26,Ceará,2-0,Palmeiras,R6
2011-06-26,Internacional,4-1,Figueirense,R6
2011-06-26,Atlético Goianiense,0-1,Vasco,R6
2011-06-29,Vasco,0-3,Cruzeiro,R7
2011-06-29,Grêmio,2-2,Avaí,R7
2011-06-29,América Mineiro,2-3,Flamengo,R7
2011-06-29,São Paulo,0-2,Botafogo,R7
2011-06-29,Figueirense,2-1,Santos,R7
2011-06-29,Bahia,0-1,Corinthians,R7
2011-06-30,Palmeiras,2-0,Atlético Goianiense,R7
2011-06-30,Coritiba,3-1,Ceará,R7
2011-06-30,Fluminense,3-1,Atlético Paranaense,R7
2011-06-30,Atlético Mineiro,0-4,Internacional,R7
2011-07-02,Santos,1-0,América Mineiro,R6
2011-07-06,Internacional,1-0,Atlético Paranaense,R8
2011-07-06,Cruzeiro,2-0,Grêmio,R8
2011-07-06,Avaí,2-2,Bahia,R8
2011-07-06,Corinthians,2-1,Vasco,R8
2011-07-06,Ceará,3-0,Atlético Mineiro,R8
2011-07-06,Flamengo,1-0,São Paulo,R8
2011-07-07,Botafogo,1-1,Atlético Goianiense,R8
2011-07-07,Coritiba,3-0,Figueirense,R8
2011-07-07,América Mineiro,1-1,Palmeiras,R8
2011-07-09,São Paulo,2-1,Cruzeiro,R9
2011-07-09,Vasco,2-0,Internacional,R9
2011-07-09,Atlético Paranaense,0-0,Avaí,R9
2011-07-10,Fluminense,0-1,Flamengo,R9
2011-07-10,Grêmio,2-0,Coritiba,R9
2011-07-10,Atlético Goianiense,0-1,Corinthians,R9
2011-07-10,Bahia,1-1,Botafogo,R9
2011-07-10,Palmeiras,3-0,Santos,R9
2011-07-10,Atlético Mineiro,2-0,América Mineiro,R9
2011-07-10,Figueirense,1-1,Ceará,R9
2011-07-14,Corinthians,1-0,Internacional,R12
2011-07-16,Vasco,2-1,Atlético Paranaense,R10
2011-07-16,Coritiba,3-1,Fluminense,R10
2011-07-16,Atlético Goianiense,0-1,Avaí,R10
2011-07-16,Santos,2-1,Atlético Mineiro,R10
2011-07-17,Internacional,0-3,São Paulo,R10
2011-07-17,Ceará,4-0,América Mineiro,R10
2011-07-17,Cruzeiro,2-1,Bahia,R10
2011-07-20,Palmeiras,0-0,Flamengo,R10
2011-07-20,Botafogo,0-2,Corinthians,R10
2011-07-20,Figueirense,0-0,Grêmio,R10
2011-07-21,Avaí,1-3,Internacional,R11
2011-07-23,São Paulo,2-2,Atlético Goianiense,R11
2011-07-23,Atlético Paranaense,2-1,Botafogo,R11
2011-07-23,América Mineiro,0-0,Figueirense,R11
2011-07-23,Flamengo,1-1,Ceará,R11
2011-07-24,Corinthians,0-1,Cruzeiro,R11
2011-07-24,Fluminense,1-0,Palmeiras,R11
2011-07-24,Atlético Mineiro,1-2,Vasco,R11
2011-07-24,Bahia,0-0,Coritiba,R11
2011-07-27,Botafogo,2-1,Avaí,R12
2011-07-27,Grêmio,1-1,América Mineiro,R12
2011-07-27,Atlético Mineiro,1-0,Fluminense,R12
2011-07-27,Atlético Goianiense,2-0,Cruzeiro,R12
2011-07-27,Santos,4-5,Flamengo,R12
2011-07-27,Figueirense,0-1,Palmeiras,R12
2011-07-27,Coritiba,3-4,São Paulo,R12
2011-07-28,Vasco,1-1,Bahia,R12
2011-07-28,Ceará,2-1,Atlético Paranaense,R12
2011-07-30,Flamengo,2-0,Grêmio,R13
2011-07-30,Cruzeiro,0-1,Botafogo,R13
2011-07-30,Palmeiras,3-2,Atlético Mineiro,R13
2011-07-31,São Paulo,0-2,Vasco,R13
2011-07-31,Fluminense,4-0,Ceará,R13
2011-07-31,Internacional,0-0,Atlético Goianiense,R13
2011-07-31,Avaí,3-2,Corinthians,R13
2011-07-31,Atlético Paranaense,3-2,Santos,R13
2011-07-31,América Mineiro,1-3,Coritiba,R13
2011-07-31,Bahia,3-1,Figueirense,R13
2011-08-03,Corinthians,2-1,América Mineiro,R14
2011-08-03,Grêmio,2-2,Atlético Mineiro,R14
2011-08-03,Figueirense,2-0,Botafogo,R14
2011-08-03,Ceará,0-3,Avaí,R14
2011-08-03,Vasco,2-0,Santos,R14
2011-08-03,Cruzeiro,0-1,Flamengo,R14
2011-08-03,Coritiba,1-1,Palmeiras,R14
2011-08-04,São Paulo,3-0,Bahia,R14
2011-08-04,Fluminense,2-0,Internacional,R14
2011-08-04,Atlético Goianiense,0-3,Atlético Paranaense,R14
2011-08-06,Atlético Mineiro,1-2,Figueirense,R15
2011-08-06,Palmeiras,0-0,Grêmio,R15
2011-08-06,Flamengo,1-0,Coritiba,R15
2011-08-07,Santos,1-0,Ceará,R15
2011-08-07,Internacional,3-2,Cruzeiro,R15
2011-08-07,Atlético Paranaense,1-1,Corinthians,R15
2011-08-07,América Mineiro,3-0,Fluminense,R15
2011-08-07,Botafogo,4-0,Vasco,R15
2011-08-07,Avaí,1-2,São Paulo,R15
2011-08-07,Bahia,2-1,Atlético Goianiense,R15
2011-08-10,Santos,0-0,Corinthians,R5
2011-08-13,São Paulo,2-2,Atlético Paranaense,R16
2011-08-13,Cruzeiro,5-0,Avaí,R16
2011-08-13,Atlético Goianiense,2-0,Santos,R16
2011-08-13,Botafogo,4-2,América Mineiro,R16
2011-08-14,Corinthians,2-2,Ceará,R16
2011-08-14,Vasco,1-0,Palmeiras,R16
2011-08-14,Figueirense,2-2,Flamengo,R16
2011-08-14,Coritiba,3-0,Atlético Mineiro,R16
2011-08-14,Grêmio,2-1,Fluminense,R16
2011-08-14,Bahia,1-1,Internacional,R16
2011-08-17,Fluminense,3-0,Figueirense,R17
2011-08-17,Avaí,0-2,Vasco,R17
2011-08-17,Atlético Paranaense,2-1,Cruzeiro,R17
2011-08-17,Ceará,3-0,Grêmio,R17
2011-08-17,Santos,2-3,Coritiba,R17
2011-08-17,Internacional,1-0,Botafogo,R17
2011-08-17,Atlético Mineiro,2-3,Corinthians,R17
2011-08-18,Palmeiras,1-1,Bahia,R17
2011-08-18,Flamengo,1-4,Atlético Goianiense,R17
2011-08-18,América Mineiro,1-1,São Paulo,R17
2011-08-20,Corinthians,0-2,Figueirense,R18
2011-08-20,Botafogo,3-1,Atlético Mineiro,R18
2011-08-20,Cruzeiro,1-0,Ceará,R18
2011-08-21,Internacional,2-2,Flamengo,R18
2011-08-21,Avaí,0-0,Coritiba,R18
2011-08-21,Atlético Goianiense,1-0,Grêmio,R18
2011-08-21,São Paulo,1-1,Palmeiras,R18
2011-08-21,Vasco,1-1,Fluminense,R18
2011-08-21,Atlético Paranaense,2-2,América Mineiro,R18
2011-08-21,Bahia,1-2,Santos,R18
2011-08-24,Santos,2-1,Fluminense,R8
2011-08-27,Fluminense,1-2,Botafogo,R19
2011-08-27,Coritiba,1-1,Atlético Paranaense,R19
2011-08-27,América Mineiro,1-2,Atlético Goianiense,R19
2011-08-28,Palmeiras,2-1,Corinthians,R19
2011-08-28,Santos,1-1,São Paulo,R19
2011-08-28,Flamengo,0-0,Vasco,R19
2011-08-28,Grêmio,2-1,Internacional,R19
2011-08-28,Ceará,3-0,Bahia,R19
2011-08-28,Atlético Mineiro,1-2,Cruzeiro,R19
2011-08-28,Figueirense,2-3,Avaí,R19
2011-08-31,Corinthians,3-2,Grêmio,R20
2011-08-31,Vasco,3-1,Ceará,R20
2011-08-31,Cruzeiro,2-4,Figueirense,R20
2011-08-31,Atlético Goianiense,3-1,Coritiba,R20
2011-08-31,Atlético Paranaense,0-1,Atlético Mineiro,R20
2011-08-31,São Paulo,1-2,Fluminense,R20
2011-08-31,Botafogo,3-1,Palmeiras,R20
2011-08-31,Internacional,3-3,Santos,R20
2011-08-31,Avaí,3-2,Flamengo,R20
2011-09-01,Bahia,0-0,América Mineiro,R20
2011-09-03,Fluminense,3-2,Atlético Goianiense,R21
2011-09-03,Atlético Mineiro,2-0,Avaí,R21
2011-09-03,Figueirense,1-2,São Paulo,R21
2011-09-04,Palmeiras,1-1,Cruzeiro,R21
2011-09-04,Flamengo,1-3,Bahia,R21
2011-09-04,Grêmio,4-0,Atlético Paranaense,R21
2011-09-04,Coritiba,1-0,Corinthians,R21
2011-09-04,América Mineiro,4-1,Vasco,R21
2011-09-04,Ceará,1-1,Internacional,R21
2011-09-07,São Paulo,2-1,Atlético Mineiro,R22
2011-09-07,Botafogo,4-0,Ceará,R22
2011-09-07,Internacional,4-2,América Mineiro,R22
2011-09-07,Avaí,1-2,Santos,R22
2011-09-07,Cruzeiro,1-2,Fluminense,R22
2011-09-07,Atlético Paranaense,2-2,Palmeiras,R22
2011-09-07,Atlético Goianiense,1-1,Figueirense,R22
2011-09-08,Vasco,2-0,Coritiba,R22
2011-09-08,Bahia,1-2,Grêmio,R22
2011-09-08,Corinthians,2-1,Flamengo,R22
2011-09-10,Santos,1-0,Cruzeiro,R23
2011-09-10,América Mineiro,2-2,Avaí,R23
2011-09-11,Palmeiras,0-3,Internacional,R23
2011-09-11,Fluminense,1-0,Corinthians,R23
2011-09-11,Ceará,1-1,Atlético Goianiense,R23
2011-09-11,Coritiba,5-0,Botafogo,R23
2011-09-11,Figueirense,1-1,Vasco,R23
2011-09-11,Flamengo,1-2,Atlético Paranaense,R23
2011-09-11,Grêmio,1-0,São Paulo,R23
2011-09-11,Atlético Mineiro,2-0,Bahia,R23
2011-09-17,Atlético Goianiense,1-0,Atlético Mineiro,R24
2011-09-17,Vasco,4-0,Grêmio,R24
2011-09-17,São Paulo,4-0,Ceará,R24
2011-09-18,Bahia,3-0,Fluminense,R24
2011-09-18,Atlético Paranaense,0-0,Figueirense,R24
