Data,Mandante,Placar_Bruto,Visitante,Fase
1983-01-22,Galícia,1-1,Sergipe,C
1983-01-22,Cruzeiro,3-1,Náutico,H
1983-01-23,Flamengo,2-0,Santos,A
1983-01-23,Moto Club,1-1,Paysandu,A
1983-01-23,Atlético Paranaense,0-1,Grêmio,B
1983-01-23,Campo Grande-RJ,0-1,Ponte Preta,B
1983-01-23,Sport,0-0,São Paulo,C
1983-01-23,Corinthians,2-1,Fluminense,D
1983-01-23,CSA,4-0,Tiradentes-PI,D
1983-01-23,Bahia,0-0,Palmeiras,E
1983-01-23,Mixto,1-2,Goiás,E
1983-01-23,Juventus-SP,0-0,Vila Nova,F
1983-01-23,Atlético Mineiro,1-2,America-RJ,F
1983-01-23,Internacional,2-0,Colorado,G
1983-01-23,Brasília,3-2,Botafogo,G
1983-01-23,Ferroviário,0-2,Vasco,H
1983-01-26,Santos,3-1,Moto Club,A
1983-01-26,Rio Negro-AM,1-0,Paysandu,A
1983-01-26,Joinville,1-0,Grêmio,B
1983-01-26,Galícia,0-0,São Paulo,C
1983-01-26,Sergipe,1-0,América-RN,C
1983-01-26,Fluminense,1-2,CSA,D
1983-01-26,Rio Branco-ES,0-2,America-RJ,F
1983-01-26,Juventus-SP,0-0,Atlético Mineiro,F
1983-01-26,Colorado,2-0,Brasília,G
1983-01-26,Náutico,3-0,Ferroviário,H
1983-01-26,Treze,0-2,Vasco,H
1983-01-27,Ponte Preta,2-4,Atlético Paranaense,B
1983-01-27,Fortaleza,1-3,Corinthians,D
1983-01-27,Comercial-MS,1-1,Palmeiras,E
1983-01-27,Botafogo,0-1,Ferroviária,G
1983-01-29,Flamengo,1-1,Moto Club,A
1983-01-29,Rio Negro-AM,0-1,Santos,A
1983-01-29,Grêmio,2-0,Ponte Preta,B
1983-01-29,Joinville,1-3,Campo Grande-RJ,B
1983-01-29,São Paulo,4-0,América-RN,C
1983-01-29,Sport,2-0,Galícia,C
1983-01-29,Fortaleza,0-0,Fluminense,D
1983-01-29,Comercial-MS,2-1,Goiás,E
1983-01-29,Mixto,2-0,Bahia,E
1983-01-29,Rio Branco-ES,1-1,Juventus-SP,F
1983-01-29,Vila Nova,1-2,Atlético Mineiro,F
1983-01-29,Ferroviária,2-0,Colorado,G
1983-01-29,Internacional,2-0,Brasília,G
1983-01-29,Cruzeiro,1-1,Ferroviário,H
1983-01-29,Treze,1-4,Náutico,H
1983-01-29,Tiradentes-PI,2-1,Corinthians,D
1983-02-02,Rio Negro-AM,1-1,Flamengo,A
1983-02-02,Campo Grande-RJ,0-0,Atlético Paranaense,B
1983-02-02,Joinville,0-0,Ponte Preta,B
1983-02-02,América-RN,1-0,Galícia,C
1983-02-02,Sergipe,3-1,Sport,C
1983-02-02,Tiradentes-PI,1-0,Fluminense,D
1983-02-02,CSA,0-0,Fortaleza,D
1983-02-02,Palmeiras,1-0,Goiás,E
1983-02-02,Comercial-MS,2-1,Mixto,E
1983-02-02,America-RJ,2-0,Juventus-SP,F
1983-02-02,Rio Branco-ES,1-0,Vila Nova,F
1983-02-02,Botafogo,0-0,Colorado,G
