Data,Mandante,Placar_Bruto,Visitante,Fase
1987-11-01,Inter de Limeira,1-1,Atlético Paranaense,A
1987-11-01,Treze,1-1,Vitória,B
1987-11-01,CSA,0-0,Bangu,B
1987-11-01,Náutico,0-1,Sport,B
1987-11-01,Palmeiras,0-1,Bahia,A
1987-11-01,Atlético Mineiro,1-0,Flamengo,A
1987-11-01,Vasco,1-0,Internacional,A
1987-11-01,Goiás,0-0,Santos,A
1987-11-02,Grêmio,0-2,Botafogo,A
1987-11-04,Atlético Paranaense,3-0,Atlético Goianiense,A
1987-11-04,Criciúma,2-0,Joinville,A
1987-11-04,Náutico,2-2,Vitória,B
1987-11-04,Treze,0-0,Bangu,B
1987-11-06,Santos,0-0,Vasco,A
1987-11-07,Flamengo,2-0,Palmeiras,A
1987-11-07,Grêmio,2-0,Bahia,A
1987-11-07,Atlético Mineiro,2-0,Santa Cruz,A
1987-11-07,Botafogo,1-0,Corinthians,A
1987-11-07,São Paulo,2-0,Fluminense,A
1987-11-07,Coritiba,0-3,Cruzeiro,A
1987-11-07,Internacional,0-0,Goiás,A
1987-11-07,Internacional,2-0,Santos,A
1987-11-07,Cruzeiro,0-0,São Paulo,A
1987-11-07,Vasco,3-2,Coritiba,A
1987-11-08,Inter de Limeira,0-0,Joinville,A
1987-11-08,Portuguesa,0-0,Criciúma,A
1987-11-08,Atlético Goianiense,1-1,Guarani,A
1987-11-08,Atlético Paranaense,1-1,Rio Branco-ES,A
1987-11-08,Sport,0-0,Vitória,B
1987-11-08,Ceará,1-0,Náutico,B
1987-11-08,Treze,2-1,CSA,B
1987-11-11,Rio Branco-ES,2-3,Guarani,A
1987-11-11,Atlético Goianiense,0-0,Joinville,A
1987-11-11,Portuguesa,1-0,Inter de Limeira,A
1987-11-11,CSA,0-1,Sport,B
1987-11-11,Palmeiras,2-1,Grêmio,A
1987-11-11,Santa Cruz,1-0,Botafogo,A
1987-11-11,Corinthians,1-2,Atlético Mineiro,A
1987-11-11,Bahia,0-2,Flamengo,A
1987-11-11,Fluminense,1-0,Goiás,A
1987-11-14,Vitória,1-0,Ceará,B
1987-11-14,Santa Cruz,2-1,Grêmio,A
1987-11-14,Palmeiras,1-0,Botafogo,A
1987-11-14,Fluminense,1-1,Santos,A
1987-11-15,Criciúma,0-0,Inter de Limeira,A
1987-11-15,Guarani,0-0,Atlético Paranaense,A
1987-11-15,Joinville,1-0,Portuguesa,A
1987-11-15,Sport,2-1,Treze,B
1987-11-15,Bangu,3-0,Náutico,B
1987-11-15,Corinthians,1-1,Flamengo,A
1987-11-15,Bahia,1-1,Atlético Mineiro,A
1987-11-15,Vasco,1-2,São Paulo,A
1987-11-15,Internacional,0-0,Coritiba,A
1987-11-15,Cruzeiro,1-0,Goiás,A
1987-11-18,Ceará,2-0,CSA,B
1987-11-18,Vitória,3-1,Bangu,B
1987-11-18,Náutico,2-1,Treze,B
1987-11-19,Grêmio,1-0,Corinthians,A
1987-11-21,Botafogo,2-2,Bahia,A
1987-11-21,São Paulo,3-0,Internacional,A
1987-11-21,Coritiba,2-1,Fluminense,A
1987-11-22,Flamengo,3-1,Santa Cruz,A
1987-11-22,Atlético Mineiro,1-0,Palmeiras,A
1987-11-22,Goiás,2-2,Vasco,A
1987-11-22,Santos,0-1,Cruzeiro,A
1987-11-22,Bangu,1-1,Vitória,
1987-11-25,Guarani,0-0,Inter de Limeira,A
1987-11-25,Criciúma,1-1,Atlético Paranaense,A
1987-11-25,Portuguesa,0-1,Rio Branco-ES,A
1987-11-25,Bangu,3-2,Sport,SF
1987-11-29,Atlético Paranaense,0-0,Guarani,SF
1987-11-29,Sport,3-1,Bangu,SF
1987-11-29,Flamengo,1-0,Atlético Mineiro,SF
1987-11-29,Internacional,0-0,Cruzeiro,SF
1987-12-02,Guarani,1-0,Atlético Paranaense,SF
1987-12-02,Atlético Mineiro,2-3,Flamengo,SF
1987-12-02,Cruzeiro,0-1,Internacional,SF
1987-12-06,Guarani,2-0,Sport,F
1987-12-06,Internacional,1-1,Flamengo,F
1987-12-12,Flamengo,1-0,Internacional,F
1987-12-13,Sport,3-0,Guarani,F
1988-01-30,Guarani,1-1,Sport,F
1988-02-07,Sport,1-0,Guarani,F
