Data,Mandante,Placar_Bruto,Visitante,Fase
2026-01-28,Atlético Mineiro,2-2,Palmeiras,R1
2026-01-28,Internacional,0-1,Athletico Paranaense,R1
2026-01-28,Coritiba SAF,0-1,Red Bull Bragantino,R1
2026-01-28,Vitória,2-0,Remo,R1
2026-01-28,Fluminense,2-1,Grêmio,R1
2026-01-28,Corinthians,1-2,Bahia,R1
2026-01-28,Chapecoense,4-2,Santos FC,R1
2026-01-28,São Paulo,2-1,Flamengo,R1
2026-01-29,Mirassol,2-1,Vasco da Gama Saf,R1
2026-01-29,Botafogo,4-0,Cruzeiro,R1
2026-02-04,Flamengo,1-1,Internacional,R2
2026-02-04,Red Bull Bragantino,1-0,Atlético Mineiro,R2
2026-02-04,Santos FC,1-1,São Paulo,R2
2026-02-04,Remo,2-2,Mirassol,R2
2026-02-04,Palmeiras,5-1,Vitória,R2
2026-02-04,Grêmio,5-3,Botafogo,R2
2026-02-05,Bahia,1-1,Fluminense,R2
2026-02-05,Vasco da Gama Saf,1-1,Chapecoense,R2
2026-02-05,Cruzeiro,1-2,Coritiba SAF,R2
2026-02-19,Athletico Paranaense,0-1,Corinthians,R2
2026-02-10,Vitória,1-2,Flamengo,R3
2026-02-11,Chapecoense,3-3,Coritiba SAF,R3
2026-02-11,Mirassol,2-2,Cruzeiro,R3
2026-02-11,Atlético Mineiro,3-3,Remo,R3
2026-02-11,Vasco da Gama Saf,0-1,Bahia,R3
2026-02-11,São Paulo,2-0,Grêmio,R3
2026-02-12,Athletico Paranaense,2-1,Santos FC,R3
2026-02-12,Fluminense,1-0,Botafogo,R3
2026-02-12,Corinthians,2-0,Red Bull Bragantino,R3
2026-02-12,Internacional,1-3,Palmeiras,R3
,Flamengo,,Mirassol,R4
2026-02-25,Red Bull Bragantino,1-1,Athletico Paranaense,R4
2026-02-25,Remo,1-1,Internacional,R4
2026-02-25,Coritiba SAF,0-1,São Paulo,R4
2026-02-25,Cruzeiro,1-1,Corinthians,R4
2026-02-25,Grêmio,2-1,Atlético Mineiro,R4
2026-02-25,Palmeiras,2-1,Fluminense,R4
2026-02-26,Santos FC,2-1,Vasco da Gama Saf,R4
2026-07-17,Bahia,2-0,Chapecoense,R4
2026-07-23,Botafogo,0-0,Vitória,R4
2026-03-10,Mirassol,2-2,Santos FC,R5
2026-03-11,Atlético Mineiro,1-0,Internacional,R5
2026-03-11,Bahia,1-1,Vitória,R5
2026-03-11,Flamengo,2-0,Cruzeiro,R5
2026-03-11,Corinthians,0-2,Coritiba SAF,R5
2026-03-12,Remo,0-2,Fluminense,R5
2026-03-12,Vasco da Gama Saf,2-1,Palmeiras,R5
2026-03-12,São Paulo,2-0,Chapecoense,R5
2026-03-12,Grêmio,1-1,Red Bull Bragantino,R5
2026-03-29,Athletico Paranaense,4-1,Botafogo,R5
2026-03-14,Vitória,2-0,Atlético Mineiro,R6
2026-03-14,Botafogo,0-3,Flamengo,R6
2026-03-15,Santos FC,1-1,Corinthians,R6
2026-03-15,Internacional,0-1,Bahia,R6
2026-03-15,Fluminense,3-2,Athletico Paranaense,R6
2026-03-15,Coritiba SAF,1-0,Remo,R6
2026-03-15,Palmeiras,1-0,Mirassol,R6
2026-03-15,Red Bull Bragantino,1-2,São Paulo,R6
2026-03-15,Cruzeiro,3-3,Vasco da Gama Saf,R6
2026-03-16,Chapecoense,1-1,Grêmio,R6
2026-03-18,Palmeiras,2-1,Botafogo,R7
2026-03-18,Bahia,2-0,Red Bull Bragantino,R7
2026-03-18,Athletico Paranaense,2-1,Cruzeiro,R7
2026-03-18,Mirassol,0-1,Coritiba SAF,R7
2026-03-18,Atlético Mineiro,1-0,São Paulo,R7
2026-03-18,Vasco da Gama Saf,3-2,Fluminense,R7
2026-03-18,Santos FC,1-2,Internacional,R7
2026-03-19,Grêmio,2-0,Vitória,R7
2026-03-19,Flamengo,3-0,Remo,R7
2026-03-19,Chapecoense,0-0,Corinthians,R7
2026-03-21,Red Bull Bragantino,1-2,Botafogo,R8
2026-03-21,Fluminense,1-0,Atlético Mineiro,R8
2026-03-21,São Paulo,0-1,Palmeiras,R8
2026-03-22,Vasco da Gama Saf,2-1,Grêmio,R8
2026-03-22,Cruzeiro,0-0,Santos FC,R8
2026-03-22,Athletico Paranaense,2-0,Coritiba SAF,R8
2026-03-22,Remo,4-1,Bahia,R8
2026-03-22,Vitória,1-0,Mirassol,R8
2026-03-22,Internacional,2-0,Chapecoense,R8
2026-03-22,Corinthians,1-1,Flamengo,R8
