Data,Mandante,Placar_Bruto,Visitante,Fase
1984-01-28,Flamengo,1-0,Palmeiras,E
1984-01-29,Vasco,2-3,São Paulo,A
1984-01-29,Fortaleza,0-0,Tuna Luso,A
1984-01-29,Bahia,2-0,Atlético Mineiro,B
1984-01-29,Bangu,1-0,Treze,B
1984-01-29,ABC,3-1,Confiança,C
1984-01-29,Santos,1-1,Fluminense,C
1984-01-29,Catuense,0-1,Santo André,D
1984-01-29,Grêmio,2-0,Náutico,D
1984-01-29,Brasília,0-2,Operário-MS,E
1984-01-29,Cruzeiro,1-2,America-RJ,F
1984-01-29,Atlético Paranaense,1-0,Rio Branco-ES,F
1984-01-29,Anapolina,0-0,Operário-MT,G
1984-01-29,Joinville,0-0,Internacional,G
1984-01-29,Santa Cruz,0-0,Portuguesa,H
1984-01-29,Auto Esporte-PI,4-2,Moto Club,H
1984-01-31,Palmeiras,3-1,Goiás,E
1984-02-01,Nacional-AM,1-1,Tuna Luso,A
1984-02-01,Ferroviário,0-0,Fluminense,C
1984-02-01,Santo André,1-0,Grêmio,D
1984-02-01,Coritiba,4-1,Catuense,D
1984-02-01,GE Brasil,1-0,Cruzeiro,F
1984-02-01,America-RJ,1-0,Atlético Paranaense,F
1984-02-01,Internacional,5-0,Anapolina,G
1984-02-01,Portuguesa,0-1,Botafogo,H
1984-02-01,Auto Esporte-PI,0-1,Santa Cruz,H
1984-02-01,CRB,0-0,Bangu,B
1984-02-02,Vasco,1-0,Fortaleza,A
1984-02-02,Treze,1-1,Bahia,B
1984-02-02,Confiança,0-2,Santos,C
1984-02-02,Brasília,0-2,Flamengo,E
1984-02-03,Corinthians,0-0,Operário-MT,G
1984-02-04,Cruzeiro,1-3,Rio Branco-ES,F
1984-02-05,São Paulo,5-0,Fortaleza,A
1984-02-05,Nacional-AM,0-3,Vasco,A
1984-02-05,Atlético Mineiro,4-1,Treze,B
1984-02-05,CRB,1-0,Bahia,B
1984-02-05,Ferroviário,1-0,Confiança,C
1984-02-05,ABC,0-2,Santos,C
1984-02-05,Náutico,3-2,Coritiba,D
1984-02-05,Grêmio,3-0,Catuense,D
1984-02-05,Goiás,0-0,Flamengo,E
1984-02-05,Operário-MS,1-1,Palmeiras,E
1984-02-05,America-RJ,1-1,GE Brasil,F
1984-02-05,Corinthians,1-0,Anapolina,G
1984-02-05,Operário-MT,1-0,Joinville,G
