Data,Mandante,Placar_Bruto,Visitante,Fase
2002-08-10,Vasco,2-0,Figueirense,R1
2002-08-10,São Paulo,4-2,Paysandu,R1
2002-08-10,Paraná,2-1,São Caetano,R1
2002-08-10,Santos,2-1,Botafogo,R1
2002-08-10,Goiás,3-1,Portuguesa,R1
2002-08-11,Fluminense,5-1,Cruzeiro,R1
2002-08-11,Palmeiras,1-1,Grêmio,R1
2002-08-11,Atlético Mineiro,1-2,Corinthians,R1
2002-08-11,Internacional,1-3,Flamengo,R1
2002-08-11,Guarani,2-1,Atlético Paranaense,R1
2002-08-11,Coritiba,1-0,Vitória,R1
2002-08-11,Bahia,1-0,Gama,R1
2002-08-11,Juventude,1-0,Ponte Preta,R1
2002-08-14,São Caetano,2-0,Fluminense,R2
2002-08-14,Botafogo,1-1,Atlético Mineiro,R2
2002-08-14,Cruzeiro,1-1,Palmeiras,R2
2002-08-14,Grêmio,3-2,Vasco,R2
2002-08-14,Atlético Paranaense,4-0,Bahia,R2
2002-08-14,Figueirense,0-0,Guarani,R2
2002-08-14,Ponte Preta,2-0,Coritiba,R2
2002-08-14,Vitória,4-1,Goiás,R2
2002-08-14,Corinthians,3-2,Internacional,R2
2002-08-14,Flamengo,0-0,Juventude,R2
2002-08-14,Portuguesa,1-0,Paraná,R2
2002-08-14,Gama,0-1,São Paulo,R2
2002-08-17,Fluminense,3-1,Grêmio,R3
2002-08-17,Internacional,1-0,Ponte Preta,R3
2002-08-17,Atlético Paranaense,2-1,Vasco,R3
2002-08-18,Juventude,2-1,Santos,R3
2002-08-18,Guarani,1-4,Atlético Mineiro,R3
2002-08-18,Flamengo,1-1,Goiás,R3
2002-08-18,Paraná,2-3,São Paulo,R3
2002-08-18,Cruzeiro,0-0,Botafogo,R3
2002-08-18,Portuguesa,0-0,Figueirense,R3
2002-08-18,Bahia,1-2,Coritiba,R3
2002-08-18,Gama,2-1,Vitória,R3
2002-08-18,São Caetano,3-0,Corinthians,R3
2002-08-21,Botafogo,2-2,Internacional,R4
2002-08-21,São Paulo,0-1,Juventude,R4
2002-08-21,Atlético Mineiro,1-1,Fluminense,R4
2002-08-21,Paysandu,1-2,Portuguesa,R4
2002-08-21,Coritiba,2-1,Flamengo,R4
2002-08-21,Vitória,1-1,Atlético Paranaense,R4
2002-08-21,Goiás,1-1,Bahia,R4
2002-08-21,Santos,3-0,Figueirense,R4
2002-08-22,Vasco,0-1,Gama,R4
2002-08-22,Palmeiras,3-2,São Caetano,R4
2002-08-22,Grêmio,0-2,Guarani,R4
2002-08-22,Ponte Preta,2-0,Cruzeiro,R4
2002-08-24,Flamengo,1-2,Paysandu,R5
2002-08-24,Internacional,2-2,São Paulo,R5
