Data,Mandante,Placar_Bruto,Visitante,Fase
1978-03-25,Santos,3-0,Goiás,C
1978-03-26,Juventude,0-0,Figueirense,A
1978-03-26,Coritiba,1-0,Londrina,A
1978-03-26,GE Brasil,0-1,Joinville,A
1978-03-26,Grêmio Maringá,0-1,Internacional,A
1978-03-26,Grêmio,2-2,Caxias,A
1978-03-26,Náutico,0-1,Santa Cruz,B
1978-03-26,América-RN,2-0,Botafogo-PB,B
1978-03-26,Uberlândia,1-3,Villa Nova-MG,B
1978-03-26,Uberaba,2-0,América Mineiro,B
1978-03-26,Cruzeiro,1-2,Sport,B
1978-03-26,Rio Branco-ES,0-0,Mixto,C
1978-03-26,Anapolina,0-0,Corinthians,C
1978-03-26,Operário-MS,0-2,Brasília,C
1978-03-26,Vila Nova,1-1,Dom Bosco,C
1978-03-26,Itabuna,0-2,Botafogo,D
1978-03-26,Confiança,1-2,Vitória,D
1978-03-26,CRB,0-0,Sergipe,D
1978-03-26,Bahia,0-0,Ponte Preta,D
1978-03-26,Guarani,1-3,Vasco,D
1978-03-26,América-SP,3-0,Flamengo-PI,E
1978-03-26,River-PI,0-0,Sampaio Corrêa,E
1978-03-26,Ceará,1-0,Moto Club,E
1978-03-26,Botafogo-SP,0-0,Palmeiras,E
1978-03-26,Noroeste,0-1,Comercial,E
1978-03-26,Portuguesa,1-0,America-RJ,F
1978-03-26,Americano,0-1,Goytacaz,F
1978-03-26,Flamengo,1-0,Fluminense,F
1978-03-26,Remo,0-0,Paysandu,F
1978-03-26,Fast Clube,2-0,Bangu,F
1978-03-29,Colorado,0-2,Internacional,A
1978-03-29,Londrina,3-1,Juventude,A
1978-03-29,Grêmio,2-0,Figueirense,A
1978-03-29,Caxias,1-1,Joinville,A
1978-03-29,ABC,1-1,Santa Cruz,B
1978-03-29,Uberaba,0-0,Sport,B
1978-03-29,Uberlândia,1-1,América Mineiro,B
1978-03-29,Campinense,1-1,América-RN,B
1978-03-29,Atlético Mineiro,1-0,Villa Nova-MG,B
1978-03-29,Náutico,3-1,Botafogo-PB,B
