Data,Mandante,Placar_Bruto,Visitante,Fase
2016-05-14,Flamengo,1-0,Sport,R1
2016-05-14,Palmeiras,4-0,Atlético Paranaense,R1
2016-05-14,Atlético Mineiro,1-0,Santos,R1
2016-05-14,Coritiba,1-0,Cruzeiro,R1
2016-05-15,Botafogo,0-1,São Paulo,R1
2016-05-15,Santa Cruz,4-1,Vitória,R1
2016-05-15,Corinthians,0-0,Grêmio,R1
2016-05-15,Figueirense,0-0,Ponte Preta,R1
2016-05-15,América Mineiro,0-1,Fluminense,R1
2016-05-15,Internacional,0-0,Chapecoense,R1
2016-05-21,Ponte Preta,2-1,Palmeiras,R2
2016-05-21,Fluminense,2-2,Santa Cruz,R2
2016-05-21,Cruzeiro,2-2,Figueirense,R2
2016-05-22,Santos,2-1,Coritiba,R2
2016-05-22,Atlético Paranaense,1-1,Atlético Mineiro,R2
2016-05-22,Vitória,3-2,Corinthians,R2
2016-05-22,São Paulo,1-2,Internacional,R2
2016-05-22,Grêmio,1-0,Flamengo,R2
2016-05-22,Chapecoense,3-1,América Mineiro,R2
2016-05-22,Sport,1-1,Botafogo,R2
2016-05-25,Botafogo,2-1,Atlético Paranaense,R3
2016-05-25,Figueirense,2-2,Santos,R3
2016-05-25,Flamengo,2-2,Chapecoense,R3
2016-05-25,América Mineiro,1-1,Vitória,R3
2016-05-25,Palmeiras,2-0,Fluminense,R3
2016-05-25,Coritiba,1-1,São Paulo,R3
2016-05-25,Santa Cruz,4-1,Cruzeiro,R3
2016-05-26,Corinthians,3-0,Ponte Preta,R3
2016-05-26,Internacional,1-0,Sport,R3
2016-05-26,Atlético Mineiro,0-3,Grêmio,R3
2016-05-28,Cruzeiro,1-1,América Mineiro,R4
2016-05-28,Atlético Paranaense,2-1,Figueirense,R4
2016-05-28,Chapecoense,1-1,Santa Cruz,R4
2016-05-29,Ponte Preta,1-2,Flamengo,R4
2016-05-29,Sport,0-2,Corinthians,R4
2016-05-29,Vitória,1-1,Atlético Mineiro,R4
2016-05-29,Fluminense,1-0,Botafogo,R4
2016-05-29,São Paulo,1-0,Palmeiras,R4
2016-05-29,Santos,0-1,Internacional,R4
2016-05-29,Grêmio,2-0,Coritiba,R4
2016-06-01,Internacional,1-0,Atlético Paranaense,R5
2016-06-01,Corinthians,1-0,Santos,R5
2016-06-01,Coritiba,3-4,Chapecoense,R5
2016-06-01,Santa Cruz,0-1,Sport,R5
2016-06-01,Botafogo,0-1,Cruzeiro,R5
2016-06-01,Atlético Mineiro,1-1,Fluminense,R5
2016-06-01,Figueirense,1-0,São Paulo,R5
2016-06-02,América Mineiro,1-2,Ponte Preta,R5
2016-06-02,Flamengo,1-0,Vitória,R5
2016-06-02,Palmeiras,4-3,Grêmio,R5
2016-06-04,Atlético Paranaense,1-0,Santa Cruz,R6
2016-06-04,Corinthians,2-1,Coritiba,R6
2016-06-04,Chapecoense,0-0,Fluminense,R6
2016-06-05,Santos,3-0,Botafogo,R6
2016-06-05,América Mineiro,1-0,Figueirense,R6
2016-06-05,Vitória,1-0,Internacional,R6
2016-06-05,Flamengo,1-2,Palmeiras,R6
2016-06-05,Grêmio,1-0,Ponte Preta,R6
2016-06-05,Sport,4-4,Atlético Mineiro,R6
2016-06-05,Cruzeiro,0-1,São Paulo,R6
2016-06-11,Internacional,3-1,América Mineiro,R7
2016-06-11,Ponte Preta,2-1,Chapecoense,R7
2016-06-11,Fluminense,1-1,Grêmio,R7
2016-06-11,São Paulo,1-2,Atlético Paranaense,R7
2016-06-12,Botafogo,1-1,Vitória,R7
2016-06-12,Coritiba,3-2,Sport,R7
2016-06-12,Palmeiras,1-0,Corinthians,R7
2016-06-12,Atlético Mineiro,2-3,Cruzeiro,R7
2016-06-12,Figueirense,1-0,Flamengo,R7
2016-06-12,Santa Cruz,0-2,Santos,R7
2016-06-15,São Paulo,2-0,Vitória,R8
2016-06-15,Chapecoense,3-3,Grêmio,R8
2016-06-15,Ponte Preta,3-2,Atlético Paranaense,R8
2016-06-15,Botafogo,3-1,América Mineiro,R8
2016-06-15,Santos,2-0,Sport,R8
2016-06-15,Santa Cruz,1-0,Figueirense,R8
2016-06-15,Cruzeiro,0-1,Flamengo,R8
2016-06-15,Coritiba,2-2,Palmeiras,R8
2016-06-16,Internacional,2-0,Atlético Mineiro,R8
2016-06-16,Fluminense,1-0,Corinthians,R8
2016-06-18,Palmeiras,3-1,Santa Cruz,R9
2016-06-18,Atlético Paranaense,1-0,Santos,R9
2016-06-18,América Mineiro,2-1,Coritiba,R9
2016-06-19,Vitória,1-2,Chapecoense,R9
2016-06-19,Atlético Mineiro,3-0,Ponte Preta,R9
2016-06-19,Flamengo,2-2,São Paulo,R9
2016-06-19,Corinthians,3-1,Botafogo,R9
2016-06-19,Figueirense,3-2,Internacional,R9
2016-06-19,Sport,2-1,Fluminense,R9
2016-06-19,Grêmio,2-0,Cruzeiro,R9
2016-06-21,Palmeiras,2-0,América Mineiro,R10
2016-06-22,Ponte Preta,0-4,Cruzeiro,R10
2016-06-22,Botafogo,0-0,Figueirense,R10
2016-06-22,Santa Cruz,0-1,Flamengo,R10
2016-06-22,Fluminense,2-4,Santos,R10
2016-06-22,Atlético Mineiro,2-1,Corinthians,R10
2016-06-23,Chapecoense,0-0,Atlético Paranaense,R10
2016-06-23,Grêmio,1-2,Vitória,R10
2016-06-23,São Paulo,0-0,Sport,R10
2016-06-23,Coritiba,1-1,Internacional,R10
2016-06-25,Cruzeiro,2-1,Palmeiras,R11
2016-06-25,Corinthians,2-1,Santa Cruz,R11
2016-06-26,América Mineiro,0-1,Atlético Mineiro,R11
2016-06-26,Vitória,1-1,Ponte Preta,R11
2016-06-26,Flamengo,1-2,Fluminense,R11
2016-06-26,Santos,3-0,São Paulo,R11
2016-06-26,Internacional,2-3,Botafogo,R11
2016-06-26,Atlético Paranaense,2-0,Grêmio,R11
2016-06-26,Figueirense,0-0,Coritiba,R11
2016-06-26,Sport,5-1,Chapecoense,R11
2016-06-29,Vitória,3-2,Sport,R12
2016-06-29,Flamengo,1-0,Internacional,R12
2016-06-29,Grêmio,3-2,Santos,R12
2016-06-29,Coritiba,1-0,Atlético Paranaense,R12
2016-06-29,Chapecoense,3-2,Cruzeiro,R12
2016-06-29,São Paulo,2-1,Fluminense,R12
2016-06-29,América Mineiro,0-2,Corinthians,R12
2016-06-30,Palmeiras,4-0,Figueirense,R12
2016-06-30,Santa Cruz,0-3,Ponte Preta,R12
2016-06-30,Atlético Mineiro,5-3,Botafogo,R12
2016-07-02,Fluminense,0-0,Coritiba,R13
2016-07-02,Atlético Paranaense,1-0,América Mineiro,R13
2016-07-03,Cruzeiro,2-2,Vitória,R13
2016-07-03,Internacional,0-1,Grêmio,R13
2016-07-03,Botafogo,2-1,Santa Cruz,R13
2016-07-03,Corinthians,4-0,Flamengo,R13
2016-07-03,Santos,3-0,Chapecoense,R13
2016-07-03,Ponte Preta,1-0,São Paulo,R13
2016-07-03,Figueirense,1-1,Atlético Mineiro,R13
2016-07-04,Sport,1-3,Palmeiras,R13
2016-07-09,Coritiba,0-0,Botafogo,R14
2016-07-09,Chapecoense,0-2,Corinthians,R14
2016-07-09,Ponte Preta,2-1,Sport,R14
2016-07-10,Flamengo,2-0,Atlético Mineiro,R14
2016-07-10,Grêmio,2-1,Figueirense,R14
2016-07-10,São Paulo,3-0,América Mineiro,R14
2016-07-10,Santa Cruz,1-0,Internacional,R14
2016-07-10,Vitória,0-0,Fluminense,R14
2016-07-11,Cruzeiro,0-3,Atlético Paranaense,R14
2016-07-12,Palmeiras,1-1,Santos,R14
2016-07-16,Botafogo,3-3,Flamengo,R15
2016-07-16,Santos,3-1,Ponte Preta,R15
2016-07-17,América Mineiro,0-3,Santa Cruz,R15
2016-07-17,Fluminense,2-0,Cruzeiro,R15
2016-07-17,Corinthians,1-1,São Paulo,R15
2016-07-17,Atlético Paranaense,1-1,Vitória,R15
2016-07-17,Figueirense,1-1,Chapecoense,R15
2016-07-17,Internacional,0-1,Palmeiras,R15
2016-07-17,Sport,4-2,Grêmio,R15
2016-07-18,Atlético Mineiro,2-1,Coritiba,R15
2016-07-23,Corinthians,1-1,Figueirense,R16
2016-07-23,Santa Cruz,0-1,Coritiba,R16
2016-07-24,Palmeiras,0-1,Atlético Mineiro,R16
2016-07-24,Ponte Preta,2-2,Internacional,R16
2016-07-24,Cruzeiro,1-2,Sport,R16
2016-07-24,Grêmio,1-0,São Paulo,R16
2016-07-24,Atlético Paranaense,1-0,Fluminense,R16
2016-07-24,Chapecoense,2-1,Botafogo,R16
2016-07-24,Vitória,2-3,Santos,R16
2016-07-25,Flamengo,2-1,América Mineiro,R16
2016-07-30,Figueirense,1-0,Vitória,R17
2016-07-30,Sport,2-0,Atlético Paranaense,R17
2016-07-30,Atlético Mineiro,3-0,Santa Cruz,R17
2016-07-31,Fluminense,3-0,Ponte Preta,R17
2016-07-31,São Paulo,2-2,Chapecoense,R17
2016-07-31,Santos,2-0,Cruzeiro,R17
2016-07-31,Internacional,0-1,Corinthians,R17
2016-07-31,Coritiba,0-2,Flamengo,R17
2016-07-31,Botafogo,3-1,Palmeiras,R17
2016-07-31,América Mineiro,0-0,Grêmio,R17
2016-08-03,Vitória,3-1,Coritiba,R18
2016-08-03,Sport,1-1,América Mineiro,R18
2016-08-03,Santos,0-0,Flamengo,R18
2016-08-03,Atlético Paranaense,2-0,Corinthians,R18
2016-08-04,Ponte Preta,2-0,Botafogo,R18
2016-08-04,São Paulo,1-2,Atlético Mineiro,R18
2016-08-04,Grêmio,0-0,Santa Cruz,R18
2016-08-04,Cruzeiro,4-2,Internacional,R18
2016-08-04,Chapecoense,1-1,Palmeiras,R18
2016-08-06,Flamengo,1-0,Atlético Paranaense,R19
2016-08-07,América Mineiro,1-0,Santos,R19
2016-08-07,Palmeiras,2-1,Vitória,R19
2016-08-07,Coritiba,3-1,Ponte Preta,R19
2016-08-07,Internacional,2-2,Fluminense,R19
2016-08-07,Santa Cruz,1-2,São Paulo,R19
2016-08-07,Figueirense,1-1,Sport,R19
2016-08-08,Atlético Mineiro,3-1,Chapecoense,R19
2016-08-08,Corinthians,1-1,Cruzeiro,R19
2016-08-13,Sport,1-0,Flamengo,R20
2016-08-13,Ponte Preta,2-0,Figueirense,R20
2016-08-14,Grêmio,3-0,Corinthians,R20
2016-08-14,Fluminense,1-0,América Mineiro,R20
2016-08-14,Cruzeiro,2-2,Coritiba,R20
2016-08-14,Santos,3-0,Atlético Mineiro,R20
2016-08-14,Vitória,2-2,Santa Cruz,R20
2016-08-14,São Paulo,0-1,Botafogo,R20
2016-08-14,Atlético Paranaense,0-1,Palmeiras,R20
2016-08-15,Chapecoense,1-0,Internacional,R20
2016-08-19,América Mineiro,1-2,Chapecoense,R21
2016-08-20,Botafogo,3-0,Sport,R21
2016-08-21,Flamengo,2-1,Grêmio,R21
2016-08-21,Atlético Mineiro,1-0,Atlético Paranaense,R21
