Data,Mandante,Placar_Bruto,Visitante,Fase
1981-01-17,Vitória,3-1,Londrina,A
1981-01-17,Vasco,3-1,Vila Nova,A
1981-01-17,Santa Cruz,3-0,Paysandu,D
1981-01-18,Bangu,0-0,Colorado,A
1981-01-18,Internacional,4-2,Ponte Preta,A
1981-01-18,Joinville,1-2,Inter de Limeira,A
1981-01-18,Brasília,2-2,Portuguesa,B
1981-01-18,Desportiva Ferroviária,0-4,Botafogo,B
1981-01-18,Operário-MS,1-1,Pinheiros-PR,B
1981-01-18,Galícia,0-2,Corinthians,B
1981-01-18,Goiás,0-0,Grêmio,B
1981-01-18,Ferroviário,2-1,Campinense,C
1981-01-18,Sport,0-0,São Paulo,C
1981-01-18,Atlético Mineiro,3-0,CSA,C
1981-01-18,Mixto,1-1,Fluminense,C
1981-01-18,América-RN,2-0,River-PI,C
1981-01-18,CRB,1-1,Fortaleza,D
1981-01-18,Sampaio Corrêa,1-0,Itabaiana,D
1981-01-18,Nacional-AM,1-0,Cruzeiro,D
1981-01-18,Flamengo,0-0,Santos,D
1981-01-21,Ponte Preta,3-0,Vitória,A
1981-01-21,Londrina,2-1,Bangu,A
1981-01-21,Joinville,0-2,Vasco,A
1981-01-21,Inter de Limeira,1-1,Colorado,A
1981-01-21,Portuguesa,2-0,Goiás,B
1981-01-21,Desportiva Ferroviária,0-1,Pinheiros-PR,B
1981-01-21,Grêmio,2-1,Galícia,B
1981-01-21,Brasília,0-1,Corinthians,B
1981-01-21,Botafogo,1-0,Operário-MS,B
1981-01-21,Atlético Mineiro,0-0,Campinense,C
1981-01-21,América-RN,1-1,São Paulo,C
1981-01-21,CSA,0-2,Fluminense,C
1981-01-21,River-PI,0-0,Mixto,C
1981-01-21,Nacional-AM,0-1,Flamengo,D
1981-01-21,Paysandu,1-3,Cruzeiro,D
1981-01-21,Fortaleza,1-0,Itabaiana,D
1981-01-21,Santos,5-2,CRB,D
1981-01-22,Vila Nova,0-2,Internacional,A
1981-01-22,Sport,2-0,Ferroviário,C
1981-01-22,Sampaio Corrêa,1-1,Santa Cruz,D
1981-01-24,Fluminense,4-2,América-RN,C
1981-01-24,São Paulo,4-0,Mixto,C
1981-01-24,Fortaleza,1-1,Nacional-AM,D
1981-01-25,Colorado,2-1,Vitória,A
1981-01-25,Vasco,4-0,Internacional,A
1981-01-25,Londrina,0-1,Inter de Limeira,A
1981-01-25,Bangu,5-1,Ponte Preta,A
1981-01-25,Vila Nova,0-0,Joinville,A
1981-01-25,Corinthians,1-3,Botafogo,B
1981-01-25,Grêmio,2-0,Desportiva Ferroviária,B
1981-01-25,Operário-MS,2-1,Portuguesa,B
1981-01-25,Pinheiros-PR,0-0,Goiás,B
1981-01-25,Galícia,1-0,Brasília,B
1981-01-25,Campinense,4-1,Sport,C
1981-01-25,CSA,2-1,River-PI,C
1981-01-25,Ferroviário,1-1,Atlético Mineiro,C
1981-01-25,Itabaiana,3-1,CRB,D
1981-01-25,Paysandu,3-0,Flamengo,D
1981-01-25,Santa Cruz,1-1,Santos,D
1981-01-25,Cruzeiro,1-1,Sampaio Corrêa,D
1981-01-28,Ponte Preta,3-0,Inter de Limeira,A
