Data,Mandante,Placar_Bruto,Visitante,Fase
2022-04-09,Fluminense,0-0,Santos,R1
2022-04-09,Atlético Goianiense,1-1,Flamengo,R1
2022-04-09,Palmeiras,2-3,Ceará,R1
2022-04-10,Coritiba,3-0,Goiás,R1
2022-04-10,Atlético Mineiro,2-0,Internacional,R1
2022-04-10,Botafogo,1-3,Corinthians,R1
2022-04-10,Fortaleza,0-1,Cuiabá,R1
2022-04-10,São Paulo,4-0,Athletico Paranaense,R1
2022-04-10,Avaí,1-0,América Mineiro,R1
2022-04-11,Juventude,2-2,Red Bull Bragantino,R1
2022-04-16,Goiás,1-1,Palmeiras,R2
2022-04-16,América Mineiro,4-1,Juventude,R2
2022-04-16,Corinthians,3-0,Avaí,R2
2022-04-16,Cuiabá,0-1,Fluminense,R2
2022-04-17,Santos,2-1,Coritiba,R2
2022-04-17,Flamengo,3-1,São Paulo,R2
2022-04-17,Red Bull Bragantino,4-0,Atlético Goianiense,R2
2022-04-17,Internacional,2-1,Fortaleza,R2
2022-04-17,Athletico Paranaense,0-1,Atlético Mineiro,R2
2022-04-17,Ceará,1-3,Botafogo,R2
2022-04-20,Flamengo,0-0,Palmeiras,R4
2022-04-23,Red Bull Bragantino,1-1,São Paulo,R3
2022-04-23,Athletico Paranaense,1-0,Flamengo,R3
2022-04-23,Fluminense,0-1,Internacional,R3
2022-04-23,Palmeiras,3-0,Corinthians,R3
2022-04-23,Atlético Mineiro,2-2,Coritiba,R3
2022-04-24,Atlético Goianiense,1-1,Botafogo,R3
2022-04-24,Santos,3-0,América Mineiro,R3
2022-04-24,Juventude,0-1,Cuiabá,R3
2022-04-25,Avaí,3-2,Goiás,R3
2022-04-30,América Mineiro,1-0,Athletico Paranaense,R4
2022-04-30,Ceará,0-1,Red Bull Bragantino,R4
2022-04-30,Goiás,2-2,Atlético Mineiro,R4
2022-04-30,Cuiabá,1-1,Atlético Goianiense,R4
2022-05-01,Botafogo,1-1,Juventude,R4
2022-05-01,Corinthians,1-0,Fortaleza,R4
2022-05-01,Coritiba,3-2,Fluminense,R4
2022-05-01,Internacional,0-0,Avaí,R4
2022-05-02,São Paulo,2-1,Santos,R4
2022-05-07,Atlético Mineiro,1-2,América Mineiro,R5
2022-05-07,Athletico Paranaense,1-0,Ceará,R5
2022-05-08,Flamengo,0-1,Botafogo,R5
2022-05-08,Palmeiras,1-1,Fluminense,R5
2022-05-08,Atlético Goianiense,0-1,Goiás,R5
2022-05-08,Red Bull Bragantino,0-1,Corinthians,R5
2022-05-08,Santos,4-1,Cuiabá,R5
2022-05-08,Juventude,1-1,Internacional,R5
2022-05-08,Fortaleza,1-1,São Paulo,R5
2022-05-09,Avaí,2-1,Coritiba,R5
2022-05-11,Red Bull Bragantino,1-1,Atlético Mineiro,R7
2022-05-14,Palmeiras,2-0,Red Bull Bragantino,R6
2022-05-14,Ceará,2-2,Flamengo,R6
2022-05-14,Atlético Mineiro,2-0,Atlético Goianiense,R6
2022-05-14,Internacional,2-2,Corinthians,R6
2022-05-14,Fluminense,2-1,Athletico Paranaense,R6
2022-05-15,São Paulo,2-1,Cuiabá,R6
2022-05-15,Coritiba,1-0,América Mineiro,R6
2022-05-15,Botafogo,3-1,Fortaleza,R6
2022-05-15,Avaí,1-2,Juventude,R6
2022-05-15,Goiás,1-0,Santos,R6
2022-05-21,Flamengo,1-0,Goiás,R7
2022-05-21,Atlético Goianiense,2-0,Coritiba,R7
2022-05-21,Santos,0-0,Ceará,R7
2022-05-21,Juventude,0-3,Palmeiras,R7
2022-05-21,América Mineiro,1-1,Botafogo,R7
2022-05-21,Cuiabá,1-1,Internacional,R7
2022-05-22,Corinthians,1-1,São Paulo,R7
2022-05-22,Fortaleza,0-1,Fluminense,R7
2022-05-22,Athletico Paranaense,2-1,Avaí,R7
2022-05-28,Goiás,1-1,Red Bull Bragantino,R8
2022-05-28,São Paulo,2-2,Ceará,R8
2022-05-28,Fortaleza,1-1,Juventude,R8
2022-05-29,Santos,0-1,Palmeiras,R8
2022-05-29,Coritiba,1-0,Botafogo,R8
2022-05-29,Fluminense,1-2,Flamengo,R8
2022-05-29,Corinthians,1-1,América Mineiro,R8
2022-05-29,Cuiabá,0-1,Athletico Paranaense,R8
2022-05-29,Atlético Mineiro,2-1,Avaí,R8
2022-05-30,Internacional,1-1,Atlético Goianiense,R8
2022-06-01,Fortaleza,0-1,Ceará,R3
2022-06-04,América Mineiro,2-1,Cuiabá,R9
2022-06-04,Ceará,1-1,Coritiba,R9
2022-06-04,Avaí,1-1,São Paulo,R9
2022-06-04,Athletico Paranaense,2-2,Santos,R9
2022-06-04,Atlético Goianiense,0-1,Corinthians,R9
2022-06-05,Juventude,1-0,Fluminense,R9
2022-06-05,Flamengo,1-2,Fortaleza,R9
2022-06-05,Palmeiras,0-0,Atlético Mineiro,R9
2022-06-05,Red Bull Bragantino,0-2,Internacional,R9
2022-06-06,Botafogo,1-2,Goiás,R9
2022-06-07,Cuiabá,1-0,Corinthians,R10
2022-06-08,América Mineiro,0-2,Ceará,R10
2022-06-08,Juventude,1-3,Athletico Paranaense,R10
2022-06-08,Red Bull Bragantino,1-0,Flamengo,R10
2022-06-08,Atlético Goianiense,2-1,Avaí,R10
2022-06-08,Fluminense,5-3,Atlético Mineiro,R10
2022-06-08,Santos,1-1,Internacional,R10
2022-06-09,Palmeiras,4-0,Botafogo,R10
2022-06-09,Fortaleza,1-1,Goiás,R10
2022-06-09,Coritiba,1-1,São Paulo,R10
2022-06-11,Corinthians,2-0,Juventude,R11
2022-06-11,Atlético Mineiro,1-1,Santos,R11
2022-06-11,Fluminense,0-2,Atlético Goianiense,R11
2022-06-11,Cuiabá,1-1,Red Bull Bragantino,R11
2022-06-11,Internacional,3-1,Flamengo,R11
2022-06-12,São Paulo,1-0,América Mineiro,R11
2022-06-12,Goiás,1-1,Ceará,R11
2022-06-12,Coritiba,0-2,Palmeiras,R11
2022-06-12,Fortaleza,0-0,Athletico Paranaense,R11
2022-06-13,Botafogo,0-1,Avaí,R11
2022-06-14,Juventude,1-2,Santos,R12
2022-06-15,Red Bull Bragantino,4-2,Coritiba,R12
2022-06-15,Ceará,0-0,Atlético Mineiro,R12
2022-06-15,Flamengo,2-0,Cuiabá,R12
2022-06-15,Goiás,1-2,Internacional,R12
2022-06-15,América Mineiro,0-0,Fluminense,R12
2022-06-15,Athletico Paranaense,1-1,Corinthians,R12
2022-06-16,Botafogo,1-0,São Paulo,R12
2022-06-16,Palmeiras,4-2,Atlético Goianiense,R12
2022-06-16,Avaí,3-2,Fortaleza,R12
2022-06-18,Cuiabá,0-0,Ceará,R13
2022-06-18,Santos,2-2,Red Bull Bragantino,R13
2022-06-19,Atlético Mineiro,2-0,Flamengo,R13
2022-06-19,Corinthians,1-0,Goiás,R13
2022-06-19,Coritiba,0-1,Athletico Paranaense,R13
2022-06-19,Internacional,2-3,Botafogo,R13
2022-06-19,Fortaleza,1-0,América Mineiro,R13
2022-06-19,Atlético Goianiense,3-1,Juventude,R13
2022-06-19,Fluminense,2-0,Avaí,R13
2022-06-20,São Paulo,1-2,Palmeiras,R13
2022-06-24,Internacional,3-0,Coritiba,R14
2022-06-25,Athletico Paranaense,4-2,Red Bull Bragantino,R14
2022-06-25,Flamengo,3-0,América Mineiro,R14
2022-06-25,Corinthians,0-0,Santos,R14
2022-06-25,Atlético Mineiro,3-2,Fortaleza,R14
2022-06-26,Botafogo,0-1,Fluminense,R14
2022-06-26,Avaí,2-2,Palmeiras,R14
2022-06-26,São Paulo,0-0,Juventude,R14
2022-06-26,Ceará,1-1,Atlético Goianiense,R14
2022-06-26,Goiás,1-0,Cuiabá,R14
2022-07-02,Fluminense,4-0,Corinthians,R15
2022-07-02,Juventude,1-2,Atlético Mineiro,R15
2022-07-02,Santos,1-2,Flamengo,R15
2022-07-02,Ceará,1-1,Internacional,R15
2022-07-02,Palmeiras,0-2,Athletico Paranaense,R15
2022-07-03,Avaí,1-2,Cuiabá,R15
2022-07-03,Atlético Goianiense,1-2,São Paulo,R15
2022-07-03,América Mineiro,1-0,Goiás,R15
2022-07-03,Coritiba,2-1,Fortaleza,R15
2022-07-04,Red Bull Bragantino,0-1,Botafogo,R15
2022-07-09,Red Bull Bragantino,4-0,Avaí,R16
2022-07-09,Fluminense,2-1,Ceará,R16
2022-07-09,Goiás,2-1,Athletico Paranaense,R16
2022-07-10,Coritiba,2-2,Juventude,R16
2022-07-10,Corinthians,1-0,Flamengo,R16
2022-07-10,Atlético Mineiro,0-0,São Paulo,R16
2022-07-10,Santos,1-0,Atlético Goianiense,R16
2022-07-10,Fortaleza,0-0,Palmeiras,R16
2022-07-10,Cuiabá,2-0,Botafogo,R16
2022-07-11,Internacional,1-0,América Mineiro,R16
2022-07-16,Athletico Paranaense,0-0,Internacional,R17
2022-07-16,Flamengo,2-0,Coritiba,R17
2022-07-16,Avaí,1-0,Santos,R17
2022-07-16,Ceará,3-1,Corinthians,R17
2022-07-17,Juventude,0-0,Goiás,R17
2022-07-17,São Paulo,2-2,Fluminense,R17
2022-07-17,Botafogo,0-1,Atlético Mineiro,R17
