Data,Mandante,Placar_Bruto,Visitante,Fase
2009-05-09,Avaí,2-2,Atlético Mineiro,R1
2009-05-09,Palmeiras,2-1,Coritiba,R1
2009-05-09,Sport,1-1,Grêmio Barueri,R1
2009-05-10,Corinthians,0-1,Internacional,R1
2009-05-10,Atlético Paranaense,0-2,Vitória,R1
2009-05-10,Fluminense,1-0,São Paulo,R1
2009-05-10,Cruzeiro,2-0,Flamengo,R1
2009-05-10,Santo André,1-1,Botafogo,R1
2009-05-10,Grêmio,1-1,Santos,R1
2009-05-10,Goiás,3-3,Náutico,R1
2009-05-16,Coritiba,2-4,Santo André,R2
2009-05-16,Flamengo,0-0,Avaí,R2
2009-05-16,Atlético Mineiro,2-1,Grêmio,R2
2009-05-17,São Paulo,2-2,Atlético Paranaense,R2
2009-05-17,Santos,3-3,Goiás,R2
2009-05-17,Grêmio Barueri,0-0,Fluminense,R2
2009-05-17,Internacional,2-0,Palmeiras,R2
2009-05-17,Vitória,1-0,Sport,R2
2009-05-17,Náutico,2-0,Cruzeiro,R2
2009-05-17,Botafogo,0-0,Corinthians,R2
2009-05-23,Corinthians,2-1,Grêmio Barueri,R3
2009-05-23,Goiás,0-1,Internacional,R3
2009-05-23,Cruzeiro,2-0,Vitória,R3
2009-05-24,Palmeiras,0-0,São Paulo,R3
2009-05-24,Atlético Paranaense,2-3,Náutico,R3
2009-05-24,Grêmio,2-0,Botafogo,R3
2009-05-24,Fluminense,1-4,Santos,R3
2009-05-24,Santo André,1-2,Flamengo,R3
2009-05-24,Sport,2-3,Atlético Mineiro,R3
2009-05-24,Avaí,2-2,Coritiba,R3
2009-05-30,Coritiba,1-3,Goiás,R4
2009-05-30,Atlético Mineiro,0-0,Santo André,R4
2009-05-30,Botafogo,2-2,Sport,R4
2009-05-31,São Paulo,3-0,Cruzeiro,R4
2009-05-31,Santos,3-1,Corinthians,R4
2009-05-31,Flamengo,2-1,Atlético Paranaense,R4
2009-05-31,Vitória,1-0,Grêmio,R4
2009-05-31,Náutico,1-1,Fluminense,R4
2009-05-31,Grêmio Barueri,2-2,Palmeiras,R4
2009-05-31,Internacional,2-1,Avaí,R4
2009-06-04,Santo André,3-3,Santos,R5
2009-06-04,Grêmio,3-0,Náutico,R5
2009-06-06,Corinthians,2-0,Coritiba,R5
2009-06-07,Palmeiras,2-1,Vitória,R5
2009-06-07,Atlético Paranaense,0-4,Atlético Mineiro,R5
2009-06-07,Sport,4-2,Flamengo,R5
2009-06-07,Avaí,0-0,São Paulo,R5
2009-06-07,Fluminense,1-0,Botafogo,R5
2009-06-07,Goiás,2-2,Grêmio Barueri,R5
2009-06-07,Cruzeiro,1-1,Internacional,R5
2009-06-13,São Paulo,1-1,Santo André,R6
2009-06-13,Sport,0-1,Atlético Paranaense,R6
2009-06-13,Botafogo,2-0,Santos,R6
2009-06-14,Coritiba,5-0,Flamengo,R6
2009-06-14,Fluminense,0-0,Grêmio,R6
2009-06-14,Goiás,0-0,Corinthians,R6
2009-06-14,Atlético Mineiro,3-0,Náutico,R6
2009-06-14,Palmeiras,3-1,Cruzeiro,R6
2009-06-14,Grêmio Barueri,3-1,Avaí,R6
2009-06-14,Internacional,0-0,Vitória,R6
2009-06-20,Santo André,2-1,Sport,R7
2009-06-20,Atlético Paranaense,2-2,Palmeiras,R7
2009-06-20,Vitória,4-3,Botafogo,R7
2009-06-20,Grêmio,2-2,Goiás,R7
2009-06-20,Náutico,0-1,Coritiba,R7
2009-06-20,Avaí,3-2,Fluminense,R7
2009-06-21,Corinthians,3-1,São Paulo,R7
2009-06-21,Santos,2-3,Atlético Mineiro,R7
2009-06-21,Flamengo,4-0,Internacional,R7
2009-06-21,Cruzeiro,2-4,Grêmio Barueri,R7
2009-06-27,São Paulo,2-0,Náutico,R8
2009-06-27,Grêmio Barueri,4-2,Atlético Mineiro,R8
2009-06-27,Atlético Paranaense,1-0,Corinthians,R8
2009-06-27,Cruzeiro,1-0,Avaí,R8
2009-06-27,Botafogo,1-4,Goiás,R8
2009-06-28,Palmeiras,1-1,Santos,R8
2009-06-28,Internacional,3-0,Coritiba,R8
2009-06-28,Fluminense,0-0,Flamengo,R8
2009-06-28,Vitória,4-1,Santo André,R8
2009-06-28,Sport,3-1,Grêmio,R8
2009-07-04,Santos,1-0,Sport,R9
2009-07-04,Santo André,1-1,Grêmio Barueri,R9
2009-07-04,Flamengo,2-1,Vitória,R9
2009-07-05,Coritiba,2-0,São Paulo,R9
2009-07-05,Grêmio,4-1,Atlético Paranaense,R9
2009-07-05,Goiás,1-0,Cruzeiro,R9
2009-07-05,Atlético Mineiro,1-1,Botafogo,R9
2009-07-05,Náutico,0-2,Internacional,R9
2009-07-05,Avaí,0-3,Palmeiras,R9
2009-07-08,Corinthians,4-2,Fluminense,R9
2009-07-11,Palmeiras,4-1,Náutico,R10
2009-07-11,Grêmio Barueri,3-1,Coritiba,R10
2009-07-11,Avaí,1-2,Botafogo,R10
2009-07-12,São Paulo,2-2,Flamengo,R10
2009-07-12,Atlético Paranaense,3-2,Internacional,R10
2009-07-12,Grêmio,3-0,Corinthians,R10
2009-07-12,Cruzeiro,0-3,Atlético Mineiro,R10
2009-07-12,Fluminense,0-1,Santo André,R10
2009-07-12,Vitória,6-2,Santos,R10
2009-07-12,Sport,1-0,Goiás,R10
2009-07-15,Coritiba,2-1,Grêmio,R11
2009-07-15,Goiás,0-2,Avaí,R11
2009-07-15,Santos,3-3,Grêmio Barueri,R11
