Data,Mandante,Placar_Bruto,Visitante,Fase
1974-03-09,Vasco,2-0,Coritiba,A
1974-03-09,Bahia,2-1,Paysandu,A
1974-03-09,Palmeiras,4-3,Santa Cruz,B
1974-03-09,Ceará,1-1,Rio Negro-AM,B
1974-03-10,Fluminense,1-1,America-RJ,A
1974-03-10,Grêmio,1-0,Olaria,A
1974-03-10,Desportiva Ferroviária,1-0,Itabaiana,A
1974-03-10,Atlético Paranaense,1-0,Internacional,A
1974-03-10,Vitória,1-2,Tiradentes-PI,A
1974-03-10,Remo,2-2,Botafogo,A
1974-03-10,Sampaio Corrêa,1-2,Flamengo,A
1974-03-10,América-RN,1-1,Avaí,A
1974-03-10,Cruzeiro,0-0,Guarani,B
1974-03-10,Náutico,2-0,Atlético Mineiro,B
1974-03-10,Santos,1-2,Portuguesa,B
1974-03-10,Fortaleza,2-0,América Mineiro,B
1974-03-10,Nacional-AM,0-1,São Paulo,B
1974-03-10,CEUB,1-2,Corinthians,B
1974-03-10,Goiás,1-0,Sport,B
1974-03-10,Operário-MS,3-2,CSA,B
1974-03-13,Fluminense,2-1,Itabaiana,A
1974-03-13,Grêmio,2-0,Atlético Paranaense,A
1974-03-13,Desportiva Ferroviária,0-0,Vasco,A
1974-03-13,Avaí,1-2,Internacional,A
1974-03-13,Vitória,0-0,Olaria,A
1974-03-13,Paysandu,3-1,Botafogo,A
1974-03-13,Tiradentes-PI,0-1,America-RJ,A
1974-03-13,Sampaio Corrêa,2-2,Bahia,A
1974-03-13,América-RN,0-2,Flamengo,A
1974-03-13,Goiás,0-0,Corinthians,B
1974-03-13,Operário-MS,1-0,Palmeiras,B
1974-03-13,Cruzeiro,1-0,Náutico,B
1974-03-13,Sport,1-0,Atlético Mineiro,B
1974-03-13,Rio Negro-AM,2-4,São Paulo,B
1974-03-13,CEUB,1-0,Fortaleza,B
1974-03-14,Remo,2-3,Coritiba,A
1974-03-14,Nacional-AM,1-1,Santa Cruz,B
1974-03-16,Botafogo,0-0,Olaria,A
1974-03-16,Vitória,2-2,Atlético Paranaense,A
1974-03-16,Coritiba,0-2,Grêmio,A
1974-03-16,São Paulo,1-1,Guarani,B
1974-03-16,Atlético Mineiro,0-0,Rio Negro-AM,B
1974-03-17,Flamengo,1-1,Vasco,A
1974-03-17,Internacional,5-1,Paysandu,A
1974-03-17,Bahia,1-1,Remo,A
1974-03-17,Tiradentes-PI,0-0,Fluminense,A
1974-03-17,Sampaio Corrêa,1-0,America-RJ,A
1974-03-17,Desportiva Ferroviária,1-0,Avaí,A
1974-03-17,América-RN,2-0,Itabaiana,A
1974-03-17,Corinthians,0-0,Palmeiras,B
1974-03-17,Santa Cruz,1-3,Cruzeiro,B
1974-03-17,Fortaleza,2-1,Náutico,B
1974-03-17,Nacional-AM,1-1,Ceará,B
1974-03-17,América Mineiro,0-2,Santos,B
1974-03-17,CEUB,0-0,Portuguesa,B
1974-03-17,Goiás,4-0,CSA,B
1974-03-17,Operário-MS,1-1,Sport,B
1974-03-20,Botafogo,3-1,Atlético Paranaense,A
1974-03-20,Coritiba,0-1,América-RN,A
1974-03-20,Avaí,0-1,Grêmio,A
1974-03-20,Bahia,1-0,Olaria,A
1974-03-20,Remo,1-2,Vasco,A
1974-03-20,Sampaio Corrêa,3-1,Fluminense,A
1974-03-20,Itabaiana,1-2,Internacional,A
