Data,Mandante,Placar_Bruto,Visitante,Fase
2000-07-29,Vitória,4-1,Palmeiras,1F
2000-07-29,Vasco,0-2,Sport,1F
2000-07-29,Fluminense,2-0,Bahia,1F
2000-07-30,Goiás,3-0,Corinthians,1F
2000-07-30,Juventude,1-1,Flamengo,1F
2000-07-30,Guarani,0-0,Santa Cruz,1F
2000-07-30,Botafogo,0-0,Atlético Mineiro,1F
2000-07-30,América Mineiro,0-1,Gama,1F
2000-07-30,Cruzeiro,0-2,Atlético Paranaense,1F
2000-08-02,Flamengo,3-0,Grêmio,1F
2000-08-02,Gama,2-1,Fluminense,1F
2000-08-02,Santos,2-0,Vitória,1F
2000-08-02,Ponte Preta,3-1,América Mineiro,1F
2000-08-02,Internacional,0-1,Goiás,1F
2000-08-02,Bahia,2-1,Atlético Paranaense,1F
2000-08-02,Coritiba,0-0,Sport,1F
2000-08-03,Palmeiras,0-0,Botafogo,1F
2000-08-04,Comercial-MS,1-0,Operário-MS,D
2000-08-05,Fluminense,2-1,Santos,1F
2000-08-05,Atlético Paranaense,1-1,Flamengo,1F
2000-08-05,Corinthians,4-2,Gama,1F
2000-08-06,Grêmio,0-1,Palmeiras,1F
2000-08-06,Coritiba,0-2,Botafogo,1F
2000-08-06,São Paulo,2-1,Santa Cruz,1F
2000-08-06,Portuguesa,0-2,Goiás,1F
2000-08-06,Atlético Mineiro,0-0,Bahia,1F
2000-08-06,Juventude,1-1,Ponte Preta,1F
2000-08-06,Vasco,3-3,Cruzeiro,1F
2000-08-06,River-PI,2-2,Nacional-AM,B
2000-08-06,Fortaleza,1-0,Náutico,B
2000-08-06,Anapolina,0-0,Serra,B
2000-08-06,São Raimundo-AM,2-0,Sampaio Corrêa,B
2000-08-06,Remo,1-1,América-RN,B
2000-08-06,Porto-PE,0-1,Central,A
2000-08-06,Tuna Luso,3-1,Botafogo-PB,A
2000-08-06,Treze,2-0,Moto Club,A
2000-08-06,Sergipe,1-0,Camaçari,B
2000-08-06,Confiança,1-0,Campinense,B
2000-08-06,Rio Branco-AC,4-2,Flamengo-PI,C
2000-08-06,Genus,2-1,Rio Negro-AM,C
2000-08-06,Ypiranga-AP,3-0,Baré,C
2000-08-06,São José,1-2,Uberlândia,A
2000-08-06,Juventus-SP,2-0,Volta Redonda,A
2000-08-06,Nacional-SP,2-1,Rio Branco-SP,A
2000-08-06,Paulista,4-0,Malutrom,B
2000-08-06,Inter de Limeira,1-1,União Bandeirante,B
