Data,Mandante,Placar_Bruto,Visitante,Fase
1989-09-06,Botafogo,2-1,Internacional,A
1989-09-06,Bahia,1-2,Fluminense,B
1989-09-07,Atlético Paranaense,0-0,São Paulo,A
1989-09-07,Corinthians,0-2,Inter de Limeira,A
1989-09-07,Flamengo,0-0,Atlético Mineiro,A
1989-09-07,Vitória,0-1,Guarani,A
1989-09-07,Coritiba,2-1,Grêmio,B
1989-09-07,Cruzeiro,0-1,Vasco,B
1989-09-07,Palmeiras,0-0,Santos,B
1989-09-07,Sport,0-1,Goiás,B
1989-09-09,Guarani,1-3,Corinthians,A
1989-09-09,Santos,0-1,Fluminense,B
1989-09-10,Atlético Paranaense,1-1,Flamengo,A
1989-09-10,Inter de Limeira,3-2,Náutico,A
1989-09-10,Internacional,1-0,Atlético Mineiro,A
1989-09-10,São Paulo,0-0,Vitória,A
1989-09-10,Bahia,3-2,Grêmio,B
1989-09-10,Goiás,2-1,Portuguesa,B
1989-09-10,Sport,1-1,Palmeiras,B
1989-09-10,Vasco,1-1,Coritiba,B
1989-09-16,Náutico,3-3,São Paulo,A
1989-09-16,Botafogo,3-0,Atlético Paranaense,A
1989-09-16,Vitória,0-2,Internacional,A
1989-09-16,Portuguesa,4-1,Fluminense,B
1989-09-17,Guarani,0-0,Inter de Limeira,A
1989-09-17,Flamengo,0-1,Corinthians,A
1989-09-17,Cruzeiro,2-0,Bahia,B
1989-09-17,Palmeiras,2-0,Goiás,B
1989-09-17,Santos,1-2,Vasco,B
1989-09-17,Grêmio,2-0,Sport,B
1989-09-20,Vitória,2-1,Inter de Limeira,A
1989-09-20,Flamengo,1-0,Botafogo,A
1989-09-20,Atlético Mineiro,4-1,São Paulo,A
1989-09-20,Guarani,0-1,Atlético Paranaense,A
1989-09-20,Náutico,1-0,Corinthians,A
1989-09-20,Grêmio,2-0,Cruzeiro,B
1989-09-20,Fluminense,2-0,Coritiba,B
1989-09-20,Santos,0-0,Goiás,B
1989-09-20,Portuguesa,1-1,Sport,B
1989-09-23,Atlético Mineiro,2-0,Botafogo,A
1989-09-23,Coritiba,0-0,Cruzeiro,B
1989-09-24,Corinthians,2-1,São Paulo,A
1989-09-24,Vitória,0-0,Flamengo,A
1989-09-24,Náutico,1-2,Guarani,A
1989-09-24,Internacional,0-0,Atlético Paranaense,A
1989-09-24,Vasco,2-2,Bahia,B
1989-09-24,Fluminense,2-0,Sport,B
1989-09-24,Grêmio,0-0,Santos,B
1989-09-24,Portuguesa,1-0,Palmeiras,B
1989-09-27,Palmeiras,2-0,Grêmio,B
1989-09-27,Santos,3-1,Bahia,B
1989-09-27,Portuguesa,0-0,Cruzeiro,B
1989-09-28,Flamengo,2-1,Guarani,A
1989-09-30,São Paulo,2-1,Internacional,A
1989-09-30,Sport,2-0,Santos,B
1989-10-01,Corinthians,2-0,Vitória,A
1989-10-01,Guarani,2-0,Botafogo,A
1989-10-01,Inter de Limeira,0-2,Atlético Mineiro,A
1989-10-01,Atlético Paranaense,3-0,Náutico,A
1989-10-01,Goiás,2-3,Coritiba,B
1989-10-01,Cruzeiro,2-1,Palmeiras,B
1989-10-01,Fluminense,0-0,Vasco,B
1989-10-01,Bahia,0-0,Portuguesa,B
1989-10-04,Atlético Mineiro,1-1,Corinthians,A
1989-10-04,Vitória,2-1,Atlético Paranaense,A
1989-10-04,Botafogo,1-1,Náutico,A
1989-10-04,Internacional,0-0,Inter de Limeira,A
1989-10-04,Coritiba,2-1,Sport,B
1989-10-04,Vasco,4-1,Goiás,B
1989-10-04,Coritiba,1-3,Palmeiras,B
1989-10-07,São Paulo,1-1,Botafogo,A
1989-10-08,Inter de Limeira,1-1,Atlético Paranaense,A
1989-10-08,Náutico,4-0,Vitória,A
1989-10-08,Internacional,0-0,Flamengo,A
1989-10-08,Atlético Mineiro,0-0,Guarani,A
1989-10-08,Santos,1-1,Portuguesa,B
1989-10-08,Goiás,1-0,Bahia,B
1989-10-08,Vasco,3-1,Grêmio,B
1989-10-08,Fluminense,1-1,Cruzeiro,B
1989-10-12,Palmeiras,2-0,Bahia,B
1989-10-14,Flamengo,2-0,Náutico,A
1989-10-14,Goiás,2-0,Fluminense,B
1989-10-14,Grêmio,2-1,Portuguesa,B
1989-10-15,Inter de Limeira,0-0,São Paulo,A
1989-10-15,Botafogo,2-0,Vitória,A
1989-10-15,Corinthians,1-0,Internacional,A
1989-10-15,Atlético Paranaense,2-2,Atlético Mineiro,A
1989-10-15,Cruzeiro,0-0,Santos,B
1989-10-15,Bahia,1-1,Coritiba,B
1989-10-18,Atlético Paranaense,0-1,Corinthians,A
1989-10-18,Náutico,3-2,Atlético Mineiro,A
1989-10-18,Guarani,0-1,Internacional,A
1989-10-18,São Paulo,3-0,Flamengo,A
1989-10-18,Botafogo,1-0,Inter de Limeira,A
1989-10-18,Bahia,1-2,Sport,B
1989-10-18,Cruzeiro,2-1,Goiás,B
1989-10-18,Portuguesa,3-0,Coritiba,B
1989-10-18,Palmeiras,1-0,Vasco,B
1989-10-18,Grêmio,1-0,Fluminense,B
1989-10-21,São Paulo,0-0,Guarani,A
1989-10-21,Inter de Limeira,1-0,Flamengo,A
1989-10-21,Vasco,0-0,Portuguesa,B
1989-10-22,Corinthians,0-0,Botafogo,A
1989-10-22,Atlético Mineiro,0-0,Vitória,A
1989-10-22,Internacional,0-1,Náutico,A
1989-10-22,Goiás,0-0,Grêmio,B
1989-10-22,Sport,2-1,Cruzeiro,B
1989-10-22,Fluminense,0-1,Palmeiras,B
1989-10-22,Coritiba,WO,Santos,B
1989-10-25,Sport,0-1,Vasco,B
1989-10-28,Grêmio,2-0,Inter de Limeira,2F
1989-10-28,Portuguesa,2-0,Flamengo,2F
1989-10-28,Botafogo,1-2,Cruzeiro,2F
1989-10-29,Atlético Mineiro,3-0,Goiás,2F
1989-10-29,Corinthians,0-0,Santos,2F
1989-10-29,Náutico,3-2,Fluminense,2F
1989-10-29,Vasco,0-0,São Paulo,2F
1989-10-29,Atlético Paranaense,3-0,Vitória,R1
1989-10-29,Bahia,0-0,Guarani,R1
1989-11-02,Palmeiras,1-0,Internacional,2F
1989-11-04,Corinthians,0-1,Cruzeiro,2F
