id_partida,ano_campeonato,Data,Mandante,Visitante,estado_mandante,estado_visitante,gols_mandante,gols_visitante,resultado_mandante,resultado_visitante,placar_status,Fase,tipo_fase,is_mata_mata,is_classico_estadual,total_gols,saldo_gols_mandante,saldo_gols_visitante,pontos_mandante,pontos_visitante
8616,1993,1993-10-17,Remo,Vitória,PA,BA,2.0,0.0,V,D,NORMAL,C,Fase de Grupos,False,False,2,2,-2,2,0
8617,1993,1993-10-17,Santa Cruz,Ceará,PE,CE,3.0,0.0,V,D,NORMAL,C,Fase de Grupos,False,False,3,3,-3,2,0
8618,1993,1993-10-17,Náutico,Fortaleza,PE,CE,3.0,1.0,V,D,NORMAL,C,Fase de Grupos,False,False,4,2,-2,2,0
8619,1993,1993-10-17,Criciúma,União São João,SC,SP,1.0,1.0,E,E,NORMAL,D,Fase de Grupos,False,False,2,0,0,1,1
8620,1993,1993-10-17,Coritiba,América Mineiro,PR,MG,1.0,0.0,V,D,NORMAL,D,Fase de Grupos,False,False,1,1,-1,2,0
8621,1993,1993-10-18,Santos,Atlético Mineiro,SP,MG,1.0,0.0,V,D,NORMAL,B,Fase de Grupos,False,False,1,1,-1,2,0
8622,1993,1993-10-20,Guarani,Vasco,SP,RJ,2.0,0.0,V,D,NORMAL,B,Fase de Grupos,False,False,2,2,-2,2,0
8623,1993,1993-10-20,Vitória,Ceará,BA,CE,2.0,1.0,V,D,NORMAL,C,Fase de Grupos,False,False,3,1,-1,2,0
8624,1993,1993-10-20,Náutico,Paysandu,PE,PA,0.0,0.0,E,E,NORMAL,C,Fase de Grupos,False,False,0,0,0,1,1
8625,1993,1993-10-20,Santa Cruz,Fortaleza,PE,CE,1.0,1.0,E,E,NORMAL,C,Fase de Grupos,False,False,2,0,0,1,1
8626,1993,1993-10-20,União São João,Desportiva Ferroviária,SP,ES,2.0,0.0,V,D,NORMAL,D,Fase de Grupos,False,False,2,2,-2,2,0
8627,1993,1993-10-20,Paraná,Coritiba,PR,PR,3.0,0.0,V,D,NORMAL,D,Fase de Grupos,False,True,3,3,-3,2,0
8628,1993,1993-10-20,Athletico Paranaense,Portuguesa,PR,SP,0.0,0.0,E,E,NORMAL,D,Fase de Grupos,False,False,0,0,0,1,1
8629,1993,1993-10-20,América Mineiro,Criciúma,MG,SC,0.0,0.0,E,E,NORMAL,D,Fase de Grupos,False,False,0,0,0,1,1
8630,1993,1993-10-21,Remo,Goiás,PA,GO,4.0,0.0,V,D,NORMAL,C,Fase de Grupos,False,False,4,4,-4,2,0
8631,1993,1993-10-23,Vasco,Palmeiras,RJ,SP,0.0,1.0,D,V,NORMAL,B,Fase de Grupos,False,False,1,-1,1,0,2
8632,1993,1993-10-23,Atlético Mineiro,Fluminense,MG,RJ,1.0,2.0,D,V,NORMAL,B,Fase de Grupos,False,False,3,-1,1,0,2
8633,1993,1993-10-23,Red Bull Bragantino,São Paulo,SP,SP,0.0,0.0,E,E,NORMAL,A,Fase de Grupos,False,True,0,0,0,1,1
8634,1993,1993-10-24,Flamengo,Cruzeiro,RJ,MG,2.0,1.0,V,D,NORMAL,A,Fase de Grupos,False,False,3,1,-1,2,0
8635,1993,1993-10-24,Santos,Guarani,SP,SP,3.0,3.0,E,E,NORMAL,B,Fase de Grupos,False,True,6,0,0,1,1
8636,1993,1993-10-24,Grêmio,Sport,RS,PE,2.0,1.0,V,D,NORMAL,B,Fase de Grupos,False,False,3,1,-1,2,0
8637,1993,1993-10-24,Vitória,Náutico,BA,PE,4.0,1.0,V,D,NORMAL,C,Fase de Grupos,False,False,5,3,-3,2,0
8638,1993,1993-10-24,Paysandu,Fortaleza,PA,CE,1.0,0.0,V,D,NORMAL,C,Fase de Grupos,False,False,1,1,-1,2,0
8639,1993,1993-10-24,Ceará,Remo,CE,PA,2.0,1.0,V,D,NORMAL,C,Fase de Grupos,False,False,3,1,-1,2,0
8640,1993,1993-10-24,Santa Cruz,Goiás,PE,GO,3.0,1.0,V,D,NORMAL,C,Fase de Grupos,False,False,4,2,-2,2,0
8641,1993,1993-10-24,União São João,América Mineiro,SP,MG,0.0,0.0,E,E,NORMAL,D,Fase de Grupos,False,False,0,0,0,1,1
8642,1993,1993-10-24,Desportiva Ferroviária,Portuguesa,ES,SP,0.0,0.0,E,E,NORMAL,D,Fase de Grupos,False,False,0,0,0,1,1
8643,1993,1993-10-24,Criciúma,Paraná,SC,PR,0.0,1.0,D,V,NORMAL,D,Fase de Grupos,False,False,1,-1,1,0,2
8644,1993,1993-10-24,Coritiba,Athletico Paranaense,PR,PR,0.0,0.0,E,E,NORMAL,D,Fase de Grupos,False,True,0,0,0,1,1
8645,1993,1993-10-25,Internacional,Corinthians,RS,SP,1.0,1.0,E,E,NORMAL,A,Fase de Grupos,False,False,2,0,0,1,1
8646,1993,1993-10-27,Vitória,Paysandu,BA,PA,5.0,2.0,V,D,NORMAL,C,Fase de Grupos,False,False,7,3,-3,2,0
8647,1993,1993-10-27,Remo,Santa Cruz,PA,PE,3.0,1.0,V,D,NORMAL,C,Fase de Grupos,False,False,4,2,-2,2,0
8648,1993,1993-10-27,Goiás,Fortaleza,GO,CE,0.0,0.0,E,E,NORMAL,C,Fase de Grupos,False,False,0,0,0,1,1
8649,1993,1993-10-27,Náutico,Ceará,PE,CE,2.0,1.0,V,D,NORMAL,C,Fase de Grupos,False,False,3,1,-1,2,0
8650,1993,1993-10-27,Portuguesa,Coritiba,SP,PR,3.0,0.0,V,D,NORMAL,D,Fase de Grupos,False,False,3,3,-3,2,0
8651,1993,1993-10-27,Paraná,União São João,PR,SP,1.0,0.0,V,D,NORMAL,D,Fase de Grupos,False,False,1,1,-1,2,0
8652,1993,1993-10-27,Athletico Paranaense,Criciúma,PR,SC,0.0,1.0,D,V,NORMAL,D,Fase de Grupos,False,False,1,-1,1,0,2
8653,1993,1993-10-27,América Mineiro,Desportiva Ferroviária,MG,ES,0.0,0.0,E,E,NORMAL,D,Fase de Grupos,False,False,0,0,0,1,1
8654,1993,1993-10-28,Sport,Atlético Mineiro,PE,MG,2.0,1.0,V,D,NORMAL,B,Fase de Grupos,False,False,3,1,-1,2,0
8655,1993,1993-10-28,Botafogo,Red Bull Bragantino,RJ,SP,1.0,1.0,E,E,NORMAL,A,Fase de Grupos,False,False,2,0,0,1,1
8656,1993,1993-10-30,Internacional,Flamengo,RS,RJ,2.0,0.0,V,D,NORMAL,A,Fase de Grupos,False,False,2,2,-2,2,0
8657,1993,1993-10-30,Palmeiras,Grêmio,SP,RS,3.0,1.0,V,D,NORMAL,B,Fase de Grupos,False,False,4,2,-2,2,0
8658,1993,1993-10-30,Bahia,São Paulo,BA,SP,1.0,1.0,E,E,NORMAL,A,Fase de Grupos,False,False,2,0,0,1,1
8659,1993,1993-10-31,Corinthians,Botafogo,SP,RJ,5.0,1.0,V,D,NORMAL,A,Fase de Grupos,False,False,6,4,-4,2,0
8660,1993,1993-10-31,Cruzeiro,Red Bull Bragantino,MG,SP,1.0,0.0,V,D,NORMAL,A,Fase de Grupos,False,False,1,1,-1,2,0
8661,1993,1993-10-31,Fluminense,Santos,RJ,SP,3.0,4.0,D,V,NORMAL,B,Fase de Grupos,False,False,7,-1,1,0,2
8662,1993,1993-11-02,Sport,Vasco,PE,RJ,2.0,5.0,D,V,NORMAL,B,Fase de Grupos,False,False,7,-3,3,0,2
8663,1993,1993-11-02,Guarani,Atlético Mineiro,SP,MG,2.0,0.0,V,D,NORMAL,B,Fase de Grupos,False,False,2,2,-2,2,0
8664,1993,1993-11-03,Botafogo,Internacional,RJ,RS,2.0,0.0,V,D,NORMAL,A,Fase de Grupos,False,False,2,2,-2,2,0
8665,1993,1993-11-05,Cruzeiro,São Paulo,MG,SP,1.0,1.0,E,E,NORMAL,A,Fase de Grupos,False,False,2,0,0,1,1
8666,1993,1993-11-05,Botafogo,Bahia,RJ,BA,3.0,0.0,V,D,NORMAL,A,Fase de Grupos,False,False,3,3,-3,2,0
8667,1993,1993-11-06,Atlético Mineiro,Palmeiras,MG,SP,2.0,3.0,D,V,NORMAL,B,Fase de Grupos,False,False,5,-1,1,0,2
8668,1993,1993-11-07,Paraná,Vitória,PR,BA,1.0,1.0,E,E,NORMAL,POff,Playoff,True,False,2,0,0,1,1
8669,1993,1993-11-07,Remo,Portuguesa,PA,SP,5.0,2.0,V,D,NORMAL,POff,Playoff,True,False,7,3,-3,2,0
8670,1993,1993-11-07,Corinthians,Red Bull Bragantino,SP,SP,2.0,1.0,V,D,NORMAL,A,Fase de Grupos,False,True,3,1,-1,2,0
8671,1993,1993-11-07,São Paulo,Flamengo,SP,RJ,2.0,0.0,V,D,NORMAL,A,Fase de Grupos,False,False,2,2,-2,2,0
8672,1993,1993-11-07,Cruzeiro,Bahia,MG,BA,6.0,0.0,V,D,NORMAL,A,Fase de Grupos,False,False,6,6,-6,2,0
8673,1993,1993-11-07,Santos,Grêmio,SP,RS,2.0,0.0,V,D,NORMAL,B,Fase de Grupos,False,False,2,2,-2,2,0
8674,1993,1993-11-08,Fluminense,Guarani,RJ,SP,1.0,2.0,D,V,NORMAL,B,Fase de Grupos,False,False,3,-1,1,0,2
8675,1993,1993-11-10,Corinthians,Cruzeiro,SP,MG,2.0,1.0,V,D,NORMAL,A,Fase de Grupos,False,False,3,1,-1,2,0
8676,1993,1993-11-10,Palmeiras,Santos,SP,SP,0.0,1.0,D,V,NORMAL,B,Fase de Grupos,False,True,1,-1,1,0,2
8677,1993,1993-11-11,Grêmio,Vasco,RS,RJ,4.0,1.0,V,D,NORMAL,B,Fase de Grupos,False,False,5,3,-3,2,0
8678,1993,1993-11-11,Fluminense,Sport,RJ,PE,0.0,0.0,E,E,NORMAL,B,Fase de Grupos,False,False,0,0,0,1,1
8679,1993,1993-11-12,Flamengo,Botafogo,RJ,RJ,2.0,0.0,V,D,NORMAL,A,Fase de Grupos,False,True,2,2,-2,2,0
8680,1993,1993-11-12,Internacional,São Paulo,RS,SP,1.0,1.0,E,E,NORMAL,A,Fase de Grupos,False,False,2,0,0,1,1
8681,1993,1993-11-13,Guarani,Sport,SP,PE,2.0,0.0,V,D,NORMAL,B,Fase de Grupos,False,False,2,2,-2,2,0
8682,1993,1993-11-14,Vitória,Paraná,BA,PR,0.0,0.0,E,E,NORMAL,POff,Playoff,True,False,0,0,0,1,1
8683,1993,1993-11-14,Portuguesa,Remo,SP,PA,2.0,0.0,V,D,NORMAL,POff,Playoff,True,False,2,2,-2,2,0
8684,1993,1993-11-14,Flamengo,Corinthians,RJ,SP,1.0,1.0,E,E,NORMAL,A,Fase de Grupos,False,False,2,0,0,1,1
8685,1993,1993-11-14,São Paulo,Botafogo,SP,RJ,1.0,0.0,V,D,NORMAL,A,Fase de Grupos,False,False,1,1,-1,2,0
8686,1993,1993-11-14,Cruzeiro,Internacional,MG,RS,4.0,1.0,V,D,NORMAL,A,Fase de Grupos,False,False,5,3,-3,2,0
8687,1993,1993-11-14,Red Bull Bragantino,Bahia,SP,BA,2.0,2.0,E,E,NORMAL,A,Fase de Grupos,False,False,4,0,0,1,1
8688,1993,1993-11-14,Palmeiras,Fluminense,SP,RJ,2.0,1.0,V,D,NORMAL,B,Fase de Grupos,False,False,3,1,-1,2,0
8689,1993,1993-11-14,Grêmio,Atlético Mineiro,RS,MG,2.0,0.0,V,D,NORMAL,B,Fase de Grupos,False,False,2,2,-2,2,0
8690,1993,1993-11-14,Vasco,Santos,RJ,SP,1.0,1.0,E,E,NORMAL,B,Fase de Grupos,False,False,2,0,0,1,1
8691,1993,1993-11-19,Guarani,São Paulo,SP,SP,0.0,1.0,D,V,NORMAL,B,Fase de Grupos,False,True,1,-1,1,0,2
8692,1993,1993-11-20,Corinthians,Santos,SP,SP,3.0,2.0,V,D,NORMAL,A,Fase de Grupos,False,True,5,1,-1,2,0
8693,1993,1993-11-20,Vitória,Flamengo,BA,RJ,1.0,0.0,V,D,NORMAL,A,Fase de Grupos,False,False,1,1,-1,2,0
8694,1993,1993-11-21,Palmeiras,São Paulo,SP,SP,1.0,1.0,E,E,NORMAL,B,Fase de Grupos,False,True,2,0,0,1,1
8695,1993,1993-11-22,Remo,Guarani,PA,SP,1.0,1.0,E,E,NORMAL,B,Fase de Grupos,False,False,2,0,0,1,1
8696,1993,1993-11-24,Vitória,Corinthians,BA,SP,2.0,1.0,V,D,NORMAL,A,Fase de Grupos,False,False,3,1,-1,2,0
8697,1993,1993-11-25,Guarani,Palmeiras,SP,SP,1.0,2.0,D,V,NORMAL,B,Fase de Grupos,False,True,3,-1,1,0,2
8698,1993,1993-11-26,Flamengo,Santos,RJ,SP,1.0,1.0,E,E,NORMAL,A,Fase de Grupos,False,False,2,0,0,1,1
8699,1993,1993-11-26,São Paulo,Remo,SP,PA,2.0,0.0,V,D,NORMAL,B,Fase de Grupos,False,False,2,2,-2,2,0
8700,1993,1993-11-28,Santos,Vitória,SP,BA,3.0,3.0,E,E,NORMAL,A,Fase de Grupos,False,False,6,0,0,1,1
8701,1993,1993-11-28,Flamengo,Corinthians,RJ,SP,1.0,1.0,E,E,NORMAL,A,Fase de Grupos,False,False,2,0,0,1,1
8702,1993,1993-11-28,São Paulo,Guarani,SP,SP,3.0,2.0,V,D,NORMAL,B,Fase de Grupos,False,True,5,1,-1,2,0
8703,1993,1993-11-28,Remo,Palmeiras,PA,SP,1.0,2.0,D,V,NORMAL,B,Fase de Grupos,False,False,3,-1,1,0,2
8704,1993,1993-12-01,Vitória,Santos,BA,SP,2.0,2.0,E,E,NORMAL,A,Fase de Grupos,False,False,4,0,0,1,1
8705,1993,1993-12-01,Corinthians,Flamengo,SP,RJ,2.0,2.0,E,E,NORMAL,A,Fase de Grupos,False,False,4,0,0,1,1
8706,1993,1993-12-01,Palmeiras,Guarani,SP,SP,3.0,0.0,V,D,NORMAL,B,Fase de Grupos,False,True,3,3,-3,2,0
8707,1993,1993-12-01,Remo,São Paulo,PA,SP,0.0,1.0,D,V,NORMAL,B,Fase de Grupos,False,False,1,-1,1,0,2
8708,1993,1993-12-04,Santos,Flamengo,SP,RJ,2.0,1.0,V,D,NORMAL,A,Fase de Grupos,False,False,3,1,-1,2,0
8709,1993,1993-12-04,São Paulo,Palmeiras,SP,SP,0.0,2.0,D,V,NORMAL,B,Fase de Grupos,False,True,2,-2,2,0,2
8710,1993,1993-12-05,Corinthians,Vitória,SP,BA,2.0,2.0,E,E,NORMAL,A,Fase de Grupos,False,False,4,0,0,1,1
8711,1993,1993-12-05,Guarani,Remo,SP,PA,8.0,2.0,V,D,NORMAL,B,Fase de Grupos,False,False,10,6,-6,2,0
8712,1993,1993-12-08,Flamengo,Vitória,RJ,BA,1.0,1.0,E,E,NORMAL,A,Fase de Grupos,False,False,2,0,0,1,1
8713,1993,1993-12-08,Santos,Corinthians,SP,SP,1.0,2.0,D,V,NORMAL,A,Fase de Grupos,False,True,3,-1,1,0,2
8714,1993,1993-12-08,Palmeiras,Remo,SP,PA,0.0,0.0,E,E,NORMAL,B,Fase de Grupos,False,False,0,0,0,1,1
8715,1993,1993-12-12,Vitória,Palmeiras,BA,SP,0.0,1.0,D,V,NORMAL,F,Final,True,False,1,-1,1,0,2
8716,1993,1993-12-19,Palmeiras,Vitória,SP,BA,2.0,0.0,V,D,NORMAL,F,Final,True,False,2,2,-2,2,0
8717,1994,1994-08-13,Criciúma,Corinthians,SC,SP,1.0,1.0,E,E,NORMAL,A,Fase de Grupos,False,False,2,0,0,1,1
8718,1994,1994-08-13,Sport,Flamengo,PE,RJ,1.0,1.0,E,E,NORMAL,A,Fase de Grupos,False,False,2,0,0,1,1
8719,1994,1994-08-14,Red Bull Bragantino,Grêmio,SP,RS,0.0,0.0,E,E,NORMAL,A,Fase de Grupos,False,False,0,0,0,1,1
8720,1994,1994-08-14,Paysandu,São Paulo,PA,SP,0.0,0.0,E,E,NORMAL,B,Fase de Grupos,False,False,0,0,0,1,1
8721,1994,1994-08-14,Botafogo,Vitória,RJ,BA,1.0,1.0,E,E,NORMAL,B,Fase de Grupos,False,False,2,0,0,1,1
8722,1994,1994-08-14,Atlético Mineiro,Portuguesa,MG,SP,0.0,0.0,E,E,NORMAL,B,Fase de Grupos,False,False,0,0,0,1,1
8723,1994,1994-08-14,Bahia,Vasco,BA,RJ,0.0,0.0,E,E,NORMAL,C,Fase de Grupos,False,False,0,0,0,1,1
8724,1994,1994-08-14,Santos,Remo,SP,PA,1.0,0.0,V,D,NORMAL,C,Fase de Grupos,False,False,1,1,-1,2,0
8725,1994,1994-08-14,Guarani,Cruzeiro,SP,MG,2.0,0.0,V,D,NORMAL,C,Fase de Grupos,False,False,2,2,-2,2,0
8726,1994,1994-08-14,Palmeiras,Paraná,SP,PR,4.0,1.0,V,D,NORMAL,D,Fase de Grupos,False,False,5,3,-3,2,0
8727,1994,1994-08-14,Fluminense,Náutico,RJ,PE,3.0,1.0,V,D,NORMAL,D,Fase de Grupos,False,False,4,2,-2,2,0
8728,1994,1994-08-14,Internacional,União São João,RS,SP,2.0,0.0,V,D,NORMAL,D,Fase de Grupos,False,False,2,2,-2,2,0
8729,1994,1994-08-17,Flamengo,Red Bull Bragantino,RJ,SP,2.0,1.0,V,D,NORMAL,A,Fase de Grupos,False,False,3,1,-1,2,0
8730,1994,1994-08-17,Grêmio,Criciúma,RS,SC,2.0,1.0,V,D,NORMAL,A,Fase de Grupos,False,False,3,1,-1,2,0
8731,1994,1994-08-17,Corinthians,Sport,SP,PE,1.0,1.0,E,E,NORMAL,A,Fase de Grupos,False,False,2,0,0,1,1
8732,1994,1994-08-17,Portuguesa,Botafogo,SP,RJ,0.0,0.0,E,E,NORMAL,B,Fase de Grupos,False,False,0,0,0,1,1
8733,1994,1994-08-17,Vasco,Guarani,RJ,SP,3.0,1.0,V,D,NORMAL,C,Fase de Grupos,False,False,4,2,-2,2,0
8734,1994,1994-08-17,Cruzeiro,Santos,MG,SP,0.0,0.0,E,E,NORMAL,C,Fase de Grupos,False,False,0,0,0,1,1
8735,1994,1994-08-17,Remo,Bahia,PA,BA,1.0,1.0,E,E,NORMAL,C,Fase de Grupos,False,False,2,0,0,1,1
8736,1994,1994-08-17,União São João,Fluminense,SP,RJ,1.0,0.0,V,D,NORMAL,D,Fase de Grupos,False,False,1,1,-1,2,0
8737,1994,1994-08-17,Náutico,Palmeiras,PE,SP,1.0,3.0,D,V,NORMAL,D,Fase de Grupos,False,False,4,-2,2,0,2
8738,1994,1994-08-17,Paraná,Internacional,PR,RS,1.0,1.0,E,E,NORMAL,D,Fase de Grupos,False,False,2,0,0,1,1
8739,1994,1994-08-18,São Paulo,Atlético Mineiro,SP,MG,1.0,0.0,V,D,NORMAL,B,Fase de Grupos,False,False,1,1,-1,2,0
8740,1994,1994-08-18,Vitória,Paysandu,BA,PA,0.0,1.0,D,V,NORMAL,B,Fase de Grupos,False,False,1,-1,1,0,2
8741,1994,1994-08-20,Botafogo,São Paulo,RJ,SP,4.0,0.0,V,D,NORMAL,B,Fase de Grupos,False,False,4,4,-4,2,0
8742,1994,1994-08-20,Santos,Vasco,SP,RJ,2.0,0.0,V,D,NORMAL,C,Fase de Grupos,False,False,2,2,-2,2,0
8743,1994,1994-08-21,Corinthians,Grêmio,SP,RS,2.0,2.0,E,E,NORMAL,A,Fase de Grupos,False,False,4,0,0,1,1
8744,1994,1994-08-21,Criciúma,Flamengo,SC,RJ,1.0,1.0,E,E,NORMAL,A,Fase de Grupos,False,False,2,0,0,1,1
8745,1994,1994-08-21,Red Bull Bragantino,Sport,SP,PE,0.0,1.0,D,V,NORMAL,A,Fase de Grupos,False,False,1,-1,1,0,2
8746,1994,1994-08-21,Atlético Mineiro,Paysandu,MG,PA,1.0,3.0,D,V,NORMAL,B,Fase de Grupos,False,False,4,-2,2,0,2
8747,1994,1994-08-21,Portuguesa,Vitória,SP,BA,1.0,0.0,V,D,NORMAL,B,Fase de Grupos,False,False,1,1,-1,2,0
8748,1994,1994-08-21,Bahia,Guarani,BA,SP,0.0,2.0,D,V,NORMAL,C,Fase de Grupos,False,False,2,-2,2,0,2
8749,1994,1994-08-21,Remo,Cruzeiro,PA,MG,2.0,1.0,V,D,NORMAL,C,Fase de Grupos,False,False,3,1,-1,2,0
8750,1994,1994-08-21,Internacional,Palmeiras,RS,SP,0.0,2.0,D,V,NORMAL,D,Fase de Grupos,False,False,2,-2,2,0,2
8751,1994,1994-08-21,Fluminense,Paraná,RJ,PR,2.0,1.0,V,D,NORMAL,D,Fase de Grupos,False,False,3,1,-1,2,0
8752,1994,1994-08-21,Náutico,União São João,PE,SP,0.0,1.0,D,V,NORMAL,D,Fase de Grupos,False,False,1,-1,1,0,2
8753,1994,1994-08-24,Grêmio,Flamengo,RS,RJ,2.0,0.0,V,D,NORMAL,A,Fase de Grupos,False,False,2,2,-2,2,0
8754,1994,1994-08-24,Red Bull Bragantino,Corinthians,SP,SP,0.0,1.0,D,V,NORMAL,A,Fase de Grupos,False,True,1,-1,1,0,2
8755,1994,1994-08-24,Sport,Criciúma,PE,SC,1.0,1.0,E,E,NORMAL,A,Fase de Grupos,False,False,2,0,0,1,1
8756,1994,1994-08-24,Paysandu,Portuguesa,PA,SP,0.0,0.0,E,E,NORMAL,B,Fase de Grupos,False,False,0,0,0,1,1
8757,1994,1994-08-24,Botafogo,Atlético Mineiro,RJ,MG,2.0,1.0,V,D,NORMAL,B,Fase de Grupos,False,False,3,1,-1,2,0
8758,1994,1994-08-24,Cruzeiro,Vasco,MG,RJ,1.0,1.0,E,E,NORMAL,C,Fase de Grupos,False,False,2,0,0,1,1
8759,1994,1994-08-24,Guarani,Remo,SP,PA,1.0,0.0,V,D,NORMAL,C,Fase de Grupos,False,False,1,1,-1,2,0
8760,1994,1994-08-24,Santos,Bahia,SP,BA,3.0,0.0,V,D,NORMAL,C,Fase de Grupos,False,False,3,3,-3,2,0
8761,1994,1994-08-24,Fluminense,Internacional,RJ,RS,2.0,1.0,V,D,NORMAL,D,Fase de Grupos,False,False,3,1,-1,2,0
8762,1994,1994-08-24,Palmeiras,União São João,SP,SP,5.0,1.0,V,D,NORMAL,D,Fase de Grupos,False,True,6,4,-4,2,0
8763,1994,1994-08-25,Paraná,Náutico,PR,PE,1.0,1.0,E,E,NORMAL,D,Fase de Grupos,False,False,2,0,0,1,1
8764,1994,1994-08-27,Guarani,Santos,SP,SP,4.0,0.0,V,D,NORMAL,C,Fase de Grupos,False,True,4,4,-4,2,0
8765,1994,1994-08-27,Palmeiras,Fluminense,SP,RJ,1.0,0.0,V,D,NORMAL,D,Fase de Grupos,False,False,1,1,-1,2,0
8766,1994,1994-08-28,Criciúma,Red Bull Bragantino,SC,SP,1.0,1.0,E,E,NORMAL,A,Fase de Grupos,False,False,2,0,0,1,1
8767,1994,1994-08-28,Sport,Grêmio,PE,RS,0.0,1.0,D,V,NORMAL,A,Fase de Grupos,False,False,1,-1,1,0,2
8768,1994,1994-08-28,Flamengo,Corinthians,RJ,SP,5.0,2.0,V,D,NORMAL,A,Fase de Grupos,False,False,7,3,-3,2,0
8769,1994,1994-08-28,Paysandu,Botafogo,PA,RJ,2.0,0.0,V,D,NORMAL,B,Fase de Grupos,False,False,2,2,-2,2,0
8770,1994,1994-08-28,São Paulo,Portuguesa,SP,SP,2.0,0.0,V,D,NORMAL,B,Fase de Grupos,False,True,2,2,-2,2,0
8771,1994,1994-08-28,Atlético Mineiro,Vitória,MG,BA,3.0,1.0,V,D,NORMAL,B,Fase de Grupos,False,False,4,2,-2,2,0
8772,1994,1994-08-28,Vasco,Remo,RJ,PA,3.0,0.0,V,D,NORMAL,C,Fase de Grupos,False,False,3,3,-3,2,0
8773,1994,1994-08-28,Bahia,Cruzeiro,BA,MG,2.0,1.0,V,D,NORMAL,C,Fase de Grupos,False,False,3,1,-1,2,0
8774,1994,1994-08-28,União São João,Paraná,SP,PR,1.0,2.0,D,V,NORMAL,D,Fase de Grupos,False,False,3,-1,1,0,2
8775,1994,1994-08-28,Internacional,Náutico,RS,PE,5.0,0.0,V,D,NORMAL,D,Fase de Grupos,False,False,5,5,-5,2,0
