ano_campeonato,Data,Mandante,Visitante,gols_mandante,gols_visitante,resultado_mandante,resultado_visitante,placar_status,Fase
2017,2017-05-13,Flamengo,Atlético Mineiro,1,1,E,E,NORMAL,R1
2017,2017-05-13,Corinthians,Chapecoense,1,1,E,E,NORMAL,R1
2017,2017-05-14,Fluminense,Santos,3,2,V,D,NORMAL,R1
2017,2017-05-14,Palmeiras,Vasco,4,0,V,D,NORMAL,R1
2017,2017-05-14,Cruzeiro,São Paulo,1,0,V,D,NORMAL,R1
2017,2017-05-14,Bahia,Athletico Paranaense,6,2,V,D,NORMAL,R1
2017,2017-05-14,Ponte Preta,Sport,4,0,V,D,NORMAL,R1
2017,2017-05-14,Avaí,Vitória,0,0,E,E,NORMAL,R1
2017,2017-05-14,Grêmio,Botafogo,2,0,V,D,NORMAL,R1
2017,2017-05-15,Coritiba,Atlético Goianiense,4,1,V,D,NORMAL,R1
2017,2017-05-20,Santos,Coritiba,1,0,V,D,NORMAL,R2
2017,2017-05-20,Atlético Goianiense,Flamengo,0,3,D,V,NORMAL,R2
2017,2017-05-20,Chapecoense,Palmeiras,1,0,V,D,NORMAL,R2
2017,2017-05-21,Vasco,Bahia,2,1,V,D,NORMAL,R2
2017,2017-05-21,Atlético Mineiro,Fluminense,1,2,D,V,NORMAL,R2
2017,2017-05-21,Athletico Paranaense,Grêmio,0,2,D,V,NORMAL,R2
2017,2017-05-21,Vitória,Corinthians,0,1,D,V,NORMAL,R2
2017,2017-05-21,Botafogo,Ponte Preta,2,0,V,D,NORMAL,R2
2017,2017-05-21,Sport,Cruzeiro,1,1,E,E,NORMAL,R2
2017,2017-05-22,São Paulo,Avaí,2,0,V,D,NORMAL,R2
2017,2017-05-27,Vasco,Fluminense,3,2,V,D,NORMAL,R3
2017,2017-05-27,São Paulo,Palmeiras,2,0,V,D,NORMAL,R3
2017,2017-05-27,Vitória,Coritiba,0,1,D,V,NORMAL,R3
2017,2017-05-28,Atlético Mineiro,Ponte Preta,2,2,E,E,NORMAL,R3
2017,2017-05-28,Santos,Cruzeiro,0,1,D,V,NORMAL,R3
2017,2017-05-28,Athletico Paranaense,Flamengo,1,1,E,E,NORMAL,R3
2017,2017-05-28,Atlético Goianiense,Corinthians,0,1,D,V,NORMAL,R3
2017,2017-05-28,Sport,Grêmio,4,3,V,D,NORMAL,R3
2017,2017-05-28,Botafogo,Bahia,1,0,V,D,NORMAL,R3
2017,2017-05-29,Chapecoense,Avaí,2,0,V,D,NORMAL,R3
2017,2017-06-03,Coritiba,Athletico Paranaense,1,0,V,D,NORMAL,R4
2017,2017-06-03,Fluminense,Vitória,2,1,V,D,NORMAL,R4
2017,2017-06-03,Corinthians,Santos,2,0,V,D,NORMAL,R4
