ano_campeonato,Data,Mandante,Visitante,gols_mandante,gols_visitante,resultado_mandante,resultado_visitante,placar_status,Fase
2013,2013-05-25,Vasco,Portuguesa,1,0,V,D,NORMAL,R1
2013,2013-05-25,Vitória,Internacional,2,2,E,E,NORMAL,R1
2013,2013-05-25,Corinthians,Botafogo,1,1,E,E,NORMAL,R1
2013,2013-05-26,Grêmio,Náutico,2,0,V,D,NORMAL,R1
2013,2013-05-26,Ponte Preta,São Paulo,0,2,D,V,NORMAL,R1
2013,2013-05-26,Criciúma,Bahia,3,1,V,D,NORMAL,R1
2013,2013-05-26,Santos,Flamengo,0,0,E,E,NORMAL,R1
2013,2013-05-26,Fluminense,Athletico Paranaense,2,1,V,D,NORMAL,R1
2013,2013-05-26,Cruzeiro,Goiás,5,0,V,D,NORMAL,R1
2013,2013-05-26,Coritiba,Atlético Mineiro,2,1,V,D,NORMAL,R1
2013,2013-05-29,Athletico Paranaense,Cruzeiro,2,2,E,E,NORMAL,R2
2013,2013-05-29,Botafogo,Santos,2,1,V,D,NORMAL,R2
2013,2013-05-29,São Paulo,Vasco,5,1,V,D,NORMAL,R2
2013,2013-05-29,Flamengo,Ponte Preta,0,2,D,V,NORMAL,R2
2013,2013-05-29,Bahia,Coritiba,0,0,E,E,NORMAL,R2
2013,2013-05-29,Náutico,Vitória,0,3,D,V,NORMAL,R2
2013,2013-05-29,Goiás,Corinthians,1,1,E,E,NORMAL,R2
2013,2013-05-30,Internacional,Criciúma,2,0,V,D,NORMAL,R2
2013,2013-06-01,Botafogo,Cruzeiro,2,1,V,D,NORMAL,R3
2013,2013-06-01,Athletico Paranaense,Flamengo,2,2,E,E,NORMAL,R3
2013,2013-06-01,Santos,Grêmio,1,1,E,E,NORMAL,R3
2013,2013-06-01,Vitória,Vasco,2,0,V,D,NORMAL,R3
2013,2013-06-01,Goiás,Coritiba,1,1,E,E,NORMAL,R3
2013,2013-06-01,Corinthians,Ponte Preta,1,0,V,D,NORMAL,R3
2013,2013-06-02,Fluminense,Criciúma,3,0,V,D,NORMAL,R3
2013,2013-06-02,Internacional,Bahia,1,2,D,V,NORMAL,R3
2013,2013-06-02,Náutico,Portuguesa,2,2,E,E,NORMAL,R3
2013,2013-06-02,Atlético Mineiro,São Paulo,0,0,E,E,NORMAL,R3
2013,2013-06-05,São Paulo,Goiás,0,1,D,V,NORMAL,R4
2013,2013-06-05,Criciúma,Santos,3,1,V,D,NORMAL,R4
2013,2013-06-05,Portuguesa,Internacional,1,1,E,E,NORMAL,R4
2013,2013-06-05,Vasco,Atlético Mineiro,2,0,V,D,NORMAL,R4
2013,2013-06-05,Grêmio,Vitória,1,0,V,D,NORMAL,R4
2013,2013-06-05,Ponte Preta,Athletico Paranaense,3,4,D,V,NORMAL,R4
2013,2013-06-05,Flamengo,Náutico,0,1,D,V,NORMAL,R4
2013,2013-06-05,Bahia,Botafogo,2,1,V,D,NORMAL,R4
2013,2013-06-05,Cruzeiro,Corinthians,1,0,V,D,NORMAL,R4
2013,2013-06-06,Coritiba,Fluminense,2,1,V,D,NORMAL,R4
2013,2013-06-08,Criciúma,Flamengo,0,3,D,V,NORMAL,R5
2013,2013-06-08,Cruzeiro,Internacional,2,2,E,E,NORMAL,R5
2013,2013-06-08,Vasco,Bahia,1,1,E,E,NORMAL,R5
2013,2013-06-08,Corinthians,Portuguesa,0,0,E,E,NORMAL,R5
2013,2013-06-08,Ponte Preta,Botafogo,0,2,D,V,NORMAL,R5
2013,2013-06-09,Atlético Mineiro,Grêmio,2,0,V,D,NORMAL,R2
2013,2013-06-09,Fluminense,Goiás,2,1,V,D,NORMAL,R5
2013,2013-06-09,Vitória,Athletico Paranaense,3,2,V,D,NORMAL,R5
2013,2013-06-09,Coritiba,Náutico,1,0,V,D,NORMAL,R5
2013,2013-06-12,Santos,Atlético Mineiro,1,0,V,D,NORMAL,R5
2013,2013-06-12,Portuguesa,Fluminense,2,1,V,D,NORMAL,R2
2013,2013-06-12,Grêmio,São Paulo,1,1,E,E,NORMAL,R5
2013,2013-07-06,Flamengo,Coritiba,2,2,E,E,NORMAL,R6
2013,2013-07-06,Náutico,Ponte Preta,1,3,D,V,NORMAL,R6
2013,2013-07-06,Athletico Paranaense,Grêmio,1,1,E,E,NORMAL,R6
2013,2013-07-06,Portuguesa,Cruzeiro,1,1,E,E,NORMAL,R6
2013,2013-07-07,São Paulo,Santos,0,2,D,V,NORMAL,R6
2013,2013-07-07,Bahia,Corinthians,0,2,D,V,NORMAL,R6
2013,2013-07-07,Internacional,Vasco,5,3,V,D,NORMAL,R6
2013,2013-07-07,Goiás,Vitória,1,0,V,D,NORMAL,R6
2013,2013-07-07,Botafogo,Fluminense,1,0,V,D,NORMAL,R6
2013,2013-07-07,Atlético Mineiro,Criciúma,3,2,V,D,NORMAL,R6
2013,2013-07-10,São Paulo,Bahia,1,2,D,V,NORMAL,R11
2013,2013-07-13,Fluminense,Internacional,2,3,D,V,NORMAL,R7
2013,2013-07-13,Santos,Portuguesa,4,1,V,D,NORMAL,R7
2013,2013-07-13,Ponte Preta,Bahia,0,0,E,E,NORMAL,R7
2013,2013-07-14,Corinthians,Atlético Mineiro,0,1,D,V,NORMAL,R7
2013,2013-07-14,Vitória,São Paulo,3,2,V,D,NORMAL,R7
2013,2013-07-14,Grêmio,Botafogo,2,1,V,D,NORMAL,R7
2013,2013-07-14,Coritiba,Athletico Paranaense,1,0,V,D,NORMAL,R7
2013,2013-07-14,Vasco,Flamengo,0,1,D,V,NORMAL,R7
2013,2013-07-14,Criciúma,Goiás,0,0,E,E,NORMAL,R7
2013,2013-07-14,Cruzeiro,Náutico,3,0,V,D,NORMAL,R7
2013,2013-07-20,São Paulo,Cruzeiro,0,3,D,V,NORMAL,R8
2013,2013-07-20,Criciúma,Grêmio,2,1,V,D,NORMAL,R8
2013,2013-07-20,Botafogo,Náutico,2,0,V,D,NORMAL,R8
2013,2013-07-21,Vitória,Bahia,0,0,E,E,NORMAL,R8
2013,2013-07-21,Internacional,Flamengo,1,0,V,D,NORMAL,R8
2013,2013-07-21,Athletico Paranaense,Corinthians,1,1,E,E,NORMAL,R8
2013,2013-07-21,Santos,Coritiba,2,2,E,E,NORMAL,R8
2013,2013-07-21,Fluminense,Vasco,1,3,D,V,NORMAL,R8
2013,2013-07-21,Goiás,Portuguesa,2,1,V,D,NORMAL,R8
2013,2013-07-24,São Paulo,Internacional,0,1,D,V,NORMAL,R12
2013,2013-07-27,Vasco,Criciúma,3,2,V,D,NORMAL,R9
2013,2013-07-27,Portuguesa,Athletico Paranaense,2,3,D,V,NORMAL,R9
2013,2013-07-27,Ponte Preta,Santos,1,0,V,D,NORMAL,R9
2013,2013-07-28,Corinthians,São Paulo,0,0,E,E,NORMAL,R9
2013,2013-07-28,Grêmio,Fluminense,2,0,V,D,NORMAL,R9
2013,2013-07-28,Náutico,Internacional,3,0,V,D,NORMAL,R9
2013,2013-07-28,Cruzeiro,Atlético Mineiro,4,1,V,D,NORMAL,R9
2013,2013-07-28,Flamengo,Botafogo,1,1,E,E,NORMAL,R9
2013,2013-07-28,Bahia,Goiás,2,1,V,D,NORMAL,R9
2013,2013-07-28,Coritiba,Vitória,1,1,E,E,NORMAL,R9
2013,2013-07-31,Fluminense,Cruzeiro,1,0,V,D,NORMAL,R10
2013,2013-07-31,Atlético Mineiro,Athletico Paranaense,1,2,D,V,NORMAL,R10
2013,2013-07-31,Portuguesa,Criciúma,1,1,E,E,NORMAL,R10
2013,2013-07-31,Coritiba,Ponte Preta,5,3,V,D,NORMAL,R10
2013,2013-07-31,Corinthians,Grêmio,2,0,V,D,NORMAL,R10
2013,2013-07-31,Bahia,Flamengo,3,0,V,D,NORMAL,R10
2013,2013-08-01,Botafogo,Vitória,2,0,V,D,NORMAL,R10
2013,2013-08-01,Goiás,Vasco,1,1,E,E,NORMAL,R10
2013,2013-08-03,Cruzeiro,Coritiba,1,0,V,D,NORMAL,R11
2013,2013-08-04,Flamengo,Atlético Mineiro,3,0,V,D,NORMAL,R11
2013,2013-08-04,Grêmio,Internacional,1,1,E,E,NORMAL,R11
2013,2013-08-04,Ponte Preta,Fluminense,1,1,E,E,NORMAL,R11
2013,2013-08-04,Criciúma,Corinthians,0,2,D,V,NORMAL,R11
2013,2013-08-04,Athletico Paranaense,Goiás,2,0,V,D,NORMAL,R11
2013,2013-08-04,Vasco,Botafogo,2,3,D,V,NORMAL,R11
2013,2013-08-04,Vitória,Portuguesa,2,1,V,D,NORMAL,R11
2013,2013-08-07,Vitória,Fluminense,1,1,E,E,NORMAL,R12
2013,2013-08-07,Criciúma,Cruzeiro,1,2,D,V,NORMAL,R12
2013,2013-08-07,Flamengo,Portuguesa,1,1,E,E,NORMAL,R12
2013,2013-08-07,Athletico Paranaense,Bahia,1,0,V,D,NORMAL,R12
2013,2013-08-07,Goiás,Náutico,2,1,V,D,NORMAL,R12
2013,2013-08-07,Atlético Mineiro,Botafogo,2,2,E,E,NORMAL,R12
2013,2013-08-07,Santos,Corinthians,1,1,E,E,NORMAL,R12
2013,2013-08-08,Vasco,Ponte Preta,1,1,E,E,NORMAL,R12
2013,2013-08-08,Grêmio,Coritiba,0,1,D,V,NORMAL,R12
2013,2013-08-10,Botafogo,Goiás,1,1,E,E,NORMAL,R13
2013,2013-08-10,Náutico,Atlético Mineiro,0,0,E,E,NORMAL,R13
2013,2013-08-11,Fluminense,Flamengo,2,3,D,V,NORMAL,R13
2013,2013-08-11,Corinthians,Vitória,2,0,V,D,NORMAL,R13
2013,2013-08-11,Cruzeiro,Santos,0,0,E,E,NORMAL,R13
2013,2013-08-11,Coritiba,Vasco,0,1,D,V,NORMAL,R13
2013,2013-08-11,Bahia,Grêmio,0,3,D,V,NORMAL,R13
2013,2013-08-11,Internacional,Athletico Paranaense,2,2,E,E,NORMAL,R13
2013,2013-08-11,Ponte Preta,Criciúma,3,1,V,D,NORMAL,R13
2013,2013-08-11,Portuguesa,São Paulo,2,1,V,D,NORMAL,R13
2013,2013-08-14,Criciúma,Náutico,3,0,V,D,NORMAL,R14
2013,2013-08-14,Atlético Mineiro,Bahia,2,0,V,D,NORMAL,R14
2013,2013-08-14,Santos,Vasco,1,1,E,E,NORMAL,R14
2013,2013-08-14,Vitória,Ponte Preta,3,1,V,D,NORMAL,R14
2013,2013-08-14,Coritiba,Portuguesa,1,1,E,E,NORMAL,R14
2013,2013-08-14,Fluminense,Corinthians,0,0,E,E,NORMAL,R14
2013,2013-08-14,Grêmio,Cruzeiro,3,1,V,D,NORMAL,R14
2013,2013-08-14,Goiás,Flamengo,1,1,E,E,NORMAL,R14
