ano_campeonato,Data,Mandante,Visitante,gols_mandante,gols_visitante,resultado_mandante,resultado_visitante,placar_status,Fase
2014,2014-04-19,Fluminense,Figueirense,3,0,V,D,NORMAL,R1
2014,2014-04-19,Internacional,Vitória,1,0,V,D,NORMAL,R1
2014,2014-04-19,Chapecoense,Coritiba,0,0,E,E,NORMAL,R1
2014,2014-04-20,São Paulo,Botafogo,3,0,V,D,NORMAL,R1
2014,2014-04-20,Athletico Paranaense,Grêmio,1,0,V,D,NORMAL,R1
2014,2014-04-20,Atlético Mineiro,Corinthians,0,0,E,E,NORMAL,R1
2014,2014-04-20,Bahia,Cruzeiro,1,2,D,V,NORMAL,R1
2014,2014-04-20,Flamengo,Goiás,0,0,E,E,NORMAL,R1
2014,2014-04-20,Santos,Sport,1,1,E,E,NORMAL,R1
2014,2014-04-20,Criciúma,Palmeiras,1,2,D,V,NORMAL,R1
2014,2014-04-26,Coritiba,Santos,0,0,E,E,NORMAL,R2
2014,2014-04-26,Palmeiras,Fluminense,0,1,D,V,NORMAL,R2
2014,2014-04-27,Botafogo,Internacional,2,2,E,E,NORMAL,R2
2014,2014-04-27,Corinthians,Flamengo,2,0,V,D,NORMAL,R2
2014,2014-04-27,Cruzeiro,São Paulo,1,1,E,E,NORMAL,R2
2014,2014-04-27,Vitória,Athletico Paranaense,2,2,E,E,NORMAL,R2
2014,2014-04-27,Sport,Chapecoense,2,1,V,D,NORMAL,R2
2014,2014-04-27,Grêmio,Atlético Mineiro,2,1,V,D,NORMAL,R2
2014,2014-04-27,Figueirense,Bahia,0,2,D,V,NORMAL,R2
2014,2014-04-27,Goiás,Criciúma,1,0,V,D,NORMAL,R2
2014,2014-05-03,São Paulo,Coritiba,2,2,E,E,NORMAL,R3
2014,2014-05-03,Santos,Grêmio,0,0,E,E,NORMAL,R3
2014,2014-05-03,Athletico Paranaense,Cruzeiro,2,3,D,V,NORMAL,R3
2014,2014-05-03,Fluminense,Vitória,1,2,D,V,NORMAL,R3
2014,2014-05-04,Flamengo,Palmeiras,4,2,V,D,NORMAL,R3
2014,2014-05-04,Bahia,Botafogo,1,0,V,D,NORMAL,R3
2014,2014-05-04,Internacional,Sport,2,1,V,D,NORMAL,R3
2014,2014-05-04,Criciúma,Figueirense,1,0,V,D,NORMAL,R3
2014,2014-05-04,Atlético Mineiro,Goiás,0,1,D,V,NORMAL,R3
2014,2014-05-04,Chapecoense,Corinthians,0,1,D,V,NORMAL,R3
2014,2014-05-10,Palmeiras,Goiás,2,0,V,D,NORMAL,R4
2014,2014-05-10,Internacional,Athletico Paranaense,2,1,V,D,NORMAL,R4
2014,2014-05-10,Botafogo,Criciúma,6,0,V,D,NORMAL,R4
2014,2014-05-11,Fluminense,Flamengo,2,0,V,D,NORMAL,R4
2014,2014-05-11,São Paulo,Corinthians,1,1,E,E,NORMAL,R4
2014,2014-05-11,Atlético Mineiro,Cruzeiro,2,1,V,D,NORMAL,R4
2014,2014-05-11,Chapecoense,Grêmio,1,2,D,V,NORMAL,R4
2014,2014-05-11,Coritiba,Sport,0,1,D,V,NORMAL,R4
2014,2014-05-11,Bahia,Vitória,1,1,E,E,NORMAL,R4
2014,2014-05-11,Figueirense,Santos,0,2,D,V,NORMAL,R4
2014,2014-05-14,Goiás,Botafogo,2,0,V,D,NORMAL,R5
2014,2014-05-17,Cruzeiro,Coritiba,3,2,V,D,NORMAL,R5
2014,2014-05-18,Flamengo,São Paulo,0,2,D,V,NORMAL,R5
2014,2014-05-18,Corinthians,Figueirense,0,1,D,V,NORMAL,R5
2014,2014-05-18,Athletico Paranaense,Chapecoense,1,1,E,E,NORMAL,R5
