ano_campeonato,Data,Mandante,Visitante,gols_mandante,gols_visitante,resultado_mandante,resultado_visitante,placar_status,Fase
1987,1987-09-11,Palmeiras,Cruzeiro,2,0,V,D,NORMAL,A
1987,1987-09-12,Botafogo,Goiás,1,0,V,D,NORMAL,A
1987,1987-09-13,Atlético Mineiro,Santos,5,1,V,D,NORMAL,A
1987,1987-09-13,Bahia,Vasco,0,3,D,V,NORMAL,A
1987,1987-09-13,Coritiba,Grêmio,0,1,D,V,NORMAL,A
1987,1987-09-13,Flamengo,São Paulo,0,2,D,V,NORMAL,A
1987,1987-09-13,Corinthians,Fluminense,0,1,D,V,NORMAL,A
1987,1987-09-13,Internacional,Santa Cruz,4,0,V,D,NORMAL,A
1987,1987-09-13,Bangu,Joinville,1,1,E,E,NORMAL,A
1987,1987-09-13,Criciúma,Ceará,1,2,D,V,NORMAL,A
1987,1987-09-13,Treze,Athletico Paranaense,0,0,E,E,NORMAL,A
1987,1987-09-13,CSA,Guarani,0,1,D,V,NORMAL,A
1987,1987-09-16,Vitória,Joinville,3,1,V,D,NORMAL,A
1987,1987-09-16,Inter de Limeira,Ceará,1,0,V,D,NORMAL,A
1987,1987-09-16,Sport,Athletico Paranaense,1,1,E,E,NORMAL,A
1987,1987-09-16,Treze,Guarani,1,3,D,V,NORMAL,A
1987,1987-09-16,Athletico Paranaense,Bangu,1,2,D,V,NORMAL,A
1987,1987-09-16,Joinville,Treze,0,0,E,E,NORMAL,A
1987,1987-09-16,Atlético Goianiense,CSA,3,1,V,D,NORMAL,A
1987,1987-09-16,Sport,Criciúma,3,0,V,D,NORMAL,A
1987,1987-09-17,Criciúma,Náutico,2,0,V,D,NORMAL,A
1987,1987-09-18,Corinthians,Goiás,0,1,D,V,NORMAL,A
1987,1987-09-19,Atlético Mineiro,Internacional,0,0,E,E,NORMAL,A
1987,1987-09-19,Rio Branco-ES,CSA,0,1,D,V,NORMAL,A
1987,1987-09-19,Vitória,Athletico Paranaense,1,2,D,V,NORMAL,A
1987,1987-09-20,Grêmio,Cruzeiro,0,0,E,E,NORMAL,A
1987,1987-09-20,Santos,Palmeiras,0,0,E,E,NORMAL,A
1987,1987-09-20,Fluminense,Botafogo,1,1,E,E,NORMAL,A
1987,1987-09-20,Santa Cruz,Coritiba,0,0,E,E,NORMAL,A
1987,1987-09-20,Flamengo,Vasco,2,1,V,D,NORMAL,A
1987,1987-09-20,Bahia,São Paulo,1,1,E,E,NORMAL,A
1987,1987-09-20,Inter de Limeira,Treze,2,1,V,D,NORMAL,A
1987,1987-09-20,Atlético Goianiense,Ceará,1,0,V,D,NORMAL,A
1987,1987-09-20,Sport,Guarani,2,0,V,D,NORMAL,A
1987,1987-09-20,Criciúma,Bangu,1,0,V,D,NORMAL,A
1987,1987-09-20,Joinville,Náutico,2,1,V,D,NORMAL,A
1987,1987-09-23,Grêmio,Vasco,1,0,V,D,NORMAL,A
1987,1987-09-23,Cruzeiro,Bahia,2,1,V,D,NORMAL,A
1987,1987-09-23,Fluminense,Palmeiras,2,0,V,D,NORMAL,A
1987,1987-09-23,São Paulo,Santa Cruz,3,0,V,D,NORMAL,A
1987,1987-09-23,Coritiba,Corinthians,2,1,V,D,NORMAL,A
1987,1987-09-24,Botafogo,Internacional,0,0,E,E,NORMAL,A
1987,1987-09-24,Santos,Flamengo,0,0,E,E,NORMAL,A
1987,1987-09-24,Náutico,Rio Branco-ES,0,1,D,V,NORMAL,A
1987,1987-09-26,Fluminense,Grêmio,0,0,E,E,NORMAL,A
1987,1987-09-26,Coritiba,Bahia,2,1,V,D,NORMAL,A
1987,1987-09-26,Goiás,Santa Cruz,1,0,V,D,NORMAL,A
1987,1987-09-26,Palmeiras,São Paulo,2,1,V,D,NORMAL,A
1987,1987-09-27,Internacional,Flamengo,2,0,V,D,NORMAL,A
1987,1987-09-27,Cruzeiro,Botafogo,1,1,E,E,NORMAL,A
1987,1987-09-27,Corinthians,Santos,0,0,E,E,NORMAL,A
1987,1987-09-27,Vasco,Atlético Mineiro,1,2,D,V,NORMAL,A
1987,1987-09-27,Ceará,Rio Branco-ES,1,1,E,E,NORMAL,A
1987,1987-09-27,Náutico,Atlético Goianiense,2,1,V,D,NORMAL,A
1987,1987-09-27,Bangu,Inter de Limeira,1,0,V,D,NORMAL,A
1987,1987-09-27,Guarani,Vitória,0,1,D,V,NORMAL,A
1987,1987-09-27,Joinville,Sport,0,1,D,V,NORMAL,A
1987,1987-09-27,Treze,Criciúma,2,1,V,D,NORMAL,A
1987,1987-09-27,Athletico Paranaense,CSA,1,1,E,E,NORMAL,A
1987,1987-09-30,Goiás,Atlético Mineiro,0,1,D,V,NORMAL,A
1987,1987-09-30,Portuguesa,Sport,1,1,E,E,NORMAL,A
1987,1987-09-30,Inter de Limeira,Vitória,0,0,E,E,NORMAL,A
1987,1987-09-30,Bangu,Guarani,0,0,E,E,NORMAL,A
1987,1987-09-30,CSA,Criciúma,1,2,D,V,NORMAL,A
1987,1987-09-30,Treze,Atlético Goianiense,3,1,V,D,NORMAL,A
1987,1987-10-01,Vasco,Botafogo,1,0,V,D,NORMAL,A
1987,1987-10-01,Ceará,Joinville,1,0,V,D,NORMAL,A
1987,1987-10-02,Internacional,Palmeiras,2,0,V,D,NORMAL,A
1987,1987-10-03,Santos,Grêmio,1,0,V,D,NORMAL,A
1987,1987-10-03,Atlético Mineiro,Coritiba,2,0,V,D,NORMAL,A
1987,1987-10-03,Inter de Limeira,Náutico,0,1,D,V,NORMAL,A
1987,1987-10-04,Bahia,Goiás,1,0,V,D,NORMAL,A
1987,1987-10-04,São Paulo,Corinthians,0,0,E,E,NORMAL,A
1987,1987-10-04,Flamengo,Fluminense,0,1,D,V,NORMAL,A
1987,1987-10-04,Santa Cruz,Cruzeiro,0,0,E,E,NORMAL,A
1987,1987-10-04,CSA,Joinville,3,2,V,D,NORMAL,A
1987,1987-10-04,Criciúma,Vitória,2,1,V,D,NORMAL,A
1987,1987-10-04,Atlético Goianiense,Sport,0,0,E,E,NORMAL,A
1987,1987-10-04,Bangu,Rio Branco-ES,1,0,V,D,NORMAL,A
1987,1987-10-04,Ceará,Portuguesa,1,1,E,E,NORMAL,A
1987,1987-10-07,Santa Cruz,Fluminense,1,1,E,E,NORMAL,A
1987,1987-10-07,Botafogo,Santos,0,0,E,E,NORMAL,A
1987,1987-10-07,Palmeiras,Vasco,1,0,V,D,NORMAL,A
1987,1987-10-07,Bahia,Internacional,0,2,D,V,NORMAL,A
1987,1987-10-07,CSA,Inter de Limeira,0,2,D,V,NORMAL,A
1987,1987-10-07,Rio Branco-ES,Sport,0,2,D,V,NORMAL,A
1987,1987-10-08,Flamengo,Coritiba,3,1,V,D,NORMAL,A
1987,1987-10-08,Grêmio,Goiás,4,0,V,D,NORMAL,A
1987,1987-10-08,Cruzeiro,Corinthians,1,1,E,E,NORMAL,A
1987,1987-10-08,São Paulo,Atlético Mineiro,0,1,D,V,NORMAL,A
1987,1987-10-08,Náutico,Portuguesa,2,1,V,D,NORMAL,A
1987,1987-10-10,Santa Cruz,Santos,3,1,V,D,NORMAL,A
1987,1987-10-10,Atlético Goianiense,Bangu,1,0,V,D,NORMAL,A
1987,1987-10-11,Atlético Mineiro,Cruzeiro,0,0,E,E,NORMAL,A
1987,1987-10-11,Palmeiras,Coritiba,1,0,V,D,NORMAL,A
1987,1987-10-11,Goiás,Flamengo,1,1,E,E,NORMAL,A
1987,1987-10-11,Vasco,Corinthians,4,1,V,D,NORMAL,A
1987,1987-10-11,Rio Branco-ES,Treze,2,1,V,D,NORMAL,A
1987,1987-10-11,Sport,Inter de Limeira,4,0,V,D,NORMAL,A
1987,1987-10-11,Guarani,Náutico,4,2,V,D,NORMAL,A
1987,1987-10-11,Vitória,Portuguesa,2,1,V,D,NORMAL,A
1987,1987-10-11,Ceará,Athletico Paranaense,0,1,D,V,NORMAL,A
1987,1987-10-12,Internacional,Grêmio,0,1,D,V,NORMAL,A
1987,1987-10-12,São Paulo,Botafogo,0,2,D,V,NORMAL,A
1987,1987-10-12,Fluminense,Bahia,0,1,D,V,NORMAL,A
1987,1987-10-13,Portuguesa,Treze,1,0,V,D,NORMAL,A
1987,1987-10-14,Athletico Paranaense,Náutico,2,0,V,D,NORMAL,A
1987,1987-10-14,Rio Branco-ES,Vitória,0,0,E,E,NORMAL,A
1987,1987-10-15,Portuguesa,Bangu,1,0,V,D,NORMAL,A
1987,1987-10-16,Goiás,Palmeiras,2,0,V,D,NORMAL,A
1987,1987-10-17,Vasco,Santa Cruz,0,0,E,E,NORMAL,A
1987,1987-10-17,Santos,Bahia,0,1,D,V,NORMAL,A
1987,1987-10-18,Flamengo,Cruzeiro,0,0,E,E,NORMAL,A
1987,1987-10-18,Coritiba,Botafogo,1,1,E,E,NORMAL,A
1987,1987-10-18,Corinthians,Internacional,1,0,V,D,NORMAL,A
1987,1987-10-18,Grêmio,São Paulo,1,0,V,D,NORMAL,A
1987,1987-10-18,Atlético Mineiro,Fluminense,3,1,V,D,NORMAL,A
1987,1987-10-18,Portuguesa,CSA,4,0,V,D,NORMAL,A
1987,1987-10-18,Guarani,Ceará,1,0,V,D,NORMAL,A
1987,1987-10-18,Vitória,Atlético Goianiense,0,0,E,E,NORMAL,A
1987,1987-10-21,Rio Branco-ES,Atlético Goianiense,0,0,E,E,NORMAL,A
1987,1987-10-21,Bangu,Ceará,2,0,V,D,NORMAL,B
1987,1987-10-21,Vitória,CSA,0,0,E,E,NORMAL,B
1987,1987-10-21,Guarani,Athletico Paranaense,0,2,D,V,NORMAL,
1987,1987-10-23,Grêmio,Atlético Mineiro,0,0,E,E,NORMAL,A
1987,1987-10-24,Atlético Goianiense,Criciúma,0,2,D,V,NORMAL,A
1987,1987-10-24,Flamengo,Botafogo,1,0,V,D,NORMAL,A
1987,1987-10-24,São Paulo,Santos,3,1,V,D,NORMAL,A
1987,1987-10-24,Vasco,Fluminense,0,2,D,V,NORMAL,A
1987,1987-10-24,Goiás,Coritiba,1,1,E,E,NORMAL,A
1987,1987-10-24,Cruzeiro,Internacional,3,0,V,D,NORMAL,A
1987,1987-10-25,Rio Branco-ES,Inter de Limeira,0,0,E,E,NORMAL,A
1987,1987-10-25,Guarani,Portuguesa,2,0,V,D,NORMAL,A
1987,1987-10-25,Joinville,Athletico Paranaense,1,2,D,V,NORMAL,A
