ano_campeonato,Data,Mandante,Visitante,gols_mandante,gols_visitante,resultado_mandante,resultado_visitante,placar_status,Fase
2008,2008-05-10,São Paulo,Grêmio,0,1,D,V,NORMAL,R1
2008,2008-05-10,Náutico,Goiás,2,1,V,D,NORMAL,R1
2008,2008-05-10,Vitória,Cruzeiro,0,2,D,V,NORMAL,R1
2008,2008-05-11,Ipatinga,Athletico Paranaense,0,1,D,V,NORMAL,R1
2008,2008-05-11,Coritiba,Palmeiras,2,0,V,D,NORMAL,R1
2008,2008-05-11,Internacional,Vasco,1,0,V,D,NORMAL,R1
2008,2008-05-11,Botafogo,Sport,2,0,V,D,NORMAL,R1
2008,2008-05-11,Atlético Mineiro,Fluminense,0,0,E,E,NORMAL,R1
2008,2008-05-11,Flamengo,Santos,3,1,V,D,NORMAL,R1
2008,2008-05-11,Portuguesa,Figueirense,5,5,E,E,NORMAL,R1
2008,2008-05-17,Cruzeiro,Botafogo,1,0,V,D,NORMAL,R2
2008,2008-05-17,Vasco,Portuguesa,3,1,V,D,NORMAL,R2
2008,2008-05-17,Sport,Vitória,0,0,E,E,NORMAL,R2
2008,2008-05-18,Athletico Paranaense,São Paulo,1,1,E,E,NORMAL,R2
2008,2008-05-18,Goiás,Atlético Mineiro,1,1,E,E,NORMAL,R2
2008,2008-05-18,Grêmio,Flamengo,0,0,E,E,NORMAL,R2
2008,2008-05-18,Fluminense,Náutico,0,2,D,V,NORMAL,R2
2008,2008-05-18,Palmeiras,Internacional,2,1,V,D,NORMAL,R2
2008,2008-05-18,Figueirense,Coritiba,2,1,V,D,NORMAL,R2
2008,2008-05-18,Santos,Ipatinga,4,0,V,D,NORMAL,R2
2008,2008-05-24,Flamengo,Internacional,2,1,V,D,NORMAL,R3
2008,2008-05-24,Vitória,Figueirense,4,0,V,D,NORMAL,R3
2008,2008-05-24,Grêmio,Náutico,2,0,V,D,NORMAL,R3
2008,2008-05-25,Cruzeiro,Santos,4,0,V,D,NORMAL,R3
2008,2008-05-25,Goiás,Ipatinga,1,1,E,E,NORMAL,R3
2008,2008-05-25,Sport,Fluminense,2,1,V,D,NORMAL,R3
2008,2008-05-25,São Paulo,Coritiba,1,1,E,E,NORMAL,R3
2008,2008-05-25,Athletico Paranaense,Atlético Mineiro,1,1,E,E,NORMAL,R3
2008,2008-05-25,Portuguesa,Palmeiras,1,1,E,E,NORMAL,R3
