ano_campeonato,Data,Mandante,Visitante,gols_mandante,gols_visitante,resultado_mandante,resultado_visitante,placar_status,Fase
1996,1996-08-08,Bahia,Palmeiras,0,0,E,E,NORMAL,1F
1996,1996-08-08,Fluminense,Red Bull Bragantino,1,0,V,D,NORMAL,1F
1996,1996-08-08,Goiás,Athletico Paranaense,3,1,V,D,NORMAL,1F
1996,1996-08-08,Coritiba,Juventude,2,0,V,D,NORMAL,1F
1996,1996-08-08,Criciúma,Vitória,1,1,E,E,NORMAL,1F
1996,1996-08-08,São Paulo,Flamengo,4,1,V,D,NORMAL,1F
1996,1996-08-08,Sport,Paraná,0,1,D,V,NORMAL,1F
1996,1996-08-11,Atlético Mineiro,Corinthians,1,0,V,D,NORMAL,1F
1996,1996-08-14,Vasco,Sport,1,2,D,V,NORMAL,1F
1996,1996-08-14,Palmeiras,Internacional,0,0,E,E,NORMAL,1F
1996,1996-08-14,Juventude,Bahia,1,0,V,D,NORMAL,1F
1996,1996-08-14,Vitória,Coritiba,1,0,V,D,NORMAL,1F
1996,1996-08-14,Paraná,Goiás,0,0,E,E,NORMAL,1F
1996,1996-08-14,Corinthians,Criciúma,0,0,E,E,NORMAL,1F
1996,1996-08-14,São Paulo,Portuguesa,2,1,V,D,NORMAL,1F
1996,1996-08-14,Flamengo,Atlético Mineiro,2,1,V,D,NORMAL,1F
1996,1996-08-17,Guarani,Santos,1,1,E,E,NORMAL,1F
1996,1996-08-17,Vitória,Flamengo,0,1,D,V,NORMAL,1F
1996,1996-08-17,Palmeiras,Coritiba,5,0,V,D,NORMAL,1F
1996,1996-08-17,Fluminense,Botafogo,1,1,E,E,NORMAL,1F
1996,1996-08-17,Goiás,Vasco,1,2,D,V,NORMAL,1F
1996,1996-08-17,Corinthians,Portuguesa,0,2,D,V,NORMAL,1F
1996,1996-08-17,São Paulo,Bahia,5,2,V,D,NORMAL,1F
1996,1996-08-17,Athletico Paranaense,Red Bull Bragantino,3,1,V,D,NORMAL,1F
1996,1996-08-17,Atlético Mineiro,Paraná,3,1,V,D,NORMAL,1F
1996,1996-08-17,Internacional,Cruzeiro,0,0,E,E,NORMAL,1F
1996,1996-08-17,Criciúma,Grêmio,1,3,D,V,NORMAL,1F
1996,1996-08-17,Juventude,Sport,1,1,E,E,NORMAL,1F
1996,1996-08-20,Flamengo,Juventude,0,1,D,V,NORMAL,1F
1996,1996-08-20,Portuguesa,Paraná,2,0,V,D,NORMAL,1F
1996,1996-08-20,Corinthians,Guarani,1,0,V,D,NORMAL,1F
1996,1996-08-20,Grêmio,Red Bull Bragantino,6,1,V,D,NORMAL,1F
1996,1996-08-20,Bahia,Athletico Paranaense,2,0,V,D,NORMAL,1F
1996,1996-08-20,Coritiba,Atlético Mineiro,1,0,V,D,NORMAL,1F
1996,1996-08-20,Cruzeiro,Vitória,2,1,V,D,NORMAL,1F
1996,1996-08-20,Goiás,Sport,3,1,V,D,NORMAL,1F
1996,1996-08-20,Palmeiras,Vasco,3,1,V,D,NORMAL,1F
1996,1996-08-20,Botafogo,São Paulo,1,1,E,E,NORMAL,1F
1996,1996-08-20,Internacional,Criciúma,3,1,V,D,NORMAL,1F
1996,1996-08-22,Santos,Fluminense,1,0,V,D,NORMAL,1F
1996,1996-08-24,Goiás,Palmeiras,0,0,E,E,NORMAL,1F
1996,1996-08-24,Red Bull Bragantino,Vasco,1,2,D,V,NORMAL,1F
1996,1996-08-24,Cruzeiro,Flamengo,2,1,V,D,NORMAL,1F
1996,1996-08-24,Criciúma,Fluminense,4,1,V,D,NORMAL,1F
1996,1996-08-24,Bahia,Botafogo,1,2,D,V,NORMAL,1F
1996,1996-08-24,Athletico Paranaense,Corinthians,0,1,D,V,NORMAL,1F
1996,1996-08-24,São Paulo,Santos,2,1,V,D,NORMAL,1F
1996,1996-08-24,Portuguesa,Atlético Mineiro,3,1,V,D,NORMAL,1F
1996,1996-08-24,Paraná,Guarani,3,0,V,D,NORMAL,1F
1996,1996-08-24,Sport,Coritiba,3,0,V,D,NORMAL,1F
1996,1996-08-24,Grêmio,Vitória,2,2,E,E,NORMAL,1F
1996,1996-08-24,Juventude,Internacional,2,1,V,D,NORMAL,1F
1996,1996-08-28,Flamengo,Guarani,0,1,D,V,NORMAL,1F
1996,1996-08-28,Palmeiras,Paraná,4,1,V,D,NORMAL,1F
1996,1996-08-28,Fluminense,São Paulo,1,1,E,E,NORMAL,1F
1996,1996-08-28,Vasco,Portuguesa,2,1,V,D,NORMAL,1F
1996,1996-08-28,Athletico Paranaense,Cruzeiro,0,0,E,E,NORMAL,1F
1996,1996-08-28,Coritiba,Bahia,4,1,V,D,NORMAL,1F
1996,1996-08-28,Corinthians,Grêmio,2,2,E,E,NORMAL,1F
1996,1996-08-28,Atlético Mineiro,Internacional,2,0,V,D,NORMAL,1F
1996,1996-08-28,Botafogo,Santos,0,2,D,V,NORMAL,1F
1996,1996-08-28,Red Bull Bragantino,Sport,3,1,V,D,NORMAL,1F
1996,1996-08-30,Guarani,Fluminense,3,1,V,D,NORMAL,1F
1996,1996-08-30,Paraná,Corinthians,0,1,D,V,NORMAL,1F
1996,1996-08-30,São Paulo,Goiás,1,0,V,D,NORMAL,1F
1996,1996-08-30,Flamengo,Athletico Paranaense,1,0,V,D,NORMAL,1F
1996,1996-08-30,Sport,Criciúma,1,0,V,D,NORMAL,1F
1996,1996-08-30,Vasco,Grêmio,1,1,E,E,NORMAL,1F
1996,1996-08-30,Vitória,Atlético Mineiro,2,1,V,D,NORMAL,1F
1996,1996-08-30,Botafogo,Palmeiras,0,0,E,E,NORMAL,1F
1996,1996-08-30,Coritiba,Santos,1,3,D,V,NORMAL,1F
1996,1996-08-30,Portuguesa,Red Bull Bragantino,2,0,V,D,NORMAL,1F
1996,1996-08-30,Cruzeiro,Juventude,2,1,V,D,NORMAL,1F
1996,1996-08-30,Internacional,Bahia,1,1,E,E,NORMAL,1F
1996,1996-09-04,Atlético Mineiro,Goiás,2,1,V,D,NORMAL,1F
1996,1996-09-04,Athletico Paranaense,Grêmio,3,1,V,D,NORMAL,1F
1996,1996-09-04,Bahia,Criciúma,2,1,V,D,NORMAL,1F
1996,1996-09-04,Botafogo,Coritiba,4,1,V,D,NORMAL,1F
1996,1996-09-04,Red Bull Bragantino,Flamengo,0,1,D,V,NORMAL,1F
1996,1996-09-04,Internacional,Sport,3,0,V,D,NORMAL,1F
1996,1996-09-04,Portuguesa,Vitória,2,2,E,E,NORMAL,1F
1996,1996-09-04,São Paulo,Guarani,0,1,D,V,NORMAL,1F
1996,1996-09-04,Paraná,Vasco,1,2,D,V,NORMAL,1F
1996,1996-09-04,Corinthians,Cruzeiro,2,1,V,D,NORMAL,1F
1996,1996-09-04,Fluminense,Palmeiras,1,5,D,V,NORMAL,1F
1996,1996-09-04,Santos,Juventude,1,1,E,E,NORMAL,1F
1996,1996-09-07,Sport,Botafogo,3,0,V,D,NORMAL,1F
1996,1996-09-07,Coritiba,São Paulo,1,1,E,E,NORMAL,1F
1996,1996-09-07,Juventude,Guarani,0,1,D,V,NORMAL,1F
1996,1996-09-07,Flamengo,Corinthians,1,1,E,E,NORMAL,1F
1996,1996-09-07,Athletico Paranaense,Vasco,2,1,V,D,NORMAL,1F
1996,1996-09-07,Fluminense,Internacional,2,1,V,D,NORMAL,1F
1996,1996-09-07,Vitória,Paraná,4,0,V,D,NORMAL,1F
1996,1996-09-07,Criciúma,Red Bull Bragantino,0,0,E,E,NORMAL,1F
1996,1996-09-07,Goiás,Bahia,0,0,E,E,NORMAL,1F
1996,1996-09-07,Cruzeiro,Portuguesa,4,1,V,D,NORMAL,1F
1996,1996-09-07,Grêmio,Atlético Mineiro,5,0,V,D,NORMAL,1F
1996,1996-09-08,Santos,Palmeiras,1,2,D,V,NORMAL,1F
1996,1996-09-10,Cruzeiro,Fluminense,2,0,V,D,NORMAL,1F
1996,1996-09-14,Sport,Fluminense,6,0,V,D,NORMAL,1F
1996,1996-09-14,Red Bull Bragantino,Corinthians,2,3,D,V,NORMAL,1F
1996,1996-09-14,Bahia,Cruzeiro,1,2,D,V,NORMAL,1F
1996,1996-09-14,Internacional,São Paulo,1,0,V,D,NORMAL,1F
1996,1996-09-14,Portuguesa,Athletico Paranaense,2,0,V,D,NORMAL,1F
1996,1996-09-14,Guarani,Coritiba,2,0,V,D,NORMAL,1F
1996,1996-09-14,Paraná,Grêmio,0,0,E,E,NORMAL,1F
1996,1996-09-14,Atlético Mineiro,Criciúma,3,0,V,D,NORMAL,1F
1996,1996-09-14,Palmeiras,Juventude,4,2,V,D,NORMAL,1F
1996,1996-09-14,Goiás,Santos,2,0,V,D,NORMAL,1F
1996,1996-09-14,Vasco,Vitória,4,1,V,D,NORMAL,1F
1996,1996-09-14,Botafogo,Flamengo,0,2,D,V,NORMAL,1F
1996,1996-09-17,Red Bull Bragantino,Guarani,0,0,E,E,NORMAL,1F
1996,1996-09-18,Santos,Portuguesa,2,0,V,D,NORMAL,1F
